report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-03-31,29070000000.0,3327000000.0,3285000000.0,21641000000.0,7427000000.0,13244000000.0,244000000.0,476000000.0,4112000000.0,650000000.0,421000000.0,,124000000.0,0.99,1120000000.0,472000000.0,13488000000.0,,34.9947,3.4903,0.99,1122000000.0,0.05668506799515282,0.014482284141726866,0.10238326848249027,0.1580739299610895,0.022359821121431027,0.031078173559646188,0.2728599221789883,1.81607647771644,1.012785388127854,15601000000.0,1556000000.0,2511000000.0,4252000000.0,,3.66,3.66,3.172154280338664,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2021-06-30,29037000000.0,3226000000.0,3683000000.0,21683000000.0,7352000000.0,,361000000.0,148000000.0,8588000000.0,1441000000.0,772000000.0,,229000000.0,1.82,2163000000.0,972000000.0,361000000.0,,36.9576,3.5803,1.82,2413000000.0,0.10500544069640914,0.0265867686055722,0.08989287377736377,0.16779226828132277,0.04962633880910562,0.18682743420199663,0.2809734513274336,0.049102285092491836,0.8759163725224002,16899000000.0,1660000000.0,2852000000.0,4749000000.0,,4.48,4.48,0.07601600336913035,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2021-09-30,28841000000.0,3184000000.0,4102000000.0,21667000000.0,7172000000.0,,601000000.0,116000000.0,13253000000.0,2247000000.0,1310000000.0,,396000000.0,3.09,3347000000.0,1489000000.0,601000000.0,,35.9813,3.6314,3.09,3736000000.0,0.1826547685443391,0.04542144863215561,0.09884554440504037,0.16954651776956162,0.07790991990568982,0.2890775762253956,0.28189843808948917,0.08379810373675405,0.7762067284251585,19001000000.0,1912000000.0,3319000000.0,5470000000.0,,5.57,5.57,0.10987202925045704,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2021-12-31,29097000000.0,3069000000.0,4082000000.0,21971000000.0,7124000000.0,,708000000.0,118000000.0,-8022000000.0,-1373000000.0,-687000000.0,,-217000000.0,-1.6100000000000003,-2292000000.0,-934000000.0,708000000.0,0.7518,38.4455,3.8936,-1.6100000000000003,-2307000000.0,-0.09643458731049973,-0.0236106815135581,0.0856394913986537,0.17115432560458738,-0.047186995222875214,-0.17530643513789582,0.287584143605086,0.09938236945536216,0.7518373346398824,17931000000.0,1816000000.0,2965000000.0,4964000000.0,,4.289999999999999,4.289999999999999,0.1426269137792103,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2022-03-31,29219000000.0,3059000000.0,3806000000.0,22073000000.0,7144000000.0,,435000000.0,155000000.0,4661000000.0,768000000.0,513000000.0,,157000000.0,1.23,1258000000.0,482000000.0,435000000.0,,34.4879,3.5608,1.23,1250000000.0,0.07180851063829788,0.017557069030425407,0.11006221840806694,0.16477150826003004,0.026284267086484823,0.10133262963451643,0.268182793391976,0.06089025755879059,0.8037309511297951,18480000000.0,1908000000.0,3083000000.0,5092000000.0,,4.529999999999999,4.529999999999999,0.08542812254516889,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2022-06-30,30128000000.0,3987000000.0,3722000000.0,22936000000.0,7190000000.0,,231000000.0,894000000.0,9688000000.0,1658000000.0,1100000000.0,,346000000.0,2.64,2305000000.0,990000000.0,231000000.0,,29.6227,3.3372,2.64,2648000000.0,0.15299026425591097,0.0365108868826341,0.11354252683732452,0.17113955408753095,0.055031864046733936,0.22342002425549118,0.27332782824112306,0.032127955493741304,1.0711982804943578,19580000000.0,2236000000.0,3300000000.0,5327000000.0,,5.35,5.35,0.04336399474375821,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2022-09-30,29841000000.0,3264000000.0,3834000000.0,22829000000.0,7010000000.0,,258000000.0,137000000.0,14763000000.0,2600000000.0,1739000000.0,,535000000.0,4.0,3487000000.0,1493000000.0,258000000.0,,29.4969,3.4062,4.0,4093000000.0,0.24807417974322396,0.05827552695955229,0.11779448621553884,0.1761159655896498,0.08712844743808854,0.3577325261419923,0.2772471719840141,0.03680456490727532,0.8513302034428795,21090000000.0,2665000000.0,3653000000.0,5684000000.0,,6.26,6.26,0.045390570021111895,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2022-12-31,31367000000.0,3551000000.0,4394000000.0,24503000000.0,6849000000.0,,414000000.0,351000000.0,-9414000000.0,-1661000000.0,-1114000000.0,,-360000000.0,-2.87,-2514000000.0,-927000000.0,414000000.0,0.8081,28.7737,3.2691,-2.87,-2588000000.0,-0.16265148196817053,-0.03551503172123569,0.1183343955810495,0.17643934565540684,-0.052953741192973504,-0.22869337739226214,0.27490970894412575,0.06044678055190539,0.8081474738279472,19698000000.0,2238000000.0,3365000000.0,5403000000.0,,5.0,5.0,0.07662409772348695,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2023-03-31,31290000000.0,3371000000.0,3856000000.0,24482000000.0,6794000000.0,,336000000.0,257000000.0,4892000000.0,825000000.0,533000000.0,,164000000.0,1.0,1040000000.0,505000000.0,336000000.0,,29.3942,3.3304,1.0,1330000000.0,0.07845157491904622,0.0170341962288271,0.1089533932951758,0.1686426819296811,0.026366251198465963,0.11570827489481066,0.27187244480784956,0.04945540182513983,0.8742219917012448,19929000000.0,2258000000.0,3422000000.0,5483000000.0,,4.77,4.77,0.06128032099215758,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2023-06-30,31614000000.0,3480000000.0,4251000000.0,24686000000.0,6909000000.0,,513000000.0,144000000.0,10011000000.0,1769000000.0,1148000000.0,,360000000.0,2.0,2074000000.0,1026000000.0,513000000.0,,30.8618,3.5238,2.0,2795000000.0,0.1661600810536981,0.03631302587461251,0.11467385875536909,0.1767056238138048,0.05595622192699437,0.23834545944489355,0.27919288782339424,0.07425097698653929,0.8186309103740297,20252000000.0,2306000000.0,3533000000.0,5630000000.0,,4.13,4.13,0.0911190053285968,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2023-09-30,31935000000.0,3562000000.0,4218000000.0,24969000000.0,6950000000.0,,297000000.0,150000000.0,15209000000.0,2790000000.0,1811000000.0,,570000000.0,4.0,3337000000.0,1545000000.0,297000000.0,,26.5147,3.0406,4.0,4335000000.0,0.26057553956834534,0.05670894003444497,0.11907423236241699,0.18344401341311065,0.08736496007515265,0.38498689112736306,0.28502860148596226,0.042733812949640286,0.8444760550023708,20698000000.0,2378000000.0,3723000000.0,5872000000.0,,4.13,4.13,0.05057901907356948,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2023-12-31,32823000000.0,3804000000.0,4226000000.0,25927000000.0,6903000000.0,,334000000.0,458000000.0,-9686000000.0,-1809000000.0,-1188000000.0,,-349000000.0,-2.0,-1732000000.0,-1005000000.0,334000000.0,0.9001,31.3095,3.5316,-2.0,-2814000000.0,-0.17209908735332463,-0.03619413216342199,0.12265124922568656,0.18676440223002272,-0.05511379215793803,-0.24996545529915712,0.2905224034689242,0.048384760249167026,0.9001419782300047,20426000000.0,2304000000.0,3575000000.0,5646000000.0,,5.0,5.0,0.05915692525681899,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2024-03-31,32666000000.0,3529000000.0,3949000000.0,25588000000.0,7082000000.0,,336000000.0,322000000.0,5159000000.0,1016000000.0,708000000.0,,162000000.0,1.0,1367000000.0,514000000.0,336000000.0,,34.4655,4.1289,1.0,1530000000.0,0.09997175939000283,0.021673911712483927,0.13723589842992828,0.19693739096724172,0.031102675564807444,0.1369641412779725,0.2965691025392518,0.04744422479525558,0.8936439604963282,20693000000.0,2479000000.0,3766000000.0,5846000000.0,,5.0,5.0,0.057475196715703045,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2024-06-30,33999000000.0,4439000000.0,4136000000.0,26548000000.0,7457000000.0,,242000000.0,172000000.0,10561000000.0,2025000000.0,1388000000.0,,376000000.0,3.0,2521000000.0,1057000000.0,242000000.0,,33.0074,4.0032,3.0,3082000000.0,0.18613383398149388,0.04082473013912174,0.13142694820566234,0.1917432061357826,0.05956057531103856,0.26302117158072474,0.2918284253385096,0.03245272897948236,1.0732591876208897,21243000000.0,2719000000.0,4022000000.0,6133000000.0,,6.0,6.0,0.03945866623186043,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2024-09-30,34730000000.0,4259000000.0,4779000000.0,26758000000.0,7979000000.0,,676000000.0,614000000.0,16170000000.0,3144000000.0,2148000000.0,,611000000.0,5.0,3879000000.0,1615000000.0,676000000.0,,31.546,3.8955,5.0,4759000000.0,0.26920666750219324,0.06184854592571264,0.13283858998144712,0.19443413729128015,0.09052692196947884,0.3632582322357019,0.2943104514533086,0.08472239629026193,0.8911906256539025,22204000000.0,3056000000.0,4376000000.0,6557000000.0,,7.0,7.0,0.10309592801586091,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2024-12-31,44567000000.0,4774000000.0,6258000000.0,36313000000.0,8252000000.0,,1400000000.0,414000000.0,-9827000000.0,-2122000000.0,-1498000000.0,,-436000000.0,-3.0,-2377000000.0,-919000000.0,1400000000.0,0.7629,29.4944,3.6709,-3.0,-3041000000.0,-0.18153174987881726,-0.0336123140440236,0.15243716291848988,0.21593568739187952,-0.04761370520788925,-0.21985080812266888,0.30945354635188765,0.16965584100824044,0.7628635346756152,22063000000.0,2746000000.0,4063000000.0,6330000000.0,,6.0,6.0,0.2211690363349131,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2025-03-31,44486000000.0,4455000000.0,5347000000.0,35835000000.0,8650000000.0,,954000000.0,216000000.0,6018000000.0,1013000000.0,637000000.0,,151000000.0,1.0,1208000000.0,656000000.0,954000000.0,,34.8202,4.0635,1.0,1669000000.0,0.07364161849710983,0.014319111630625365,0.10584911930874044,0.16832834828846793,0.022771208919660117,0.10547688463140358,0.2773346626786308,0.11028901734104046,0.8331774827005798,22922000000.0,2675000000.0,4060000000.0,6469000000.0,,6.0,6.0,0.1474725614469006,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2025-06-30,45722000000.0,4984000000.0,5816000000.0,36520000000.0,9201000000.0,,964000000.0,440000000.0,12448000000.0,2164000000.0,1363000000.0,,352000000.0,3.0,2753000000.0,1364000000.0,964000000.0,,33.8401,3.8446,3.0,3528000000.0,0.14813607216606892,0.029810594462184505,0.10949550128534705,0.1738431876606684,0.04732951314465684,0.21288735858337432,0.2834190231362468,0.10477122051950875,0.8569463548830811,24809000000.0,2650000000.0,4199000000.0,6915000000.0,,6.0,6.0,0.13940708604483007,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2025-09-30,45608000000.0,4839000000.0,5737000000.0,36088000000.0,9519000000.0,,880000000.0,175000000.0,18891000000.0,3153000000.0,1966000000.0,,524000000.0,4.0,4345000000.0,2093000000.0,880000000.0,,34.6946,3.5893,4.0,5246000000.0,0.2065342998214098,0.043106472548675674,0.1040707215075962,0.1669048753374623,0.06913260831433082,0.30320223098374843,0.2776983748875126,0.09244668557621599,0.8434721980128987,27530000000.0,2468000000.0,4208000000.0,7402000000.0,,5.0,5.0,0.11888678735476899,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
2025-12-31,45835000000.0,4910000000.0,5524000000.0,35844000000.0,9990000000.0,,711000000.0,201000000.0,-12153000000.0,-2022000000.0,-1258000000.0,,-310000000.0,-2.0,-2263000000.0,-1250000000.0,711000000.0,0.8888,32.6861,3.5119,-2.0,-3272000000.0,-0.1259259259259259,-0.027446274680920694,0.1035135357524891,0.16637867193285608,-0.04411475946329224,-0.1889543033361368,0.26923393400806384,0.07117117117117117,0.888848660391021,25204000000.0,2708000000.0,4308000000.0,7171000000.0,,6.0,6.0,0.0991493515548738,,0.5309296,248.13,194.11,2.45602,94988.99,35.0772,8.8603,3.7688
