report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,roi,roic,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-06-30,8966100000.0,,,4096800000.0,3398000000.0,2536400000.0,785500000.0,1029900000.0,,259800000.0,61300000.0,77700000.0,6.0,40200000.0,325500000.0,4000000.0,321500000.0,2536400000.0,,4.7043,2.519,6.0,,0.0764567392583873,0.0289758088801151,0.25225750072822606,,,0.31216622973104186,0.746439081812831,,2058200000.0,1138800000.0,,941000000.0,,120700000.0,24.46,24.46,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2023-09-30,9003600000.0,,,4107100000.0,3495000000.0,2536900000.0,999200000.0,1555200000.0,,476800000.0,92400000.0,155400000.0,12.0,42900000.0,619400000.0,6600000.0,612800000.0,2536900000.0,,3.6617,2.1932,12.0,,0.13642346208869813,0.05295659513972189,0.3065843621399177,,,0.3940329218106996,0.725865522174535,,1823500000.0,1247600000.0,,765500000.0,,128400000.0,28.46,28.46,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2023-12-31,9059600000.0,,,4096100000.0,3587900000.0,2537500000.0,813600000.0,-1044700000.0,,-198200000.0,-60400000.0,-92800000.0,-4.0,-80800000.0,-305400000.0,-100000.0,-305500000.0,2537500000.0,0.9403,7.6078,2.4878,-4.0,,-0.05524122745895928,-0.021877345578171222,0.1897195367091031,,,0.2924284483583804,0.7072382173416204,,2057800000.0,672900000.0,,861700000.0,,123800000.0,17.0,17.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2024-03-31,9024600000.0,,,4111100000.0,3590200000.0,2524900000.0,793400000.0,499900000.0,,149800000.0,29900000.0,55400000.0,4.0,40100000.0,209200000.0,1000000.0,208200000.0,2524900000.0,,7.8236,2.6389,4.0,,0.041724695003063896,0.016599073643153158,0.2996599319863973,,,0.41648329665933187,0.7032755835329508,,2040300000.0,688200000.0,,837000000.0,,123200000.0,18.0,18.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2024-06-30,8845000000.0,,,4191300000.0,3330900000.0,2525200000.0,865500000.0,1000300000.0,,225800000.0,,98700000.0,6.0,36000000.0,454400000.0,1600000.0,452800000.0,2525200000.0,,7.73,2.4351,6.0,,0.06778948632501726,0.025528547201808933,0.22573228031590523,,,0.4526642007397781,0.758113422798643,,2010700000.0,654200000.0,,968300000.0,,,18.0,18.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2024-09-30,8903000000.0,,,4231900000.0,3316300000.0,2619700000.0,1010700000.0,1516600000.0,,349500000.0,,130000000.0,10.0,35200000.0,719600000.0,2300000.0,717300000.0,2619700000.0,,9.7175,2.6251,10.0,,0.10538853541597563,0.039256430416713464,0.23044969009626798,,,0.4729658446525122,0.7899466272653258,,1972100000.0,526900000.0,,1072800000.0,,,16.0,16.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2024-12-31,8830900000.0,,,4182200000.0,3345300000.0,2620200000.0,950000000.0,-975900000.0,,-213500000.0,,-101500000.0,-5.0,-75200000.0,-451100000.0,-1500000.0,-452600000.0,2620200000.0,1.0638,10.9271,2.7387,-5.0,,-0.06382088302992257,-0.024176471254345536,0.21877241520647608,,,0.46377702633466544,0.7832481391803425,,2040900000.0,511600000.0,,925700000.0,,,15.0,15.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2025-03-31,8714100000.0,,,4249000000.0,3188200000.0,2620700000.0,816500000.0,496600000.0,,72400000.0,,27400000.0,2.0,32600000.0,208900000.0,1600000.0,207300000.0,2620700000.0,,11.1416,2.3738,2.0,,0.02270873847311963,0.00830837378501509,0.14579138139347564,,,0.4174385823600483,0.8219998745373565,,2037600000.0,434200000.0,,924800000.0,,,13.0,13.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2025-06-30,8807600000.0,,,4332800000.0,3238700000.0,2621200000.0,361000000.0,989800000.0,,156600000.0,,63100000.0,5.0,32300000.0,439700000.0,3000000.0,436700000.0,2621200000.0,,12.6446,2.7551,5.0,,0.0483527341217155,0.017780099005404424,0.15821378056172963,,,0.4412002424732269,0.8093370796924692,,2027100000.0,365000000.0,,908700000.0,,,12.0,12.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2025-09-30,8928200000.0,,,4388200000.0,3343400000.0,2371600000.0,476100000.0,1517800000.0,,369000000.0,,134700000.0,11.0,33000000.0,716800000.0,4200000.0,712600000.0,2371600000.0,,12.7528,3.3175,11.0,,0.11036669258838308,0.04132971931632356,0.24311503491896166,,,0.4694953221768349,0.7093377998444697,,2028300000.0,384500000.0,,904000000.0,,,13.0,13.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
2025-12-31,9207400000.0,,,4785300000.0,3238400000.0,2691300000.0,586000000.0,-929800000.0,,118600000.0,,57100000.0,4.0,-64900000.0,-392200000.0,-2700000.0,-394900000.0,2691300000.0,1.3412,11.3144,3.9091,4.0,,0.036623023715415016,0.012880943588852445,-0.12755431275543128,,,0.42471499247149924,0.8310585474308301,,2074400000.0,716600000.0,,961700000.0,,,22.0,22.0,,,1.2062643,334.78,139.22,0.36953,7085.0547,9.8857,2.504,3.4155
