report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,gross_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,gross_profit_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2022-04-03,178355000000.0,60424000000.0,43390000000.0,103646000000.0,74709000000.0,28851000000.0,4297000000.0,10463000000.0,23426000000.0,15828000000.0,5149000000.0,10000000.0,713000000.0,1.93,2666500000.0,3979000000.0,607000000.0,1769000000.0,3372000000.0,33148000000.0,,23.4013,5.8119,1.93,0.06892074582714265,0.028869389700316783,0.2197985144711005,0.6756595236062495,0.1439426278493981,0.44369486942670894,1.3925789352385343,94880000000.0,19830000000.0,64490000000.0,18229000000.0,130000000.0,7.42,7.42,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2022-07-03,177724000000.0,63847000000.0,44821000000.0,101367000000.0,76357000000.0,28292000000.0,4305000000.0,10983000000.0,47446000000.0,31929000000.0,9963000000.0,48000000.0,1739000000.0,3.73,2669200000.0,9560000000.0,1470000000.0,3513000000.0,8090000000.0,32597000000.0,,25.7208,6.4568,3.73,0.13047919640635436,0.05605883279692107,0.2099860894490579,0.6729545167137377,0.1705096320026978,0.426902576057205,1.4244885210057785,96693000000.0,17318000000.0,65436000000.0,18421000000.0,75000000.0,6.48,6.48,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2022-10-02,175124000000.0,65236000000.0,45543000000.0,100525000000.0,74599000000.0,27603000000.0,4424000000.0,11355000000.0,71237000000.0,47913000000.0,14421000000.0,99000000.0,3103000000.0,5.41,2667500000.0,15844000000.0,2422000000.0,5198000000.0,13422000000.0,32027000000.0,,22.3982,6.1455,5.41,0.19331358329200124,0.0823473652954478,0.20243693586198183,0.6725858753176018,0.18841332453640663,0.4293221088754541,1.4324045407636739,98959000000.0,15597000000.0,66278000000.0,16402000000.0,51000000.0,5.8500000000000005,5.8500000000000005,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2023-01-01,187378000000.0,55294000000.0,55802000000.0,110574000000.0,76804000000.0,26888000000.0,12771000000.0,14127000000.0,-47166000000.0,-31816000000.0,-11592000000.0,119000000.0,-1771000000.0,-4.34,-5339300000.0,-8189000000.0,-490000000.0,-3510000000.0,-8679000000.0,39659000000.0,0.9909,25.7426,5.7738,-4.34,-0.15092963908129786,-0.06186425300729008,0.24577025823686555,0.6745537039392783,0.18400966798117288,0.5163663350867143,0.9908963836421634,94943000000.0,17941000000.0,63854000000.0,16205000000.0,276000000.0,6.730000000000002,6.730000000000002,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2023-04-02,195969000000.0,64388000000.0,60373000000.0,125100000000.0,70869000000.0,34928000000.0,17979000000.0,19170000000.0,24746000000.0,16351000000.0,-68000000.0,215000000.0,-669000000.0,-0.03,2605500000.0,3257000000.0,863000000.0,1880000000.0,2394000000.0,52907000000.0,,32.0306,5.2617,-0.03,-0.0009595168550424022,-0.00034699365716006104,-0.0027479188555726178,0.6607532530509982,0.09674290794471833,0.7465464448489466,1.0665032382025077,96263000000.0,12724000000.0,64377000000.0,15227000000.0,481000000.0,4.770000000000002,4.770000000000002,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2023-07-02,191686000000.0,60567000000.0,54170000000.0,115277000000.0,75149000000.0,33901000000.0,11701000000.0,21183000000.0,50276000000.0,33669000000.0,5076000000.0,561000000.0,949000000.0,1.93,2630700000.0,7439000000.0,1987000000.0,3814000000.0,5452000000.0,45602000000.0,,32.5356,5.1576,1.93,0.06754580899280097,0.0264808071533654,0.10096268597342668,0.6696833479194845,0.10844140345293977,0.6068211153841035,1.1180911943880376,99093000000.0,7837000000.0,66117000000.0,12589000000.0,994000000.0,2.970000000000002,2.970000000000002,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2023-10-01,166061000000.0,53703000000.0,44370000000.0,94833000000.0,71228000000.0,26051000000.0,3870000000.0,19728000000.0,63764000000.0,44009000000.0,31104000000.0,621000000.0,1042000000.0,11.95,2603400000.0,14928000000.0,2954000000.0,5643000000.0,11974000000.0,29921000000.0,,10.7903,4.4634,11.95,0.4366822036277868,0.1873046651531666,0.48779875791982935,0.6901856847123768,0.18778621165547957,0.42007356657494244,1.210344827586207,91620000000.0,24520000000.0,62213000000.0,11141000000.0,1516000000.0,9.510000000000002,9.510000000000002,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2023-12-31,167558000000.0,53495000000.0,46282000000.0,98784000000.0,68774000000.0,25881000000.0,3451000000.0,21859000000.0,-53627000000.0,-35423000000.0,-959000000.0,-625000000.0,414000000.0,-0.129999999999999,-5279200000.0,-2833000000.0,-1261000000.0,-3851000000.0,-4094000000.0,29332000000.0,1.1558,10.7336,4.4307,-0.129999999999999,-0.013944223107569721,-0.0057233913033098984,0.0178827829265109,0.6605441288902978,0.07634214108564716,0.4264983860179719,1.1558489261483946,85159000000.0,35153000000.0,58606000000.0,15726000000.0,772000000.0,13.720000000000002,13.720000000000002,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2024-03-31,171966000000.0,57002000000.0,48725000000.0,101946000000.0,70020000000.0,25082000000.0,8550000000.0,25473000000.0,21383000000.0,14872000000.0,3255000000.0,155000000.0,459000000.0,1.34,2430100000.0,3657000000.0,807000000.0,1815000000.0,2850000000.0,33632000000.0,,9.8819,4.4393,1.34,0.04648671808054841,0.018928160217717455,0.15222372913061777,0.6955057756161437,0.1332834494692045,0.48031990859754353,1.169871729091842,81796000000.0,38476000000.0,57127000000.0,16182000000.0,712000000.0,15.090000000000002,15.090000000000002,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2024-09-29,178287000000.0,53249000000.0,51759000000.0,108129000000.0,70158000000.0,31289000000.0,4462000000.0,19980000000.0,66301000000.0,45958000000.0,10635000000.0,,2165000000.0,4.38,2429500000.0,17283000000.0,2812000000.0,5443000000.0,14471000000.0,35751000000.0,,26.5675,4.4485,4.38,0.15158641922517746,0.059651012132124044,0.16040482044011403,0.6931720486870485,0.218262167991433,0.5095783802274866,1.0287872640506965,97821000000.0,44035000000.0,69416000000.0,25201000000.0,,17.540000000000003,17.540000000000003,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2024-12-29,180104000000.0,55893000000.0,50321000000.0,108614000000.0,71490000000.0,30651000000.0,5983000000.0,24105000000.0,88821000000.0,61350000000.0,14066000000.0,,2621000000.0,5.79,2429400000.0,24266000000.0,4424000000.0,7339000000.0,19842000000.0,36634000000.0,1.1107,24.535,3.8854,5.79,0.19675479087984332,0.07809932039266201,0.1583634500850024,0.6907150336069173,0.2233931164927213,0.512435305637152,1.1107291190556627,122878000000.0,26997000000.0,86757000000.0,33069000000.0,,11.380000000000003,11.380000000000003,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2025-03-30,193671000000.0,71551000000.0,56903000000.0,115562000000.0,78109000000.0,38355000000.0,13897000000.0,38474000000.0,21893000000.0,14536000000.0,10999000000.0,,2632000000.0,4.54,2423800000.0,4174000000.0,795000000.0,1772000000.0,3379000000.0,52252000000.0,,18.3241,4.4738,4.54,0.14081603912481278,0.05679218881505233,0.5023980267665464,0.6639565157813,0.15434157036495683,0.6689626035412053,1.2574205226437973,198398000000.0,38955000000.0,136716000000.0,40542000000.0,,16.05,16.05,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2025-06-29,193389000000.0,54498000000.0,54180000000.0,114916000000.0,78473000000.0,39235000000.0,11526000000.0,18577000000.0,45636000000.0,30651000000.0,16536000000.0,,3586000000.0,6.82,2423300000.0,8052000000.0,1838000000.0,3715000000.0,6214000000.0,50761000000.0,,16.2185,4.0554,6.82,0.21072215921399717,0.0855064145323674,0.3623455166973442,0.6716408098869314,0.13616443158909633,0.6468594293578683,1.0058693244739756,222651000000.0,52236000000.0,152495000000.0,43906000000.0,,21.53,21.53,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2025-09-28,192816000000.0,54611000000.0,50869000000.0,113539000000.0,79277000000.0,39408000000.0,6387000000.0,18231000000.0,69629000000.0,47341000000.0,21688000000.0,,5927000000.0,8.94,2424800000.0,17221000000.0,2995000000.0,5492000000.0,14226000000.0,45795000000.0,,17.4132,4.7467,8.94,0.27357241066135196,0.11248029209194257,0.31147941231383475,0.6799034884889916,0.20431142196498586,0.5776580849426693,1.073561501110696,225979000000.0,63289000000.0,153878000000.0,43661000000.0,,26.090000000000003,26.090000000000003,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
2025-12-28,199210000000.0,55624000000.0,54126000000.0,117666000000.0,81544000000.0,39438000000.0,8495000000.0,19709000000.0,-42965000000.0,-28591000000.0,-22419000000.0,,-6368000000.0,-9.269999999999998,-4842500000.0,-4917000000.0,-796000000.0,-3476000000.0,-5713000000.0,47933000000.0,1.0277,18.6567,5.309,-9.269999999999998,-0.27493132541940546,-0.11253953114803474,0.5217968113580822,0.6654486209705575,0.1329686954497847,0.5878176199352497,1.027676163027011,94193000000.0,26804000000.0,63937000000.0,18106000000.0,,11.030000000000006,11.030000000000006,0.34402633,251.71,141.5,8.07511,585702.1,21.8513,6.1326,6.2181
