report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-09-30,32705000000.0,2785000000.0,3830000000.0,32705000000.0,8388000000.0,11946000000.0,37000000.0,185000000.0,544819895.0,5364000000.0,754000000.0,-973000000.0,388000000.0,-328000000.0,-2.1,525000000.0,1439000000.0,,885000000.0,,11983000000.0,,,,-2.1,1639000000.0,-0.11599904625655699,-0.029750802629567346,-0.1813944817300522,0.14056674123788218,0.023054578810579422,0.037013401403956606,,0.3055555555555556,1.4285884597043395,0.7271540469973891,4643000000.0,-3642000000.0,948000000.0,2028000000.0,557000000.0,-7.450000000000001,-7.450000000000001,5.908777120315582,1.7019748653500897,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2020-12-31,33471000000.0,2920000000.0,4825000000.0,33471000000.0,8348000000.0,11521000000.0,24000000.0,147000000.0,551355861.0,-3855000000.0,-384000000.0,2493000000.0,-293000000.0,719000000.0,5.0200000000000005,-1011000000.0,-1287000000.0,,-557000000.0,,11545000000.0,0.6052,,,5.0200000000000005,-941000000.0,0.29863440344992814,0.07448238773863942,-0.6466926070038911,0.09961089494163425,-0.011472618087299453,-0.019303272507917357,,0.24409857328145265,1.3829659798754192,0.6051813471502591,7418000000.0,-773000000.0,1039000000.0,2228000000.0,501000000.0,-1.7899999999999991,-1.7899999999999991,5.181777378815081,2.0738522954091816,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2021-03-31,35906000000.0,3219000000.0,4326000000.0,35906000000.0,8716000000.0,14048000000.0,,146000000.0,,2547000000.0,453000000.0,363000000.0,113000000.0,74000000.0,0.56,631000000.0,-1681000000.0,,307000000.0,,14048000000.0,,15.8279,,0.56,760000000.0,0.04164754474529601,0.01010973096418426,0.1425206124852768,0.17785630153121318,0.01261627583133738,0.01989984185556141,,0.298390263054574,1.611748508490133,0.7441054091539528,7798000000.0,789000000.0,1275000000.0,2489000000.0,475000000.0,1.2100000000000004,1.2100000000000004,5.644033748493371,2.6842105263157894,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2021-06-30,36466000000.0,5179000000.0,3369000000.0,36466000000.0,8870000000.0,15853000000.0,3000000.0,136000000.0,,4289000000.0,749000000.0,614000000.0,232000000.0,71000000.0,0.93,596130000.0,254000000.0,,302000000.0,,15856000000.0,,15.2233,,0.93,1051000000.0,0.06922209695603157,0.016837602149947898,0.1431569130333411,0.17463278153415715,0.020539680798552076,0.030292000323546064,,0.24504546514339007,1.7875986471251408,1.537251409913921,8345000000.0,2497000000.0,1572000000.0,2509000000.0,440000000.0,4.41,4.41,6.319649262654444,3.5727272727272728,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2021-12-31,37679000000.0,7355000000.0,4287000000.0,37679000000.0,9415000000.0,15558000000.0,7000000.0,230000000.0,,8352000000.0,1363000000.0,1486000000.0,508000000.0,110000000.0,2.28,609938000.0,22000000.0,,1316000000.0,,15565000000.0,1.7157,11.8113,,2.28,2679000000.0,0.1578332448220924,0.03943841397064678,0.17792145593869732,0.16319444444444445,0.03617399612516256,0.05456365092073659,,0.32076149425287354,1.6532129580456718,1.7156519710753442,11333000000.0,4956000000.0,2181000000.0,3549000000.0,560000000.0,8.79,8.79,4.385742462665539,3.8946428571428573,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2022-03-31,35202000000.0,4188000000.0,4605000000.0,,9951000000.0,12106000000.0,0.0,125000000.0,,2763000000.0,477000000.0,531000000.0,153000000.0,199000000.0,0.82,631304000.0,580000000.0,,318000000.0,,12106000000.0,,11.6601,,0.82,795000000.0,0.053361471208923726,0.015084370206238281,0.19218241042345277,0.17263843648208468,0.013550366456451338,0.021625787731785827,,0.28773072747014117,1.2165611496332027,0.9094462540716612,17951000000.0,2994000000.0,3042000000.0,5285000000.0,1006000000.0,4.590000000000001,4.590000000000001,2.2906338694418165,3.0238568588469183,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2022-06-30,36216000000.0,4443000000.0,4318000000.0,,10023000000.0,13237000000.0,7000000.0,555000000.0,,4707000000.0,828000000.0,721000000.0,259000000.0,253000000.0,1.1,631494000.0,978000000.0,,645000000.0,,13244000000.0,,11.6881,,1.1,1473000000.0,0.07193455053377232,0.019908327810912303,0.15317612067134057,0.17590822179732313,0.02286282306163022,0.03558688270941677,,0.31293817718291905,1.3213608699990023,1.0289485873089392,20111000000.0,3352000000.0,3417000000.0,5998000000.0,1152000000.0,5.130000000000001,5.130000000000001,2.2080693564521505,2.9661458333333335,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2022-09-30,36719000000.0,4083000000.0,4611000000.0,,9989000000.0,13435000000.0,514000000.0,114000000.0,,6610000000.0,1212000000.0,923000000.0,375000000.0,328000000.0,1.4,632933000.0,1325000000.0,,974000000.0,,13949000000.0,,11.2488,,1.4,2186000000.0,0.09240164180598659,0.025136850132084207,0.13963691376701967,0.18335854765506807,0.03300743484299681,0.05063079622357758,,0.33071104387291983,1.3964360796876565,0.885491216655823,22432000000.0,3661000000.0,3880000000.0,7133000000.0,1295000000.0,5.6,5.6,1.955558670965933,2.996138996138996,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2023-12-31,39715000000.0,3027000000.0,3864000000.0,,9667000000.0,17559000000.0,4000000.0,90000000.0,,8696000000.0,1760000000.0,917000000.0,,170000000.0,1.37,633179000.0,3877000000.0,,1401000000.0,,17563000000.0,0.7834,19.6664,,1.37,3161000000.0,0.09485879797248371,0.02308951277854715,0.10545078196872125,0.20239190432382706,0.04431574971673171,0.06463459419757621,,0.36350045998160074,1.8167994207096307,0.7833850931677019,22776000000.0,3092000000.0,4277000000.0,7615000000.0,,4.69,4.69,2.3063690085357846,,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2024-06-30,40976000000.0,4080000000.0,3410000000.0,,10354000000.0,18514000000.0,2000000.0,66000000.0,,4525000000.0,1083000000.0,578000000.0,,111000000.0,0.91,637893000.0,1114000000.0,,749000000.0,,18516000000.0,,18.6423,,0.91,1832000000.0,0.0558238361985706,0.014105818039828192,0.12773480662983425,0.23933701657458564,0.026430105427567355,0.0375129892622099,,0.40486187845303867,1.7882943789839676,1.1964809384164223,24538000000.0,3139000000.0,4883000000.0,8652000000.0,,4.78,4.78,2.1400832177531206,,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
2025-09-30,45049000000.0,2949000000.0,5743000000.0,,11035000000.0,19400000000.0,500000000.0,37000000.0,652865523.0,6852000000.0,1568000000.0,788000000.0,,129000000.0,1.2,654680000.0,1712000000.0,3389000000.0,1125000000.0,-1677000000.0,19900000000.0,,24.4509,,1.2,2693000000.0,0.07140915269596737,0.017492064196763524,0.11500291885580852,0.22883829538820782,0.03480654398543808,0.050686924195894614,-0.2447460595446585,0.3930239346176299,1.803352967829633,0.5134946891868362,26683000000.0,3206000000.0,5623000000.0,9872000000.0,,4.880000000000001,4.880000000000001,2.01580226904376,,0.5222011,44.39,34.715,4.33348,28236.695,26.841,2.2443,3.7514
