report_date,total_assets,current_assets,current_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2020-06-27,152539000000.0,44390000000.0,22481000000.0,82010000000.0,36093000000.0,2254000000.0,8736000000.0,39556000000.0,22523000000.0,12735000000.0,10766000000.0,1783000000.0,2.5,4298000000.0,17315000000.0,6676000000.0,10639000000.0,38347000000.0,,3.1388,10.4739,2.5,12735000000.0,0.1312766735763931,0.07057867168396278,0.2721710992011326,0.5693952876933968,0.3219486297906765,0.08348684598692793,0.1058102146115307,0.2689604611184144,0.3219486297906765,0.4675893183758078,1.9745562919798942,82722000000.0,25348000000.0,28843000000.0,48623000000.0,29597000000.0,28843000000.0,5.859999999999999,5.859999999999999,1.3295080262108656,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2020-09-26,145261000000.0,36785000000.0,22112000000.0,74554000000.0,36059000000.0,504000000.0,3356000000.0,57889000000.0,32264000000.0,17794000000.0,15042000000.0,2548000000.0,3.52,4269000000.0,25494000000.0,10392000000.0,15102000000.0,36563000000.0,,2.6987,9.6031,3.52,17794000000.0,0.20175979826702792,0.10355153826560468,0.2598421116274249,0.5573425003023027,0.307381367790081,0.12249674723428862,0.16013751271182627,0.2608785779681805,0.307381367790081,0.4904230490651072,1.6635763386396527,88855000000.0,26247000000.0,31399000000.0,50625000000.0,32989000000.0,31399000000.0,6.239999999999999,6.239999999999999,1.1644638364279116,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2020-12-26,153091000000.0,47249000000.0,24754000000.0,81038000000.0,33897000000.0,2504000000.0,,-39406000000.0,-23191000000.0,-13889000000.0,-10570000000.0,-1105000000.0,-2.3899999999999997,-8647000000.0,-13583000000.0,-6077000000.0,-19660000000.0,36401000000.0,1.9087,2.4772,9.2298,-2.3899999999999997,-13889000000.0,-0.13043263654088205,-0.06904390199293231,0.26823326396995384,0.5885144394254682,0.3524590163934426,-0.09072381785996564,-0.11826565280698915,0.498908795614881,0.3524590163934426,0.4491843332757472,1.908742021491476,77867000000.0,20899000000.0,23678000000.0,43612000000.0,8971000000.0,23678000000.0,4.94,4.94,1.5373342343103302,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2021-03-27,150622000000.0,45773000000.0,24151000000.0,79807000000.0,33237000000.0,2647000000.0,5192000000.0,19673000000.0,10854000000.0,3694000000.0,3361000000.0,545000000.0,0.82,4096000000.0,5548000000.0,3972000000.0,1576000000.0,35884000000.0,,3.3515,14.0035,0.82,3694000000.0,0.042114100266893884,0.022314137377009997,0.17084328775479082,0.5517206323387384,0.18777004015655976,0.024524969791929467,0.03192988218616833,0.08010979515071417,0.18777004015655976,0.44963474381946444,1.8952838391785019,77712000000.0,18599000000.0,20334000000.0,42450000000.0,7657000000.0,20334000000.0,4.45,4.45,1.7647290252778598,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2021-06-26,154597000000.0,49372000000.0,24836000000.0,85207000000.0,31714000000.0,3695000000.0,4746000000.0,39304000000.0,22060000000.0,9240000000.0,8422000000.0,1229000000.0,2.06,4090000000.0,14294000000.0,7574000000.0,6720000000.0,35409000000.0,,3.0045,12.5678,2.06,9240000000.0,0.09884164446583027,0.054477124394393166,0.21427844494199064,0.5612660289029107,0.23509057602279665,0.05976830080790701,0.07660675200636731,0.17097496438021575,0.23509057602279665,0.4155644489302522,1.9879207601868256,77460000000.0,16255000000.0,16839000000.0,41987000000.0,3738000000.0,16839000000.0,4.01,4.01,2.102797078211295,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2021-09-25,167962000000.0,61304000000.0,29572000000.0,90087000000.0,35610000000.0,4694000000.0,7870000000.0,58496000000.0,32806000000.0,14467000000.0,15245000000.0,1264000000.0,3.73,4089000000.0,24194000000.0,11579000000.0,12615000000.0,40304000000.0,,2.8259,10.5088,3.73,14467000000.0,0.16922530442794187,0.09076457770209928,0.26061611050328226,0.5608246717724289,0.2473160557986871,0.08613257760683964,0.11095090918851762,0.21565577133479213,0.2473160557986871,0.44738974546826954,2.0730420668199647,78067000000.0,16458000000.0,13512000000.0,42529000000.0,1251000000.0,13512000000.0,4.220000000000001,4.220000000000001,2.9828300769686207,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2021-12-25,168406000000.0,57718000000.0,27462000000.0,95391000000.0,33510000000.0,4591000000.0,,-38449000000.0,-21905000000.0,-7945000000.0,-7160000000.0,-1203000000.0,-1.7499999999999991,-8185000000.0,-14045000000.0,-4392000000.0,-18437000000.0,38101000000.0,2.1323,2.6731,10.6322,-1.7499999999999991,-7945000000.0,-0.0750594919856171,-0.042516299894303056,0.18622070795079196,0.5697157273271086,0.20663736378059247,-0.0471776540028265,-0.05951667515656369,0.4795183229732893,0.20663736378059247,0.39941923242234595,2.1017405869929355,79024000000.0,19868000000.0,19456000000.0,43815000000.0,2474000000.0,19456000000.0,4.860000000000001,4.860000000000001,1.9583162006578947,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2022-04-02,176356000000.0,62568000000.0,29322000000.0,103136000000.0,32788000000.0,4459000000.0,,18353000000.0,9244000000.0,4341000000.0,8113000000.0,1548000000.0,1.98,4107000000.0,5891000000.0,4604000000.0,1287000000.0,37247000000.0,,2.589,8.1714,1.98,4341000000.0,0.07866312441824387,0.046003538297534535,0.4420530703427233,0.5036778728273307,0.23652808805099984,0.024614983329175076,0.03092254760191761,0.070124775241105,0.23652808805099984,0.36114450822215327,2.1338244321669735,77704000000.0,24620000000.0,20103000000.0,42205000000.0,2185000000.0,20103000000.0,6.0200000000000005,6.0200000000000005,1.8528080386012038,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2022-07-02,170418000000.0,50588000000.0,27218000000.0,101218000000.0,32548000000.0,2882000000.0,,33674000000.0,14831000000.0,3641000000.0,7659000000.0,1093000000.0,1.86,4120000000.0,6700000000.0,11846000000.0,-5146000000.0,35430000000.0,,2.0246,7.7778,1.86,3641000000.0,0.07566835938271849,0.04494243565820512,0.22744550691928492,0.4404288174853002,0.10812496287937282,0.021365114013777886,0.026645102745740883,-0.1528181980162737,0.10812496287937282,0.35003655476298684,1.8586229700933206,72074000000.0,23857000000.0,14504000000.0,34976000000.0,-9681000000.0,14504000000.0,5.820000000000001,5.820000000000001,2.442774407060121,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2022-10-01,174841000000.0,49263000000.0,27813000000.0,99885000000.0,37240000000.0,2283000000.0,,49012000000.0,21366000000.0,3466000000.0,8678000000.0,-114000000.0,2.1,4123000000.0,7730000000.0,19145000000.0,-11415000000.0,39523000000.0,,1.6006,8.3682,2.1,3466000000.0,0.08687991189868349,0.04963366716044863,0.1770586795070595,0.4359340569656411,0.07071737533665225,0.019823725556362637,0.024862274761850107,-0.23290214641312332,0.07071737533665225,0.3956850377934625,1.7712220903893863,62590000000.0,17290000000.0,3503000000.0,23536000000.0,-33711000000.0,3503000000.0,4.190000000000001,4.190000000000001,11.28261490151299,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2022-12-31,182103000000.0,50407000000.0,32155000000.0,101423000000.0,37684000000.0,4400000000.0,,-37985000000.0,-18575000000.0,-9114000000.0,-16436000000.0,-2776000000.0,-3.9999999999999996,-8227000000.0,-4888000000.0,-10751000000.0,-15639000000.0,42084000000.0,1.5676,1.7299,13.6108,-3.9999999999999996,-9114000000.0,-0.1620539719787425,-0.09025661301571089,0.4326971172831381,0.4890088192707648,0.23993681716467027,-0.05004859886987035,-0.0635090971172138,0.41171515071738846,0.23993681716467027,0.41493546828628614,1.5676255636759446,63054000000.0,8014000000.0,2334000000.0,26866000000.0,-30913000000.0,2334000000.0,1.9400000000000004,1.9400000000000004,18.030848329048844,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2023-04-01,185303000000.0,48314000000.0,27393000000.0,98059000000.0,48836000000.0,1437000000.0,,11715000000.0,4008000000.0,-1468000000.0,-2758000000.0,1610000000.0,-0.66,4154000000.0,-1785000000.0,7413000000.0,-9198000000.0,50273000000.0,,2.4317,,-0.66,-1468000000.0,-0.028125924188498762,-0.01488373097035666,-0.23542466922748612,0.3421254801536492,-0.12530943235168587,-0.007922159921857715,-0.00989671817274762,-0.7851472471190781,-0.12530943235168587,0.5126811409457571,1.7637352608330596,56416000000.0,-2857000000.0,-3475000000.0,21630000000.0,-41398000000.0,-3475000000.0,-0.6999999999999996,-0.6999999999999996,-14.46705035971223,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2023-07-01,185629000000.0,43356000000.0,27180000000.0,101017000000.0,46335000000.0,2711000000.0,,24664000000.0,8646000000.0,-2484000000.0,-1277000000.0,-679000000.0,-0.31,4168000000.0,1023000000.0,13301000000.0,-12278000000.0,49046000000.0,,2.6053,,-0.31,-2484000000.0,-0.01264143658988091,-0.006879313038372237,-0.051775867661368796,0.3505514109633474,-0.10071359065844956,-0.01338152982561992,-0.01655304771995762,-0.4978105741161207,-0.10071359065844956,0.48552223883108786,1.5951434878587196,47406000000.0,-11793000000.0,-9600000000.0,15445000000.0,-48530000000.0,-9600000000.0,-2.8699999999999997,-2.8699999999999997,-5.108958333333334,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2023-09-30,188837000000.0,43811000000.0,28614000000.0,101813000000.0,46591000000.0,2288000000.0,,38822000000.0,14664000000.0,-2492000000.0,-980000000.0,-1041000000.0,-0.23,4180000000.0,6847000000.0,19054000000.0,-12207000000.0,48879000000.0,,2.828,,-0.23,-2492000000.0,-0.009625489868680817,-0.005189660924501025,-0.025243418680129824,0.37772397094430993,-0.06419040750090155,-0.013196566350874035,-0.0165370424441908,-0.31443511411055586,-0.06419040750090155,0.4800860400931119,1.5311036555532256,37216000000.0,-21451000000.0,-15558000000.0,8743000000.0,-49322000000.0,-15558000000.0,-5.2,-5.2,-3.141727728499807,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2023-12-30,191572000000.0,43269000000.0,28053000000.0,105590000000.0,46978000000.0,2288000000.0,,-20973000000.0,-5607000000.0,6537000000.0,6704000000.0,-803000000.0,1.6,-8290000000.0,5386000000.0,-14018000000.0,-8632000000.0,49266000000.0,1.5424,3.9067,125.4316,1.6,6537000000.0,0.06349086087697699,0.03499467563109431,-0.31964907261717446,0.2673437276498355,-0.31168645401230155,0.034122940722026186,0.04221341116908612,0.41157678920516855,-0.31168645401230155,0.46657827445780853,1.5424018821516416,54228000000.0,1689000000.0,93000000.0,21711000000.0,-42315000000.0,93000000.0,0.39999999999999947,0.39999999999999947,529.741935483871,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2024-03-30,192733000000.0,42608000000.0,27213000000.0,105973000000.0,47869000000.0,4581000000.0,,12724000000.0,5217000000.0,-1069000000.0,-381000000.0,-282000000.0,-0.09,4242000000.0,-1223000000.0,5970000000.0,-7193000000.0,52450000000.0,,3.3809,45.9298,-0.09,-1069000000.0,-0.0035952553952421844,-0.0019768280470910536,-0.029943414020748193,0.410012574662056,-0.08401446086136435,-0.005546533286982509,-0.006747757585704096,-0.5653096510531279,-0.08401446086136435,0.4949373897124739,1.565722265093889,55237000000.0,4066000000.0,492000000.0,22920000000.0,-40310000000.0,492000000.0,0.9699999999999996,0.9699999999999996,106.60569105691057,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2024-06-29,206205000000.0,50829000000.0,32027000000.0,115229000000.0,48334000000.0,4695000000.0,,25557000000.0,9764000000.0,-3033000000.0,-1991000000.0,-632000000.0,-0.47,4254000000.0,1069000000.0,11652000000.0,-10583000000.0,53029000000.0,,2.3924,135.2532,-0.47,-3033000000.0,-0.017278636454364785,-0.009655439974782376,-0.07790429236608365,0.38204797120162776,-0.11867590092733889,-0.01470866370844548,-0.018025888813607675,-0.4140939859920961,-0.11867590092733889,0.46020533025540444,1.5870671620819934,56130000000.0,3352000000.0,-57000000.0,24038000000.0,-38615000000.0,-57000000.0,0.8099999999999996,0.8099999999999996,-930.3333333333334,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2024-09-28,193542000000.0,46137000000.0,35159000000.0,99532000000.0,46471000000.0,3765000000.0,,38841000000.0,11761000000.0,-12090000000.0,-18630000000.0,7271000000.0,-4.37,4267000000.0,5123000000.0,18110000000.0,-12987000000.0,50236000000.0,,1.8635,,-4.37,-12090000000.0,-0.18717598360326326,-0.09625817651982516,-0.47964779485595116,0.3027985891197446,-0.3112690198501583,-0.06246706141302663,-0.08072485444153624,-0.33436317293581524,-0.3112690198501583,0.5047220994253104,1.3122386871071419,56149000000.0,-14298000000.0,-9655000000.0,21135000000.0,-39395000000.0,-9655000000.0,-3.3300000000000005,-3.3300000000000005,-5.203107198342828,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2024-12-28,196485000000.0,47324000000.0,35666000000.0,99270000000.0,46282000000.0,3700000000.0,,-24021000000.0,-9397000000.0,4514000000.0,2246000000.0,1666000000.0,0.5499999999999998,-8483000000.0,3319000000.0,-11788000000.0,-8469000000.0,49982000000.0,1.3269,1.6098,,0.5499999999999998,4514000000.0,0.022625163694973305,0.011430898032928722,-0.09350151950376753,0.39119936722034887,-0.18791890429207778,0.022973763900552203,0.030244150832149652,0.3525665043087299,-0.18791890429207778,0.5034955172761156,1.3268659227275277,53101000000.0,-18756000000.0,-11678000000.0,17345000000.0,-39232000000.0,-11678000000.0,-4.380000000000001,-4.380000000000001,-4.280013700976195,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2025-03-29,192242000000.0,42134000000.0,32174000000.0,99756000000.0,44911000000.0,5240000000.0,,12667000000.0,4672000000.0,-301000000.0,-821000000.0,301000000.0,-0.19,4343000000.0,813000000.0,5183000000.0,-4370000000.0,50151000000.0,,1.8675,,-0.19,-301000000.0,-0.008230081398612615,-0.004270658857065574,-0.06481408383989895,0.36883239914739085,-0.023762532564932503,-0.001565734855026477,-0.0020079115718412083,-0.34499092129154496,-0.023762532564932503,0.5027366774930832,1.3095667309007273,53044000000.0,-19196000000.0,-10910000000.0,16800000000.0,-36409000000.0,-10910000000.0,-4.480000000000001,-4.480000000000001,-4.596791934005499,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2025-06-28,192520000000.0,43375000000.0,34966000000.0,97883000000.0,44026000000.0,6731000000.0,9643000000.0,25526000000.0,8214000000.0,-3477000000.0,-3739000000.0,556000000.0,-0.86,4356000000.0,2863000000.0,8733000000.0,-5870000000.0,50757000000.0,,1.8475,,-0.86,-3477000000.0,-0.03819866575401244,-0.01942135881986287,-0.1464781007600094,0.3217895479119329,-0.13621405625636607,-0.01806046125077914,-0.023392088266953714,-0.2299616077724673,-0.13621405625636607,0.5185476538316153,1.2404907624549562,53013000000.0,-20944000000.0,-11354000000.0,15250000000.0,-31696000000.0,-11354000000.0,-4.870000000000001,-4.870000000000001,-4.470406905055487,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2025-09-27,204514000000.0,51731000000.0,32297000000.0,106376000000.0,44057000000.0,2496000000.0,11141000000.0,39179000000.0,13432000000.0,-2794000000.0,324000000.0,860000000.0,0.07,4434000000.0,5409000000.0,11158000000.0,-5749000000.0,46553000000.0,,3.0751,829.958,0.07,-2794000000.0,0.003045799804467173,0.0015842436214635674,0.00826973633834452,0.34283672375507285,-0.07131371397942775,-0.013661656414719775,-0.01826991610485912,-0.1467367722504403,-0.07131371397942775,0.43762690832518614,1.6017277146484195,53351000000.0,-1990000000.0,-2058000000.0,16921000000.0,-24458000000.0,-2058000000.0,-0.4300000000000011,-0.4300000000000011,-22.62050534499514,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
2025-12-27,211429000000.0,63688000000.0,31575000000.0,114281000000.0,44086000000.0,2500000000.0,14265000000.0,-24519000000.0,-7943000000.0,4358000000.0,3969000000.0,-186000000.0,0.9199999999999999,-8603000000.0,612000000.0,-10428000000.0,-9816000000.0,46586000000.0,2.017,3.3104,,0.9199999999999999,4358000000.0,0.03473018262003308,0.018772259245420447,-0.16187446470084424,0.3239528528895958,-0.17773971206003508,0.020612120380837064,0.0270907022571441,0.4003425914596843,-0.17773971206003508,0.40764431532800727,2.017038796516231,52853000000.0,-267000000.0,-2214000000.0,18375000000.0,-25805000000.0,-2214000000.0,-0.06000000000000094,-0.06000000000000094,-21.04155374887082,1.4201043,54.6,17.665,82.83925,224924.86,1.531,4.2557
