report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-04-01,25071700000.0,8135700000.0,6239300000.0,,9490300000.0,6101100000.0,1828800000.0,387600000.0,3931800000.0,-187800000.0,130900000.0,23700000.0,-1.26,,-286300000.0,68200000.0,112900000.0,-354500000.0,7929900000.0,,17.3845,0.74,-1.26,-0.01978862628157171,-0.007490517196679922,-0.04776438272546925,-0.09016226664631975,0.8355794864229793,1.303944352731877,16431200000.0,699400000.0,-1553100000.0,414700000.0,4.4399999999999995,4.4399999999999995,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2023-07-01,24933200000.0,7839700000.0,6139600000.0,,9533800000.0,6099900000.0,1784000000.0,391400000.0,8090700000.0,-10800000.0,275500000.0,-229600000.0,-0.07,,-21900000.0,136500000.0,229000000.0,-158400000.0,7883900000.0,,17.9566,0.8745,-0.07,-0.0011328116805471061,-0.000433157396563618,-0.0013348659572101301,-0.01957803403908191,0.8269420378023453,1.2769072903772232,15680900000.0,425700000.0,259000000.0,557300000.0,2.719999999999999,2.719999999999999,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2023-09-30,24097100000.0,7379100000.0,5663300000.0,,9327300000.0,6099200000.0,1500200000.0,347800000.0,12044600000.0,-6100000.0,420100000.0,-291300000.0,-0.04,,422000000.0,216400000.0,332000000.0,205600000.0,7599400000.0,,,0.7715,-0.04,-0.0006539941891008116,-0.0002531424943250433,-0.0005064510236952659,0.017069890241269946,0.814748105025034,1.302968234068476,14764900000.0,-687900000.0,2975100000.0,752800000.0,-4.340000000000001,-4.340000000000001,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2023-12-30,23663800000.0,7017300000.0,5883200000.0,,9056100000.0,6101000000.0,1100000000.0,449400000.0,-8286000000.0,-105800000.0,-267100000.0,403200000.0,-0.6999999999999997,,1077500000.0,-82400000.0,-241500000.0,995100000.0,7201000000.0,1.1928,,0.953,-0.6999999999999997,-0.01168273318536677,-0.004470964088607916,0.012768525223268164,-0.12009413468501086,0.795154647143914,1.192769241229263,15781100000.0,-310500000.0,687800000.0,559400000.0,-2.07,-2.07,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2024-03-30,23853900000.0,7420800000.0,6829400000.0,,8876400000.0,5602100000.0,1740400000.0,476600000.0,3869500000.0,19500000.0,131500000.0,28800000.0,0.13,,-431000000.0,65700000.0,99100000.0,-496700000.0,7342500000.0,,,0.9847,0.13,0.0021968365553602814,0.0008174763875089608,0.005039410776586122,-0.1283628375759142,0.8271934568068136,1.086596187073535,15718800000.0,-103200000.0,545600000.0,560000000.0,-0.6799999999999997,-0.6799999999999997,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2024-09-28,22481800000.0,6830900000.0,5292300000.0,,8859200000.0,5604100000.0,387400000.0,298700000.0,11645200000.0,99400000.0,384200000.0,24300000.0,0.66,,427800000.0,239400000.0,327300000.0,188400000.0,5991500000.0,,,1.1023,0.66,0.011219974715549938,0.004421354162033289,0.008535705698485213,0.01617833957338646,0.6763026006862922,1.2907242597736335,19273300000.0,7000000.0,892400000.0,668700000.0,0.05000000000000038,0.05000000000000038,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2024-12-28,21848900000.0,6377700000.0,4916900000.0,,8719900000.0,5602600000.0,0.0,290500000.0,15365700000.0,294300000.0,498600000.0,-45200000.0,1.95,,1106900000.0,353900000.0,426300000.0,753000000.0,5602600000.0,1.2971,41.8175,0.8009,1.95,0.033750387045723,0.013469785664266851,0.019153048673343876,0.049005251957281476,0.6425073682037638,1.2970977648518376,22594400000.0,307400000.0,1439800000.0,747200000.0,2.0400000000000005,2.0400000000000005,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2025-03-29,22496200000.0,7009100000.0,6348700000.0,,8841600000.0,4755200000.0,1135200000.0,344800000.0,3744600000.0,90400000.0,126400000.0,37200000.0,0.6,,-420000000.0,65000000.0,91100000.0,-485000000.0,5890400000.0,,20.7962,0.7954,0.6,0.010224393774882374,0.004018456450422738,0.02414143032633659,-0.1295198419056775,0.6662142598624683,1.104021295698332,34625000000.0,503600000.0,-40300000.0,1140700000.0,3.34,3.34,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2025-06-28,22492600000.0,6877800000.0,6592100000.0,,9063000000.0,4757800000.0,1069800000.0,311800000.0,7689800000.0,192300000.0,255500000.0,-38000000.0,1.27,,-205700000.0,144600000.0,183800000.0,-350300000.0,5827600000.0,,18.0068,0.6927,1.27,0.021218139688844753,0.008549478495149516,0.02500715233166012,-0.04555385055528102,0.6430100408253338,1.0433397551614811,38445300000.0,676400000.0,106100000.0,1264700000.0,4.48,4.48,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2025-09-27,21753900000.0,6500600000.0,5862500000.0,,8977300000.0,4702800000.0,1355000000.0,268300000.0,11445800000.0,243700000.0,384600000.0,-53800000.0,1.61,,15500000.0,210500000.0,276700000.0,-195000000.0,6057800000.0,,26.081,0.7542,1.61,0.027146246644313993,0.011202588961059856,0.02129165283335372,-0.01703681699837495,0.6747908613948514,1.1088443496801705,38245900000.0,820700000.0,-277300000.0,1265100000.0,5.43,5.43,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
2026-01-03,21243700000.0,5979000000.0,5245700000.0,,9054600000.0,4703300000.0,605600000.0,280100000.0,-7749800000.0,-124500000.0,-250200000.0,70600000.0,-0.8300000000000005,,1581400000.0,-136800000.0,-186000000.0,1444600000.0,5308900000.0,1.1398,29.7553,0.7904,-0.8300000000000005,-0.013749917169173679,-0.005860561013382791,0.016064930707889235,-0.1864048104467212,0.586320765135953,1.1397906857044817,15130400000.0,401900000.0,414300000.0,516300000.0,2.6499999999999995,2.6499999999999995,1.2095261,93.37,53.9101,1.65743,10644.623,26.4858,1.3207,0.7035
