report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2022-06-30,4229400000.0,2311700000.0,799900000.0,3335500000.0,762900000.0,,32600000.0,274000000.0,,1793600000.0,344700000.0,65400000.0,-7100000.0,8300000.0,-0.06,-222400000.0,71500000.0,32600000.0,,238.9031,0.8582,-0.06,136900000.0,-0.009306593262550794,-0.001678725114673476,-0.003958519179304193,0.19218331846565567,0.03646297948260482,0.015463186267555681,0.08221244500314268,0.07632694023193577,0.042731681740726175,2.8899862482810352,3426300000.0,50600000.0,207700000.0,633000000.0,350100000.0,0.38000000000000006,0.38000000000000006,0.09311625249928591,1.0244782,168.1425,39.23,2.39902,20078.926,49.6634,8.7813,4.377
2022-09-30,4287800000.0,2369400000.0,822800000.0,3349400000.0,813500000.0,,28900000.0,329100000.0,,2825600000.0,528500000.0,178600000.0,54000000.0,11300000.0,0.0,-99400000.0,107100000.0,28900000.0,,142.8387,0.9626,0.0,285700000.0,0.06637984019668101,0.012593870982788377,0.019110985277463195,0.1870399207248018,0.06320781426953567,0.041653062176407483,0.2120132953466287,0.10111126840317101,0.03552550706822372,2.879679144385027,4217500000.0,113000000.0,335900000.0,950500000.0,477400000.0,0.4500000000000001,0.4500000000000001,0.06053623795559279,1.0244782,168.1425,39.23,2.39902,20078.926,49.6634,8.7813,4.377
2022-12-31,4445600000.0,2476400000.0,963900000.0,3288400000.0,1045900000.0,,41700000.0,584000000.0,,-1617300000.0,-328400000.0,-33700000.0,53100000.0,-9000000.0,-0.17,763900000.0,-71200000.0,41700000.0,2.5691,29.5218,1.0074,-0.17,-104900000.0,0.05076967205277751,0.011944394457441065,-0.032832498608792435,0.20305447350522476,0.02083719779880047,-0.0075805290624437645,-0.030985656491357115,0.06486118840042045,0.039869968448226406,2.5691461769893142,3836000000.0,130900000.0,287300000.0,714200000.0,430200000.0,2.7755575615628914e-17,2.7755575615628914e-17,0.09693165969316597,1.0244782,168.1425,39.23,2.39902,20078.926,49.6634,8.7813,4.377
2023-03-31,4287300000.0,2316300000.0,824000000.0,3073000000.0,1096500000.0,,24900000.0,196200000.0,,1038100000.0,193200000.0,112600000.0,70100000.0,4300000.0,0.0,-285200000.0,35100000.0,24900000.0,,29.819,1.2555,0.0,147700000.0,0.06393068855449156,0.016350616938399457,0.06752721317792121,0.1861092380310182,0.10846739235141123,0.026263615795489,0.10041020153379704,0.14227916385704653,0.02270861833105335,2.8110436893203885,4040000000.0,170100000.0,322900000.0,738000000.0,465400000.0,-0.22999999999999998,-0.22999999999999998,0.05350236355822948,1.0244782,168.1425,39.23,2.39902,20078.926,49.6634,8.7813,4.377
2023-06-30,4434700000.0,2458600000.0,897500000.0,3125500000.0,1194000000.0,,73900000.0,267100000.0,,2084100000.0,402300000.0,232900000.0,146100000.0,8000000.0,1.0,-217100000.0,71000000.0,73900000.0,,20.0187,1.3782,1.0,303900000.0,0.12236180904522613,0.03294473132342661,0.07010220238952065,0.1930329638692961,0.11175087567775059,0.052517644936523326,0.18368956542314063,0.14581833885130271,0.061892797319932996,2.7393871866295263,4330500000.0,323300000.0,490400000.0,795600000.0,632400000.0,0.8300000000000001,0.8300000000000001,0.11685641998734977,1.0244782,168.1425,39.23,2.39902,20078.926,49.6634,8.7813,4.377
2023-09-30,4731100000.0,2599700000.0,829300000.0,3375200000.0,1238900000.0,,37500000.0,432900000.0,,3109700000.0,596900000.0,358100000.0,221800000.0,12900000.0,1.0,-331300000.0,106600000.0,37500000.0,,17.5981,1.2758,1.0,464700000.0,0.1790297844862378,0.04688127496776648,0.0713252082194424,0.1919477763128276,0.11515580281056051,0.07569064276806663,0.28055468505170794,0.14943563687815545,0.030268786827023973,3.1348124924635234,4614600000.0,491100000.0,669900000.0,864000000.0,811400000.0,1.83,1.83,0.04621641607098841,1.0244782,168.1425,39.23,2.39902,20078.926,49.6634,8.7813,4.377
2023-12-31,4985100000.0,2737700000.0,977100000.0,3504600000.0,1373000000.0,,31900000.0,743900000.0,,-2058200000.0,-389800000.0,-237200000.0,-27200000.0,-153400000.0,0.81,919500000.0,-66600000.0,31900000.0,2.8019,14.1211,1.3899,0.81,-303800000.0,-0.019810633648943917,-0.005456259653768229,0.013215430959090467,0.18938878631814207,0.11524633174618598,-0.04758179374536118,-0.16883763968965762,0.14760470313866486,0.023233794610342317,2.801862654794801,4173700000.0,410800000.0,466400000.0,802600000.0,612500000.0,2.81,2.81,0.052081632653061226,1.0244782,168.1425,39.23,2.39902,20078.926,49.6634,8.7813,4.377
2024-03-31,4782100000.0,2517900000.0,897100000.0,3408900000.0,1263600000.0,,27100000.0,394400000.0,,1042900000.0,197400000.0,115200000.0,66100000.0,16900000.0,0.0,-98800000.0,36000000.0,27100000.0,,15.6039,1.5191,0.0,151200000.0,0.05231085786641342,0.013822379289433513,0.06338095694697478,0.18927989260715314,0.1104612139227155,0.02408983500972376,0.0892538932362284,0.1449803432735641,0.021446660335549223,2.8067105116486455,4178500000.0,406800000.0,469000000.0,806800000.0,616000000.0,2.81,2.81,0.043993506493506494,1.0244782,168.1425,39.23,2.39902,20078.926,49.6634,8.7813,4.377
2024-06-30,4921400000.0,2652900000.0,1245600000.0,3453500000.0,1355200000.0,,316800000.0,425600000.0,,2138200000.0,424800000.0,257800000.0,148000000.0,42200000.0,1.0,2300000.0,73900000.0,316800000.0,,16.3571,1.5971,1.0,331700000.0,0.10920897284533648,0.030072743528264317,0.06921709849406042,0.19867178000187075,0.12056870264708633,0.05238346811882798,0.1541866028708134,0.15513048358432327,0.23376623376623376,2.129816955684008,4232600000.0,408700000.0,493900000.0,829300000.0,643800000.0,2.81,2.81,0.49207828518173347,1.0244782,168.1425,39.23,2.39902,20078.926,49.6634,8.7813,4.377
2024-09-29,5065800000.0,2778400000.0,945300000.0,3153800000.0,1791400000.0,,27900000.0,406600000.0,,3189400000.0,649600000.0,400000000.0,230700000.0,70500000.0,1.0,26300000.0,112400000.0,27900000.0,,19.8236,1.9579,1.0,512400000.0,0.1287819582449481,0.045540684590785266,0.07233335423590644,0.20367467235216655,0.12541543864049665,0.07896087488649374,0.2198647831583576,0.1606571768984762,0.015574411075136765,2.9391727493917275,4312300000.0,417600000.0,535800000.0,882000000.0,691500000.0,2.81,2.81,0.040347071583514096,1.0244782,168.1425,39.23,2.39902,20078.926,49.6634,8.7813,4.377
2024-12-29,5230600000.0,2945000000.0,1208500000.0,3275400000.0,1850400000.0,,180400000.0,721200000.0,,-2008400000.0,-373600000.0,-164100000.0,-77000000.0,-26200000.0,0.0,477400000.0,-70800000.0,180400000.0,2.4369,21.2569,1.7943,0.0,-234900000.0,-0.0416126242974492,-0.014721064505028103,0.03833897629954192,0.18601872137024497,0.08170683130850429,-0.031373073834741715,-0.08080559385463856,0.11695877315275842,0.09749243406830956,2.4369052544476624,4362100000.0,367800000.0,608900000.0,898200000.0,760400000.0,2.0,2.0,0.2372435560231457,1.0244782,168.1425,39.23,2.39902,20078.926,49.6634,8.7813,4.377
2025-03-30,5184000000.0,2880000000.0,1137200000.0,3201700000.0,1872800000.0,,179900000.0,475800000.0,,1144400000.0,235800000.0,146900000.0,97000000.0,21000000.0,0.0,-92500000.0,40800000.0,179900000.0,,18.3899,1.6443,0.0,187700000.0,0.05179410508329774,0.01871141975308642,0.0847605732261447,0.20604683677036,0.12836420831876966,0.02833719135802469,0.07156428119062698,0.1640160782943027,0.09605937633489961,2.53253605346465,4463600000.0,398700000.0,640600000.0,936600000.0,796900000.0,2.0,2.0,0.2257497803990463,1.0244782,168.1425,39.23,2.39902,20078.926,49.6634,8.7813,4.377
2025-06-29,5021000000.0,2702500000.0,1072600000.0,3163000000.0,1743400000.0,,179300000.0,319600000.0,,2284800000.0,478300000.0,307900000.0,197700000.0,50300000.0,1.0,69000000.0,82400000.0,179300000.0,,29.1522,2.7014,1.0,390300000.0,0.113399105196742,0.03937462656841267,0.08652836134453781,0.20933998599439776,0.13476015406162464,0.06132244572794264,0.1601393873199147,0.17082457983193278,0.10284501548697947,2.519578594070483,4610200000.0,448400000.0,690700000.0,990100000.0,855500000.0,2.0,2.0,0.20958503798947983,1.0244782,168.1425,39.23,2.39902,20078.926,49.6634,8.7813,4.377
2025-09-28,5002700000.0,2659800000.0,1063100000.0,3176900000.0,1707000000.0,,191700000.0,372200000.0,,3410300000.0,733600000.0,470300000.0,307700000.0,81300000.0,2.0,298500000.0,125000000.0,191700000.0,,24.5606,2.3837,2.0,595300000.0,0.18025776215582895,0.06150678633537889,0.09022666627569421,0.21511303990851244,0.13790575609183942,0.09400923501309293,0.24769579185758678,0.1745594229246694,0.11230228471001757,2.501928322829461,4831100000.0,525400000.0,761000000.0,1074100000.0,938400000.0,3.0,3.0,0.2042838874680307,1.0244782,168.1425,39.23,2.39902,20078.926,49.6634,8.7813,4.377
2025-12-28,5099600000.0,2680000000.0,1006300000.0,3182900000.0,1804500000.0,,31100000.0,416700000.0,,-2252100000.0,-440700000.0,-284200000.0,-198100000.0,-48900000.0,-1.0,339300000.0,-80100000.0,31100000.0,2.6632,39.1931,3.4542,-1.0,-364300000.0,-0.10978110279855915,-0.0388461840144325,0.0879623462546068,0.19568402824030903,0.12619333066915323,-0.055729861165581616,-0.15482675964262366,0.16176013498512498,0.017234691050152396,2.6632217032694028,4587400000.0,404300000.0,640900000.0,1007000000.0,809000000.0,2.0,2.0,0.03844252163164401,1.0244782,168.1425,39.23,2.39902,20078.926,49.6634,8.7813,4.377
