report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,gross_profit_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2022-03-31,10715500000.0,3284900000.0,3027600000.0,,2632200000.0,3466000000.0,641000000.0,443000000.0,3665400000.0,1413200000.0,,295400000.0,59700000.0,35300000.0,2.51,117200000.0,78800000.0,82000000.0,-3200000.0,4107000000.0,,50.4599,4.4468,2.51,,0.11222551477851227,0.02756754234520088,0.08059147705571015,0.3855513722922464,,,,-0.0008730288645168331,,1.5602917711420106,1.084984806447351,7613400000.0,293400000.0,2999600000.0,154700000.0,115400000.0,2.49,2.49,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2022-06-30,10799900000.0,3492300000.0,3281200000.0,,2391200000.0,3464100000.0,601500000.0,482900000.0,5634100000.0,2215600000.0,,593300000.0,90500000.0,84700000.0,5.06,116900000.0,423700000.0,100300000.0,323400000.0,4065600000.0,,34.2474,3.0916,5.06,,0.24811809969889595,0.05493569384901712,0.1053051951509558,0.39324825615448783,,,,0.0574004721250954,,1.7002341920374706,1.0643362184566623,8057900000.0,-392900000.0,3036900000.0,-502200000.0,137600000.0,-3.3600000000000003,-3.3600000000000003,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2022-09-30,10758700000.0,3610700000.0,3572200000.0,,2725600000.0,,359300000.0,490700000.0,-3396400000.0,-1275900000.0,,-198000000.0,-56600000.0,-9100000.0,-1.6499999999999995,-234700000.0,332600000.0,-78300000.0,254300000.0,359300000.0,1.0108,26.6373,3.1997,-1.6499999999999995,,-0.0726445553272674,-0.018403710485467576,0.05829702037451419,0.3756624661406195,,,,-0.07487339535979272,,0.13182418550044028,1.010777672022843,7760400000.0,932200000.0,3102000000.0,525400000.0,123200000.0,7.969999999999998,7.969999999999998,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2022-12-31,11149800000.0,3859500000.0,3746700000.0,,2914800000.0,2866900000.0,548200000.0,460000000.0,1981000000.0,813600000.0,,384000000.0,34100000.0,89200000.0,3.31,115500000.0,66300000.0,24200000.0,42100000.0,3415100000.0,,27.5008,3.7487,3.31,,0.13174145738987236,0.034440079642684175,0.19384149419485108,0.41070166582534073,,,,0.021251892983341746,,1.1716412789899822,1.0301064937144688,7884100000.0,1074700000.0,3166500000.0,616600000.0,127700000.0,9.23,9.23,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2023-03-31,11469100000.0,4101000000.0,3794200000.0,,3155500000.0,2868100000.0,513800000.0,456000000.0,4256400000.0,1746100000.0,,684300000.0,69900000.0,145700000.0,5.9,115600000.0,253400000.0,55700000.0,197700000.0,3381900000.0,,25.5167,4.0365,5.9,,0.21685945175091112,0.05966466418463524,0.16076966450521568,0.4102293017573536,,,,0.04644770228361996,,1.071747742037712,1.0808602603974486,8475100000.0,1463600000.0,3499400000.0,817500000.0,137900000.0,12.620000000000001,12.620000000000001,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2023-06-30,11743300000.0,4401100000.0,3922100000.0,,3343200000.0,2866900000.0,278500000.0,443500000.0,6495100000.0,2661500000.0,,1084500000.0,104300000.0,218800000.0,9.34,115600000.0,535100000.0,97300000.0,437800000.0,3145400000.0,,26.5847,4.3892,9.34,,0.32438980617372576,0.09235053179259663,0.16697202506504905,0.4097704423334514,,,,0.06740465889670674,,0.9408351280210576,1.122128451594809,9336100000.0,1954800000.0,3945300000.0,931900000.0,151700000.0,16.900000000000002,16.900000000000002,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2023-09-30,11304000000.0,4910800000.0,3365300000.0,,3561600000.0,,94700000.0,1071800000.0,-3674500000.0,-1504200000.0,,-765400000.0,-73000000.0,-123200000.0,-6.600000000000001,-231100000.0,519800000.0,-16700000.0,503100000.0,94700000.0,1.4592,23.5077,3.6006,-6.600000000000001,,-0.21490341419586703,-0.0677105449398443,0.20830044904068581,0.40936181793441284,,,,-0.13691658729078787,,0.02658917340521114,1.4592458324666449,9058000000.0,1387400000.0,3717000000.0,1180700000.0,135300000.0,11.95,11.95,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2023-12-31,11333300000.0,4135900000.0,3310900000.0,,3607700000.0,2863000000.0,501400000.0,439500000.0,2052100000.0,794600000.0,,215200000.0,33300000.0,46900000.0,1.86,115200000.0,32600000.0,67900000.0,-35300000.0,3364400000.0,,29.1936,3.8969,1.86,,0.059650192643512484,0.018988291142032772,0.10486818381170508,0.3872130987768627,,,,-0.017201890746065006,,0.9325609113839842,1.2491769609471746,9129100000.0,1218600000.0,3698000000.0,1103300000.0,134500000.0,10.5,10.5,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2024-03-31,11367300000.0,4114200000.0,3703000000.0,,3543600000.0,2584500000.0,777400000.0,470300000.0,4178100000.0,1628000000.0,,481400000.0,72500000.0,92000000.0,4.17,115000000.0,152400000.0,119100000.0,33300000.0,3361900000.0,,27.414,3.6161,4.17,,0.13585054746585393,0.0423495465062064,0.11521983676790885,0.38965079820971255,,,,0.007970129963380484,,0.9487244610001129,1.1110450985687281,9050800000.0,1015700000.0,3579900000.0,938900000.0,137100000.0,8.77,8.77,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2024-06-30,11188600000.0,3922800000.0,3789400000.0,,3325700000.0,2559300000.0,816500000.0,406700000.0,6228700000.0,2422800000.0,,713400000.0,,115900000.0,6.19,114700000.0,431500000.0,159800000.0,271700000.0,3375800000.0,,29.6447,3.4269,6.19,,0.21451123071834502,0.06376132849507535,0.11453433300688748,0.3889736221041309,,,,0.04362065920657601,,1.0150644976997323,1.0352034622895445,8784400000.0,644600000.0,3341200000.0,772800000.0,,5.620000000000001,5.620000000000001,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2024-09-30,11232100000.0,3881200000.0,3603900000.0,,3498300000.0,,770800000.0,471000000.0,-4194700000.0,-1652000000.0,,-457500000.0,,-103000000.0,-3.9400000000000013,-230400000.0,247300000.0,,,770800000.0,1.0769,31.9805,3.686,-3.9400000000000013,,-0.13077780636309064,-0.04073147496906188,0.10906620258898134,0.3938303096764965,,,,,,0.22033559157304977,1.0769444213213464,8264200000.0,952500000.0,3193400000.0,,,8.280000000000001,8.280000000000001,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2024-12-31,10944000000.0,3748000000.0,3476000000.0,,3385000000.0,2564000000.0,743000000.0,471000000.0,1881000000.0,722000000.0,,184000000.0,,35000000.0,1.61,113500000.0,364000000.0,71000000.0,293000000.0,3307000000.0,,35.0631,3.9915,1.61,,0.054357459379615954,0.016812865497076022,0.09782030834662414,0.3838383838383838,,,,0.15576820839978733,,0.9769571639586411,1.0782508630609897,8093100000.0,921300000.0,3120800000.0,,,8.030000000000001,8.030000000000001,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2025-03-31,10993000000.0,3770000000.0,3584000000.0,,3439000000.0,2568000000.0,1110000000.0,450000000.0,3882000000.0,1532000000.0,,436000000.0,,86000000.0,3.83,113400000.0,563000000.0,99000000.0,464000000.0,3678000000.0,,32.1064,3.655,3.83,,0.12678104100029078,0.039661602838169746,0.11231324059763009,0.39464193714580115,,,,0.11952601751674395,,1.0694969467868567,1.0518973214285714,7797000000.0,875900000.0,3024800000.0,,,7.690000000000001,7.690000000000001,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2025-06-30,11193000000.0,3911000000.0,3690000000.0,,3463000000.0,2617000000.0,846000000.0,495000000.0,6026000000.0,2408000000.0,,731000000.0,,135000000.0,6.43,113200000.0,1090000000.0,137000000.0,953000000.0,3463000000.0,,38.4984,4.6328,6.43,,0.21108865145827319,0.06530867506477263,0.12130766677729837,0.39960172585462994,,,,0.1581480252240292,,1.0,1.0598915989159892,7594300000.0,893500000.0,3010000000.0,,,7.930000000000001,7.930000000000001,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2025-09-30,11219000000.0,3911000000.0,3445000000.0,,3654000000.0,2614000000.0,608000000.0,468000000.0,-3447000000.0,-646000000.0,,-482000000.0,,-88000000.0,-4.200000000000001,-227000000.0,-473000000.0,,,3222000000.0,1.1353,45.2235,4.711,-4.200000000000001,,-0.1319102353585112,-0.042962830911845974,0.1398317377429649,0.18740934145633883,,,,,,0.8817733990147784,1.135268505079826,8342000000.0,869000000.0,4016000000.0,,,7.67,7.67,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
2025-12-31,11230000000.0,3989000000.0,3452000000.0,,3746000000.0,2574000000.0,762000000.0,444000000.0,2105000000.0,1016000000.0,,305000000.0,,40000000.0,2.69,112900000.0,234000000.0,64000000.0,170000000.0,3336000000.0,,44.1862,5.1067,2.69,,0.0814201815269621,0.02715939447907391,0.14489311163895488,0.4826603325415677,,,,0.08076009501187649,,0.8905499199145755,1.1555619930475087,8566000000.0,990000000.0,4310000000.0,,,8.75,8.75,1.5732901,438.72,215.0,0.85179,41012.918,41.4272,10.7551,4.7879
