report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2022-03-31,8419900000.0,3241300000.0,949900000.0,2575000000.0,5844900000.0,595900000.0,1030900000.0,1341200000.0,1041900000.0,438800000.0,373600000.0,,62500000.0,0.59,629400000.0,293300000.0,72700000.0,34700000.0,220600000.0,595900000.0,,47.5407,13.6532,0.59,473500000.0,0.06391897209533097,0.044371073290656655,0.2785565165523412,0.776841634357292,0.3271696987772144,0.05211463319041794,0.0681281828344305,0.1644795705338503,0.3530420518938264,0.10195212920665879,3.4122539214654175,5357100000.0,1538500000.0,1745600000.0,4102300000.0,1049400000.0,1882700000.0,,2.4299999999999997,2.4299999999999997,0.3165135178201519,0.8876006,87.89,65.94,4.88099,47979.887,44.6948,4.7855,7.9076
2022-06-30,8425100000.0,3263100000.0,969100000.0,2481500000.0,5943600000.0,596000000.0,1198100000.0,2715100000.0,2146400000.0,898300000.0,780000000.0,,120800000.0,1.24,628100000.0,625500000.0,115800000.0,68800000.0,509700000.0,596000000.0,,40.6228,11.0406,1.24,967100000.0,0.13123359580052493,0.09258050349550748,0.28728223638171707,0.7905417848329711,0.3308533755662775,0.10662187985899277,0.1373631414765429,0.1877278921586682,0.3561931420573828,0.10027592704758059,3.367144773501187,5479600000.0,1490800000.0,1718300000.0,4283800000.0,907800000.0,1856000000.0,,2.3599999999999994,2.3599999999999994,0.32112068965517243,0.8876006,87.89,65.94,4.88099,47979.887,44.6948,4.7855,7.9076
2022-09-30,8638200000.0,3513900000.0,917900000.0,2420400000.0,6217800000.0,596200000.0,1247800000.0,4034100000.0,3211600000.0,1300700000.0,1123500000.0,,184600000.0,1.79,626900000.0,935400000.0,175700000.0,104200000.0,759700000.0,596200000.0,,35.1151,9.5503,1.79,1404900000.0,0.18069091961787126,0.13006181843439604,0.27850078084331076,0.7961131355196946,0.322426315659007,0.1505753513463453,0.1908864103316701,0.18831957561785775,0.3482561166059344,0.0958860046961948,3.828194792461052,5610900000.0,1446500000.0,1703100000.0,4532000000.0,545000000.0,1843200000.0,,2.2999999999999994,2.2999999999999994,0.3234592013888889,0.8876006,87.89,65.94,4.88099,47979.887,44.6948,4.7855,7.9076
2022-12-31,8292500000.0,3095800000.0,1022400000.0,2485800000.0,5806700000.0,596300000.0,769000000.0,-2708000000.0,-2097900000.0,-889300000.0,-755200000.0,19200000.0,-122400000.0,-1.1800000000000002,-1260200000.0,-636000000.0,-119600000.0,-68100000.0,-755600000.0,596300000.0,3.028,30.3097,8.5702,-1.1800000000000002,-957400000.0,-0.13005665868737837,-0.09107024419656316,0.27887740029542096,0.7747045790251108,0.328397341211226,-0.10724148326801326,-0.13888802124004374,0.27902511078286557,0.3535450516986706,0.10269171818761086,3.0279733959311423,5382400000.0,1521900000.0,1748500000.0,4302000000.0,734400000.0,1888100000.0,,2.4399999999999995,2.4399999999999995,0.3158201366453048,0.8876006,87.89,65.94,4.88099,47979.887,44.6948,4.7855,7.9076
2023-03-31,8651200000.0,3257200000.0,1082000000.0,2589200000.0,5978000000.0,596500000.0,872500000.0,1459600000.0,1130100000.0,388400000.0,340500000.0,,58100000.0,0.56,610900000.0,314100000.0,61500000.0,35200000.0,252600000.0,596500000.0,,33.6799,9.1155,0.56,423600000.0,0.05695884911341586,0.03935870168300351,0.23328309125787888,0.7742532200602905,0.2661003014524527,0.0448955058257814,0.05907673587345045,0.17306111263359825,0.2902164976705947,0.09978253596520575,3.010351201478743,5500800000.0,1488800000.0,1698100000.0,4390200000.0,766400000.0,1838200000.0,,2.4099999999999997,2.4099999999999997,0.3245022304428245,0.8876006,87.89,65.94,4.88099,47979.887,44.6948,4.7855,7.9076
2023-06-30,9004000000.0,3647000000.0,1157200000.0,2557500000.0,6375700000.0,596700000.0,1042600000.0,2989800000.0,2317300000.0,715600000.0,647600000.0,,91100000.0,1.06,610600000.0,347700000.0,109400000.0,71300000.0,238300000.0,596700000.0,,41.1548,10.1085,1.06,786900000.0,0.10157316059413084,0.07192358951577077,0.21660311726536893,0.7750685664592949,0.23934711351929894,0.07947578853842736,0.10263323963054329,0.07970432804869891,0.2631948625326109,0.09358972348134323,3.1515727618389215,5775500000.0,1356400000.0,1515400000.0,4561100000.0,495000000.0,1658000000.0,,2.2299999999999995,2.2299999999999995,0.35989143546441493,0.8876006,87.89,65.94,4.88099,47979.887,44.6948,4.7855,7.9076
2023-09-30,9370800000.0,4067500000.0,1238900000.0,2643700000.0,6657500000.0,596800000.0,1410100000.0,4470700000.0,3447800000.0,1134000000.0,1032500000.0,,146700000.0,1.69,610200000.0,759200000.0,164700000.0,108200000.0,594500000.0,596800000.0,,29.391,7.2273,1.69,1242200000.0,0.15508824633871574,0.11018269518077432,0.23094817366407944,0.7711991410741047,0.2536515534480059,0.12101421436803687,0.1563210785327323,0.13297693873442637,0.27785357997629007,0.08964325948178746,3.2831544111712003,6212100000.0,1265400000.0,1348700000.0,4797300000.0,329800000.0,1495300000.0,,2.1299999999999994,2.1299999999999994,0.39911723399986626,0.8876006,87.89,65.94,4.88099,47979.887,44.6948,4.7855,7.9076
2023-12-31,9363200000.0,4035700000.0,1195400000.0,2643800000.0,6650000000.0,597000000.0,1144000000.0,-2915300000.0,-2270200000.0,-703900000.0,-618200000.0,17600000.0,-97200000.0,-1.0100000000000002,-1222300000.0,-525200000.0,-82600000.0,-69800000.0,-607800000.0,597000000.0,3.376,32.9761,7.7014,-1.0100000000000002,-773700000.0,-0.0929624060150376,-0.06602443609022557,0.21205364799506055,0.7787191712688231,0.24145027955956505,-0.0751772898154477,-0.09712984683317234,0.2084862621342572,0.2653929269714952,0.08977443609022556,3.37602476158608,6004800000.0,1402400000.0,1534100000.0,4625000000.0,477600000.0,1679000000.0,,2.2999999999999994,2.2999999999999994,0.35556879094699223,0.8876006,87.89,65.94,4.88099,47979.887,44.6948,4.7855,7.9076
2024-03-31,9736300000.0,4170500000.0,1110800000.0,2549900000.0,7117900000.0,597200000.0,1224600000.0,1598200000.0,1212600000.0,387500000.0,351900000.0,,58400000.0,0.58,604100000.0,-53500000.0,65300000.0,38500000.0,-118800000.0,597200000.0,,40.127,9.2346,0.58,426000000.0,0.049438738953904944,0.03614309337222559,0.22018520835940433,0.758728569640846,0.24246026780127644,0.03979951316208416,0.05022617982916618,-0.07433362532849455,0.26654986860217744,0.08390115062026722,3.7545012603528987,6143400000.0,1413800000.0,1533200000.0,4707500000.0,106200000.0,1681400000.0,,2.3199999999999994,2.3199999999999994,0.35518020697038183,0.8876006,87.89,65.94,4.88099,47979.887,44.6948,4.7855,7.9076
2024-06-30,10099300000.0,4516000000.0,1217000000.0,2594700000.0,7437400000.0,597300000.0,1644500000.0,2732800000.0,2151200000.0,720200000.0,718200000.0,,66800000.0,1.19,604200000.0,318000000.0,150700000.0,78100000.0,167300000.0,597300000.0,,36.921,9.0655,1.19,798300000.0,0.09656600424879662,0.07111383957303971,0.26280737704918034,0.7871779859484778,0.26353922716627637,0.07131187310011584,0.08963620296961927,0.06121926229508197,0.29211797423887587,0.0803103235001479,3.7107641741988497,5886400000.0,1484400000.0,1537800000.0,4541400000.0,35200000.0,1692800000.0,,2.4499999999999993,2.4499999999999993,0.35284735349716445,0.8876006,87.89,65.94,4.88099,47979.887,44.6948,4.7855,7.9076
2024-09-30,12971200000.0,6727700000.0,1944100000.0,3359800000.0,9545600000.0,597500000.0,3676400000.0,4053700000.0,3228400000.0,1066100000.0,3789000000.0,,107000000.0,6.29,602200000.0,669800000.0,202600000.0,112600000.0,467200000.0,597500000.0,,9.5584,6.7691,6.29,1178700000.0,0.39693680858196445,0.29210867151844083,0.9347016306090732,0.7964082196511829,0.2629943015023312,0.08218977426915011,0.10510593408326843,0.11525273207193429,0.29077139403507907,0.06259428427757291,3.460573015791369,5469400000.0,4240900000.0,1469900000.0,4322000000.0,-92100000.0,1629300000.0,,7.049999999999999,7.049999999999999,0.36672190511262504,0.8876006,87.89,65.94,4.88099,47979.887,44.6948,4.7855,7.9076
2024-12-31,13055300000.0,6285400000.0,1505200000.0,2992400000.0,9998400000.0,597700000.0,3045200000.0,-2945200000.0,-2270200000.0,-795100000.0,-684500000.0,,-80100000.0,-1.0900000000000007,-1211200000.0,-392000000.0,-166200000.0,-74000000.0,-558200000.0,597700000.0,4.1758,10.4592,7.6276,-1.0900000000000007,-869100000.0,-0.06846095375260042,-0.05243081353932885,0.23241206030150754,0.7708135270949341,0.26996468830639686,-0.060902468729175124,-0.0750370419305216,0.1895287247046041,0.2950903164471004,0.05977956473035686,4.175790592612278,5439500000.0,4174600000.0,1378700000.0,4322000000.0,-42500000.0,1533900000.0,,6.969999999999999,6.969999999999999,0.38966034291674817,0.8876006,87.89,65.94,4.88099,47979.887,44.6948,4.7855,7.9076
2025-03-31,13022300000.0,6212700000.0,1394800000.0,2830700000.0,10128700000.0,597800000.0,3140600000.0,1412700000.0,1111100000.0,394800000.0,358000000.0,,70300000.0,0.61,587800000.0,280400000.0,56000000.0,36600000.0,224400000.0,597800000.0,,10.1923,7.6932,0.61,431400000.0,0.035345108454194515,0.02749130337958732,0.2534154456006229,0.786508105047073,0.2794648545338713,0.030317225067768367,0.03680604111313103,0.1588447653429603,0.30537269059248245,0.0590204073573114,4.454186980212217,5254000000.0,4180700000.0,1386000000.0,4220500000.0,300700000.0,1539300000.0,,7.0,7.0,0.3883583447021373,0.8876006,87.89,65.94,4.88099,47979.887,44.6948,4.7855,7.9076
2025-06-30,13488700000.0,6577200000.0,1404700000.0,2882200000.0,10545300000.0,598000000.0,3272800000.0,2944900000.0,2298900000.0,806000000.0,691200000.0,,134600000.0,1.18,587900000.0,570600000.0,105300000.0,74700000.0,465300000.0,598000000.0,,11.0613,8.0699,1.18,880700000.0,0.06554578817103354,0.051242892198655174,0.23471085605623282,0.7806377126557777,0.27369350402390574,0.05975371978026051,0.07233045866125834,0.15800196950660464,0.299059390811233,0.056707727613249506,4.6822809140741795,5466100000.0,4153700000.0,1471800000.0,4368200000.0,598700000.0,1621700000.0,,6.989999999999999,6.989999999999999,0.36874884380588274,0.8876006,87.89,65.94,4.88099,47979.887,44.6948,4.7855,7.9076
2025-09-30,13272200000.0,6358900000.0,1588000000.0,3067200000.0,10205000000.0,598200000.0,2685600000.0,4498000000.0,3506800000.0,1113100000.0,982300000.0,,190700000.0,1.67,587200000.0,1144300000.0,162800000.0,113900000.0,981500000.0,598200000.0,,33.3787,7.7601,1.67,1227000000.0,0.09625673689367957,0.07401184430614367,0.2183859493108048,0.7796353935082259,0.24746554024010672,0.08386703033408177,0.10303428613744076,0.21820809248554912,0.27278790573588263,0.05861832435080843,4.004345088161209,5910400000.0,1347000000.0,1518800000.0,4646600000.0,1113000000.0,1670000000.0,,2.369999999999999,2.369999999999999,0.35820359281437125,0.8876006,87.89,65.94,4.88099,47979.887,44.6948,4.7855,7.9076
2025-12-31,13697200000.0,6738900000.0,1813700000.0,3359600000.0,10337600000.0,598300000.0,2938000000.0,-2788000000.0,-2183400000.0,-1049700000.0,-958000000.0,,-178700000.0,-1.63,-1177100000.0,-400100000.0,-63900000.0,-68600000.0,-464000000.0,598300000.0,3.7156,46.0834,8.1532,-1.63,-1118300000.0,-0.0926714130939483,-0.06994130187191543,0.3436154949784792,0.7831420373027259,0.376506456241033,-0.07663610080892445,-0.0959866128988012,0.16642754662840745,0.4011119081779053,0.057876102770468965,3.7155538402161326,6067600000.0,1073500000.0,1264200000.0,4733400000.0,1207200000.0,1420800000.0,,1.83,1.83,0.4211007882882883,0.8876006,87.89,65.94,4.88099,47979.887,44.6948,4.7855,7.9076
