report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2022-12-31,9061000000.0,2603000000.0,2357000000.0,,1417000000.0,4371000000.0,45000000.0,773000000.0,,-673000000.0,-639000000.0,-415000000.0,-114000000.0,-154000000.0,-2.6100000000000003,,331000000.0,-102000000.0,,229000000.0,4416000000.0,1.1044,0.3749,4.4018,-2.6100000000000003,-639000000.0,-0.2928722653493296,-0.045800684251186406,,,,-0.07052201743736894,-0.10954911709240528,,,3.1164431898376854,1.1043699618158676,584000000.0,805000000.0,1213000000.0,-589000000.0,1500000000.0,239000000.0,3.67,3.67,2.944,3.3682008368200838,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2023-03-31,9425000000.0,2752000000.0,2255000000.0,,1887000000.0,,345000000.0,480000000.0,,484000000.0,270000000.0,206000000.0,68000000.0,60000000.0,1.29,159094000.0,-193000000.0,95000000.0,118000000.0,-288000000.0,345000000.0,,0.5041,5.0232,1.29,388000000.0,0.10916799152093269,0.021856763925729442,,,,0.028647214854111407,0.12096774193548387,,,0.18282988871224165,1.22039911308204,702000000.0,905000000.0,1393000000.0,-708000000.0,1602000000.0,241000000.0,4.41,4.41,0.2153558052434457,3.7551867219917012,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2023-06-30,9911000000.0,3035000000.0,2131000000.0,,2143000000.0,,242000000.0,754000000.0,,900000000.0,424000000.0,316000000.0,186000000.0,101000000.0,1.98,159212000.0,98000000.0,268000000.0,242000000.0,-170000000.0,242000000.0,,0.4654,5.9061,1.98,666000000.0,0.14745683621091926,0.03188376551306629,,,,0.0427807486631016,0.17777777777777778,,,0.11292580494633692,1.4242139840450492,678000000.0,831000000.0,1665000000.0,-799000000.0,1538000000.0,315000000.0,4.25,4.25,0.15734720416124837,2.638095238095238,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2023-09-30,9735000000.0,2899000000.0,2070000000.0,,2113000000.0,4754000000.0,159000000.0,792000000.0,,1265000000.0,506000000.0,367000000.0,263000000.0,127000000.0,2.31,159236000.0,437000000.0,465000000.0,369000000.0,-28000000.0,4913000000.0,,0.3587,6.7551,2.31,875000000.0,0.17368670137245623,0.03769902413970211,,,,0.0519774011299435,0.07201821804725306,,,2.325130146710838,1.4004830917874396,474000000.0,561000000.0,1976000000.0,-257000000.0,1290000000.0,403000000.0,2.9699999999999998,2.9699999999999998,3.8085271317829457,1.3920595533498759,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2023-12-31,9669000000.0,2884000000.0,2346000000.0,,1609000000.0,4698000000.0,106000000.0,913000000.0,,-1153000000.0,-1133000000.0,-992000000.0,-175000000.0,-136000000.0,-6.25,,476000000.0,-140000000.0,,336000000.0,4804000000.0,1.2293,0.3567,,-6.25,-1133000000.0,-0.6165320074580485,-0.1025959251215224,,,,-0.11717861205915814,-0.17667238421955403,,,2.985705407085146,1.2293265132139812,-103000000.0,67000000.0,1496000000.0,-150000000.0,796000000.0,342000000.0,-0.6699999999999999,-0.6699999999999999,6.035175879396985,0.195906432748538,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2024-03-31,9409000000.0,2660000000.0,2602000000.0,,1826000000.0,4119000000.0,815000000.0,395000000.0,,318000000.0,117000000.0,72000000.0,78000000.0,41000000.0,0.45,158467000.0,-270000000.0,213000000.0,125000000.0,-483000000.0,4934000000.0,,0.38,,0.45,242000000.0,0.03943044906900329,0.007652247847805293,,,,0.0124349027526836,0.01730769230769231,,,2.702081051478642,1.0222905457340508,-237000000.0,-86000000.0,1330000000.0,-345000000.0,650000000.0,352000000.0,-1.51,-1.51,7.590769230769231,-0.24431818181818182,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2024-06-30,9334000000.0,2819000000.0,2234000000.0,,1631000000.0,4648000000.0,500000000.0,671000000.0,,621000000.0,221000000.0,129000000.0,165000000.0,83000000.0,0.81,157925000.0,-20000000.0,373000000.0,250000000.0,-393000000.0,5148000000.0,,0.2489,,0.81,471000000.0,0.07909258123850399,0.013820441397043068,,,,0.023676880222841225,0.0326006785661602,,,3.156345800122624,1.2618621307072515,-424000000.0,-289000000.0,1051000000.0,-568000000.0,455000000.0,331000000.0,-2.68,-2.68,11.314285714285715,-0.8731117824773413,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2024-09-30,9372000000.0,2822000000.0,2292000000.0,,1481000000.0,4709000000.0,537000000.0,755000000.0,,837000000.0,163000000.0,48000000.0,252000000.0,102000000.0,0.31,157537000.0,171000000.0,509000000.0,377000000.0,-338000000.0,5246000000.0,,0.3055,,0.31,540000000.0,0.03241053342336259,0.005121638924455826,,,,0.017392232180964574,0.02423071205589416,,,3.5422012153950035,1.231239092495637,-743000000.0,-632000000.0,623000000.0,-878000000.0,120000000.0,320000000.0,-4.680000000000001,-4.680000000000001,43.71666666666667,-1.975,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2024-12-31,8654000000.0,2478000000.0,2160000000.0,,1079000000.0,4553000000.0,110000000.0,734000000.0,,-731000000.0,-463000000.0,-355000000.0,-160000000.0,-100000000.0,-2.26,-319377000.0,608000000.0,-478000000.0,,130000000.0,4663000000.0,1.1472,0.2567,,-2.26,-463000000.0,-0.3290083410565338,-0.04102149295123642,,,,-0.053501271088513984,-0.08063392546151167,,,4.32159406858202,1.1472222222222221,-106000000.0,38000000.0,1045000000.0,-1084000000.0,790000000.0,335000000.0,-0.69,-0.69,5.902531645569621,0.11343283582089553,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2025-03-31,8729000000.0,2391000000.0,1931000000.0,,1249000000.0,4786000000.0,226000000.0,424000000.0,,280000000.0,18000000.0,-16000000.0,81000000.0,30000000.0,-0.1,153708000.0,-171000000.0,135000000.0,,-306000000.0,5012000000.0,,0.2728,,-0.1,18000000.0,-0.012810248198558846,-0.0018329705579104136,,,,0.0020620918776492153,0.0028749401054144704,,,4.012810248198559,1.2382185396167789,-194000000.0,-61000000.0,1007000000.0,-907000000.0,566000000.0,338000000.0,-1.24,-1.24,8.855123674911662,-0.1804733727810651,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2025-06-30,9179000000.0,2604000000.0,2102000000.0,,1369000000.0,4898000000.0,236000000.0,487000000.0,,579000000.0,26000000.0,-20000000.0,166000000.0,36000000.0,-0.13,153851000.0,-16000000.0,239000000.0,,-255000000.0,5134000000.0,,0.3504,,-0.13,26000000.0,-0.014609203798392988,-0.002178886588953045,,,,0.0028325525656389583,0.00399815469783177,,,3.7501826150474797,1.2388201712654614,-343000000.0,-256000000.0,965000000.0,-769000000.0,121000000.0,339000000.0,-2.1799999999999997,-2.1799999999999997,42.429752066115704,-0.7551622418879056,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2025-09-30,9258000000.0,2660000000.0,1993000000.0,,1470000000.0,4946000000.0,170000000.0,556000000.0,,879000000.0,83000000.0,9000000.0,257000000.0,57000000.0,0.06,155406000.0,198000000.0,339000000.0,,-141000000.0,5116000000.0,,0.3086,,0.06,83000000.0,0.006122448979591836,0.0009721322099805574,,,,0.008965219269820695,0.012602490130580018,,,3.4802721088435375,1.3346713497240341,-382000000.0,-336000000.0,1007000000.0,-572000000.0,-336000000.0,344000000.0,-2.4299999999999997,-2.4299999999999997,-15.226190476190476,-0.9767441860465116,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
2025-12-31,9243000000.0,2601000000.0,2089000000.0,,1294000000.0,4837000000.0,96000000.0,759000000.0,,-629000000.0,,-102000000.0,-163000000.0,-69000000.0,-0.6699999999999999,,589000000.0,-281000000.0,,308000000.0,4933000000.0,1.2451,0.3528,,-0.6699999999999999,,-0.07882534775888717,-0.01103537812398572,,,,,,,,3.812210200927357,1.2450933460986118,-129000000.0,,1109000000.0,-394000000.0,,341000000.0,-0.84,-0.84,,,0.821717,16.91,9.227,2.40921,1576.9467,1.752,0.2454
