report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-09-30,19875749000.0,9673858000.0,10107659000.0,9029622000.0,,629773000.0,3357822000.0,,1709035000.0,132530000.0,,8.85,176170000.0,2454964000.0,682531000.0,9029622000.0,,21.5708,10.2916,8.85,,0.16908316752672403,0.08598594196374687,0.5089712915097941,,,,,0.8933445419953324,4775663000.0,2053104000.0,,,179763000.0,10.530000000000003,10.530000000000003,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2023-12-31,19809216000.0,9702270000.0,10013178000.0,9103277000.0,,370002000.0,-2148366000.0,,-1174153000.0,-41679000.0,10821000.0,-6.089999999999998,-352436000.0,-1484502000.0,-377908000.0,9103277000.0,0.2625,24.9636,11.8711,-6.089999999999998,,-0.11726077375234915,-0.059273067646897284,0.5465330395286464,,,,,0.9091296489486155,4517690000.0,2148327000.0,,,201132000.0,11.060000000000008,11.060000000000008,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2024-03-31,19617385000.0,9572087000.0,9948662000.0,9067890000.0,,271645000.0,1157220000.0,,508948000.0,67778000.0,1479000.0,2.6,176350000.0,665586000.0,285203000.0,9067890000.0,,23.5304,10.9907,2.6,,0.05115743202452752,0.025943722876418034,0.43980228478595257,,,,,0.9114682959376849,4580678000.0,2139567000.0,,,232809000.0,11.010000000000005,11.010000000000005,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2024-06-30,19788762000.0,9985114000.0,9707245000.0,9400520000.0,,542263000.0,2330431000.0,,1027075000.0,141014000.0,3554000.0,5.26,176180000.0,1560865000.0,568545000.0,9400520000.0,,23.8264,10.6926,5.26,,0.10580499410491855,0.05190193302643187,0.44072319669623344,,,,,0.9684024664052469,4697107000.0,2070905000.0,,,299643000.0,10.620000000000005,10.620000000000005,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2024-09-30,19803219000.0,10093194000.0,9610063000.0,9473778000.0,,599004000.0,3518189000.0,,1457404000.0,215266000.0,6042000.0,7.43,176074000.0,2359635000.0,848875000.0,9473778000.0,,33.5935,13.6203,7.43,,0.15165394857453068,0.07359429797751568,0.4142483533431547,,,,,0.9858185112834328,4857474000.0,1819274000.0,,,382379000.0,9.200000000000005,9.200000000000005,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2024-12-31,19754934000.0,9941282000.0,9712606000.0,9353034000.0,,447416000.0,-2310224000.0,,-921416000.0,-136657000.0,-6406000.0,-4.649999999999999,-352566000.0,-1457831000.0,-572857000.0,9353034000.0,0.3609,25.3061,11.1667,-4.649999999999999,,-0.0948680508609121,-0.04664232236868015,0.3988427096246944,,,,,0.9629788338989557,4695616000.0,2072011000.0,,,287401000.0,10.640000000000004,10.640000000000004,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2025-03-31,19615446000.0,9945094000.0,9566256000.0,9424558000.0,,287177000.0,1183184000.0,,407791000.0,72009000.0,1426000.0,2.04,175942000.0,705063000.0,282715000.0,9424558000.0,,26.6405,11.1201,2.04,,0.042628066821544394,0.02078928003982168,0.3446556072428295,,,,,0.9851877265254034,4721580000.0,1970854000.0,,,291632000.0,10.080000000000005,10.080000000000005,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2025-06-30,20541453000.0,11065104000.0,9372459000.0,10440279000.0,,1104603000.0,2384278000.0,,766210000.0,143618000.0,4666000.0,3.79,175932000.0,1577771000.0,565931000.0,10440279000.0,,28.4247,10.8394,3.79,,0.08175122451856018,0.03730067196317612,0.3213593381308723,,,,,1.1139316800425587,4775427000.0,1709989000.0,,,294236000.0,8.610000000000005,8.610000000000005,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2025-09-30,20114318000.0,10707211000.0,9312123000.0,10042822000.0,,296460000.0,3608321000.0,,1277273000.0,223310000.0,7497000.0,6.42,175916000.0,2452862000.0,856295000.0,10042822000.0,,26.7895,10.5903,6.42,,0.1371623849899749,0.06350068642645502,0.3539798704161853,,,,,1.0784674987647822,4865559000.0,1529858000.0,,,302280000.0,7.600000000000005,7.600000000000005,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
2025-12-31,20208604000.0,10866770000.0,9248128000.0,10253881000.0,,318095000.0,-2351670000.0,,-666926000.0,-134442000.0,-20817000.0,-3.24,-351888000.0,-1549247000.0,-553101000.0,10253881000.0,0.1804,25.6781,9.4978,-3.24,,-0.07211470256467038,-0.03300208168758218,0.2835967631512925,,,,,1.1087520631202337,4824113000.0,1784348000.0,,,304495000.0,9.010000000000003,9.010000000000003,,,0.95281696,312.9499,256.54,1.49687,48718.836,27.3034,4.9544,10.099
