report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-09-30,13019000000.0,3390000000.0,2577000000.0,5163000000.0,7856000000.0,1630000000.0,,3377000000.0,2568000000.0,662000000.0,498000000.0,136000000.0,1.73,288000000.0,,,0.0,,51.5692,6.3292,1.73,662000000.0,0.06339103869653767,0.03825178585144788,0.14746816701214097,0.7604382588095944,0.1960319810482677,0.050848759505338355,0.08426680244399186,0.1960319810482677,0.0,1.3154831199068684,6488000000.0,624000000.0,939000000.0,4732000000.0,939000000.0,2.1799999999999997,2.1799999999999997,0.0,0.73278,204.885,131.15,2.52842,50951.715,74.929,5.898,6.974
2021-12-31,13930000000.0,4358000000.0,3630000000.0,6313000000.0,7617000000.0,2670000000.0,,5166000000.0,3726000000.0,764000000.0,564000000.0,161000000.0,1.97,287000000.0,1455000000.0,,0.0,,58.285,5.7283,1.97,764000000.0,0.07404489956675857,0.04048815506101938,0.1091753774680604,0.7212543554006968,0.1478900503290747,0.05484565685570711,0.10030195615071551,0.1478900503290747,0.0,1.2005509641873278,7371000000.0,427000000.0,832000000.0,5350000000.0,832000000.0,1.5399999999999998,1.5399999999999998,0.0,0.73278,204.885,131.15,2.52842,50951.715,74.929,5.898,6.974
2022-03-31,13800000000.0,4151000000.0,3513000000.0,6175000000.0,7625000000.0,2732000000.0,280000000.0,-3103000000.0,-2398000000.0,-619000000.0,-477000000.0,-109000000.0,-1.6500000000000004,-578000000.0,444000000.0,,0.0,1.1816,45.0918,5.089,-1.6500000000000004,-619000000.0,-0.06255737704918032,-0.034565217391304345,0.15372220431840156,0.7728005156300355,0.19948436996455043,-0.04485507246376812,-0.08118032786885246,0.19948436996455043,0.0,1.1816111585539426,6991000000.0,789000000.0,1129000000.0,5132000000.0,1129000000.0,2.76,2.76,0.0,0.73278,204.885,131.15,2.52842,50951.715,74.929,5.898,6.974
2022-06-30,13192000000.0,3517000000.0,2833000000.0,5551000000.0,7641000000.0,2082000000.0,279000000.0,1767000000.0,1453000000.0,441000000.0,311000000.0,125000000.0,1.11,281000000.0,-78000000.0,,0.0,,37.9214,4.7145,1.11,441000000.0,0.04070147886402303,0.023574893875075803,0.17600452744765138,0.8222976796830787,0.2495755517826825,0.033429351121892055,0.05771495877502945,0.2495755517826825,0.0,1.2414401694316979,7207000000.0,896000000.0,1248000000.0,5349000000.0,1248000000.0,3.16,3.16,0.0,0.73278,204.885,131.15,2.52842,50951.715,74.929,5.898,6.974
2022-12-31,13470000000.0,3842000000.0,3113000000.0,5919000000.0,7551000000.0,2202000000.0,275000000.0,5552000000.0,4208000000.0,1157000000.0,814000000.0,331000000.0,2.92,279000000.0,933000000.0,,0.0,,32.4654,4.5725,2.92,1157000000.0,0.10780029135213878,0.06043058648849295,0.14661383285302593,0.7579250720461095,0.20839337175792508,0.08589458054936897,0.15322473844523904,0.20839337175792508,0.0,1.2341792483135239,9382000000.0,1212000000.0,1743000000.0,6989000000.0,1743000000.0,4.35,4.35,0.0,0.73278,204.885,131.15,2.52842,50951.715,74.929,5.898,6.974
2023-03-31,13459000000.0,3969000000.0,3285000000.0,6166000000.0,7293000000.0,,273000000.0,7426000000.0,5634000000.0,1332000000.0,802000000.0,524000000.0,2.88,278000000.0,1550000000.0,,0.0,1.2082,41.1854,4.448,2.88,1332000000.0,0.10996846290963938,0.05958837952299576,0.10799892270401293,0.7586856988957716,0.1793697818475626,0.09896723382123486,0.18264088852324145,0.1793697818475626,0.0,1.2082191780821918,11642000000.0,1450000000.0,2311000000.0,8897000000.0,2311000000.0,5.26,5.26,0.0,0.73278,204.885,131.15,2.52842,50951.715,74.929,5.898,6.974
2023-06-30,13083000000.0,3574000000.0,2800000000.0,5749000000.0,7334000000.0,2259000000.0,272000000.0,1924000000.0,1556000000.0,542000000.0,402000000.0,154000000.0,1.47,274000000.0,359000000.0,,0.0,,39.5225,4.6543,1.47,542000000.0,0.054813198800109084,0.030726897500573263,0.20893970893970895,0.8087318087318087,0.2817047817047817,0.04142780707788733,0.07390237251158986,0.2817047817047817,0.0,1.2764285714285715,16669000000.0,2329000000.0,3472000000.0,12851000000.0,3472000000.0,8.38,8.38,0.0,0.73278,204.885,131.15,2.52842,50951.715,74.929,5.898,6.974
2023-09-30,13139000000.0,3844000000.0,2788000000.0,5564000000.0,7575000000.0,1946000000.0,,3838000000.0,3014000000.0,919000000.0,801000000.0,146000000.0,2.93,273000000.0,471000000.0,,0.0,,32.7795,4.2868,2.93,919000000.0,0.10574257425742574,0.0609635436486795,0.20870244919228764,0.7853048462741011,0.23944762897342367,0.06994444021615039,0.12132013201320133,0.23944762897342367,0.0,1.3787661406025824,18740000000.0,2819000000.0,3950000000.0,14412000000.0,3950000000.0,10.2,10.2,0.0,0.73278,204.885,131.15,2.52842,50951.715,74.929,5.898,6.974
2023-12-31,13617000000.0,4349000000.0,3280000000.0,6084000000.0,7533000000.0,2742000000.0,,5783000000.0,4430000000.0,1284000000.0,1091000000.0,238000000.0,4.01,272000000.0,1735000000.0,,0.0,,34.1031,4.8057,4.01,1284000000.0,0.1448294172308509,0.08012043768818389,0.18865640670932043,0.7660383883797337,0.222030088189521,0.09429389733421459,0.1704500199123855,0.222030088189521,0.0,1.3259146341463415,18971000000.0,3096000000.0,4077000000.0,14634000000.0,4077000000.0,11.29,11.29,0.0,0.73278,204.885,131.15,2.52842,50951.715,74.929,5.898,6.974
2024-03-31,13420000000.0,4247000000.0,3090000000.0,5907000000.0,7513000000.0,,,-3983000000.0,-3148000000.0,-1227000000.0,-1021000000.0,-222000000.0,-3.7300000000000004,-547000000.0,-250000000.0,,0.0,1.3744,28.0035,4.7142,-3.7300000000000004,-1227000000.0,-0.13589777718621057,-0.07608047690014903,0.2563394426311825,0.7903590258599046,0.308059251820236,-0.0914307004470939,-0.16331691734327167,0.308059251820236,0.0,1.3744336569579287,7562000000.0,1273000000.0,1518000000.0,5852000000.0,1518000000.0,4.680000000000001,4.680000000000001,0.0,0.73278,204.885,131.15,2.52842,50951.715,74.929,5.898,6.974
2024-06-30,12708000000.0,3587000000.0,2468000000.0,5308000000.0,7400000000.0,2400000000.0,,1660000000.0,1397000000.0,364000000.0,280000000.0,114000000.0,1.04,268000000.0,120000000.0,,0.0,,31.7036,5.0001,1.04,364000000.0,0.03783783783783784,0.022033364809568776,0.1686746987951807,0.841566265060241,0.21927710843373494,0.02864337425243941,0.049189189189189186,0.21927710843373494,0.0,1.4534035656401945,7298000000.0,1151000000.0,1340000000.0,5693000000.0,1340000000.0,4.25,4.25,0.0,0.73278,204.885,131.15,2.52842,50951.715,74.929,5.898,6.974
2024-09-30,13136000000.0,3972000000.0,2787000000.0,5728000000.0,7408000000.0,2197000000.0,,3685000000.0,2966000000.0,748000000.0,574000000.0,219000000.0,2.15,267000000.0,354000000.0,,0.0,,36.2302,5.115,2.15,748000000.0,0.07748380129589633,0.043696711327649206,0.15576662143826323,0.8048846675712348,0.20298507462686566,0.05694275274056029,0.1009719222462203,0.20298507462686566,0.0,1.42518837459634,7145000000.0,924000000.0,1169000000.0,5645000000.0,1169000000.0,3.4699999999999993,3.4699999999999993,0.0,0.73278,204.885,131.15,2.52842,50951.715,74.929,5.898,6.974
2024-12-31,13451000000.0,4272000000.0,3104000000.0,6039000000.0,7412000000.0,2776000000.0,,5568000000.0,4393000000.0,1125000000.0,867000000.0,331000000.0,3.26,266000000.0,1530000000.0,,0.0,,36.5782,5.2226,3.26,1125000000.0,0.11697247706422019,0.06445617426213665,0.1557112068965517,0.7889727011494253,0.20204741379310345,0.08363690431938146,0.15178089584457635,0.20204741379310345,0.0,1.3762886597938144,6930000000.0,700000000.0,1010000000.0,5608000000.0,1010000000.0,2.7199999999999993,2.7199999999999993,0.0,0.73278,204.885,131.15,2.52842,50951.715,74.929,5.898,6.974
2025-03-31,12368000000.0,3276000000.0,3459000000.0,5982000000.0,6386000000.0,,,-3450000000.0,-2836000000.0,-717000000.0,-600000000.0,-180000000.0,-2.1999999999999993,-537000000.0,75000000.0,,0.0,0.9471,33.599,5.0468,-2.1999999999999993,-717000000.0,-0.09395552771688068,-0.04851228978007762,0.17391304347826086,0.8220289855072463,0.20782608695652174,-0.05797218628719276,-0.1122768556216724,0.20782608695652174,0.0,0.9470945359930616,7463000000.0,1121000000.0,1520000000.0,5920000000.0,1520000000.0,4.25,4.25,0.0,0.73278,204.885,131.15,2.52842,50951.715,74.929,5.898,6.974
2025-06-30,11699000000.0,2545000000.0,3040000000.0,5617000000.0,6082000000.0,1518000000.0,,1671000000.0,1392000000.0,271000000.0,201000000.0,72000000.0,0.79,254000000.0,17000000.0,,0.0,,38.5107,5.369,0.79,271000000.0,0.033048339362051954,0.01718095563723395,0.12028725314183124,0.8330341113105925,0.16217833632555356,0.02316437302333533,0.04455771127918448,0.16217833632555356,0.0,0.837171052631579,7474000000.0,1042000000.0,1427000000.0,5915000000.0,1427000000.0,4.0,4.0,0.0,0.73278,204.885,131.15,2.52842,50951.715,74.929,5.898,6.974
2025-09-30,11854000000.0,2716000000.0,3240000000.0,5854000000.0,6000000000.0,1148000000.0,,3510000000.0,2788000000.0,471000000.0,338000000.0,132000000.0,1.34,253000000.0,147000000.0,,0.0,,56.8279,6.9007,1.34,471000000.0,0.05633333333333333,0.028513581913278217,0.0962962962962963,0.7943019943019943,0.13418803418803418,0.039733423317023786,0.0785,0.13418803418803418,0.0,0.8382716049382716,7299000000.0,806000000.0,1150000000.0,5737000000.0,1150000000.0,3.1900000000000004,3.1900000000000004,0.0,0.73278,204.885,131.15,2.52842,50951.715,74.929,5.898,6.974
2025-12-31,13280000000.0,4108000000.0,4436000000.0,7128000000.0,6152000000.0,2784000000.0,,5411000000.0,4191000000.0,598000000.0,426000000.0,175000000.0,1.68,253000000.0,1973000000.0,,0.0,,75.1532,6.9948,1.68,598000000.0,0.06924577373211964,0.032078313253012046,0.07872851598595454,0.7745333579744964,0.11051561633709112,0.04503012048192771,0.09720416124837451,0.11051561633709112,0.0,0.9260595130748422,7142000000.0,365000000.0,623000000.0,5535000000.0,623000000.0,1.6100000000000008,1.6100000000000008,0.0,0.73278,204.885,131.15,2.52842,50951.715,74.929,5.898,6.974
