report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2020-09-30,23779500000.0,11862400000.0,12163800000.0,,2638800000.0,23600000.0,3278300000.0,9414100000.0,984100000.0,547300000.0,166600000.0,240200000.0,2.53,,-661400000.0,50000000.0,-711400000.0,23600000.0,,0.7846,11.0538,2.53,984100000.0,0.2074048810065181,0.023015622700224985,0.05813619995538607,0.10453468733070607,0.04138438571038079,0.36962890625,-0.07556749981410862,0.10453468733070607,0.00894345914809762,0.9752215590522698,12512200000.0,557300000.0,1101900000.0,304800000.0,1101900000.0,196600000.0,2.6699999999999995,2.6699999999999995,0.021417551501951175,5.604781281790437,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2020-12-31,27647200000.0,15590100000.0,15525100000.0,,3084400000.0,3900000.0,5600500000.0,-5857500000.0,-288200000.0,-94000000.0,-115500000.0,-75200000.0,-0.4299999999999997,,4235400000.0,-34600000.0,4200800000.0,3900000.0,1.0042,1.0181,14.1858,-0.4299999999999997,-288200000.0,-0.03047594345739852,-0.0033999826383865274,0.01604780196329492,0.0492018779342723,-0.010424202089180821,-0.09331994948677266,-0.7171660264618012,0.0492018779342723,0.0012644274413175982,1.0041867685232302,13171100000.0,945400000.0,1598800000.0,1580000000.0,1598800000.0,221800000.0,4.369999999999999,4.369999999999999,0.002439329497122842,7.208295761947701,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2021-03-31,25614300000.0,13732100000.0,13471900000.0,,3211200000.0,5900000.0,4897300000.0,3426900000.0,465400000.0,287800000.0,53800000.0,111900000.0,1.33,,-460900000.0,12400000.0,-473300000.0,5900000.0,,1.2089,16.3551,1.33,465400000.0,0.08962381664175387,0.01123591119023358,0.08398260818815839,0.1358078730047565,0.018169538109571608,0.14466444934879238,-0.13811316350053984,0.1358078730047565,0.0018373193821624315,1.0193142763826928,13191100000.0,975100000.0,1644000000.0,2120300000.0,1644000000.0,217100000.0,4.51,4.51,0.003588807785888078,7.572547213265776,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2021-06-30,25654400000.0,13658000000.0,13701600000.0,,3348800000.0,9300000.0,4388100000.0,6998600000.0,1033800000.0,636000000.0,134100000.0,235200000.0,2.93,,-295700000.0,22900000.0,-318600000.0,9300000.0,,1.2322,12.7685,2.93,1033800000.0,0.18991877687529862,0.024791068978420854,0.090875317920727,0.14771525733718172,0.040297180990395406,0.3078526547750216,-0.04552339039236419,0.14771525733718172,0.0027771141901576685,0.9968178898814737,13982100000.0,1377100000.0,2195100000.0,2697500000.0,2195100000.0,239000000.0,6.359999999999999,6.359999999999999,0.004236709033757004,9.184518828451884,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2021-09-30,25580800000.0,13763000000.0,13825200000.0,,3279000000.0,10200000.0,4431200000.0,10433600000.0,1575400000.0,991600000.0,184800000.0,355100000.0,4.58,,238600000.0,42600000.0,196000000.0,10200000.0,,1.0948,11.1794,4.58,1575400000.0,0.30240927111924365,0.03876344758568927,0.09503910443183561,0.15099294586719827,0.06158525143857894,0.4789614495926061,0.01878546235239994,0.15099294586719827,0.003110704483074108,0.9955009692445679,15001600000.0,1821400000.0,2786400000.0,3604900000.0,2786400000.0,257200000.0,8.41,8.41,0.0036606373815676143,10.833592534992224,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2021-12-31,28421800000.0,15909500000.0,16226200000.0,,3270200000.0,9600000.0,5316800000.0,-6569700000.0,-876700000.0,-507600000.0,-136300000.0,-213500000.0,-2.3099999999999996,,2463400000.0,587900000.0,1875500000.0,9600000.0,0.9805,1.0899,11.0628,-2.3099999999999996,-876700000.0,-0.15521986422848755,-0.01785953036049793,0.07726380200009132,0.13344597165776215,-0.030846040715225637,-0.2673028843222148,-0.2854772668462791,0.13344597165776215,0.002935600269096691,0.980482183135916,14289400000.0,1407800000.0,2197900000.0,1279600000.0,2197900000.0,236400000.0,6.53,6.53,0.004367805632649347,9.297377326565144,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2022-03-31,26145700000.0,13397500000.0,14177200000.0,,2999700000.0,12400000.0,,3410300000.0,353000000.0,173800000.0,51000000.0,115500000.0,0.83,,-544500000.0,23200000.0,-567700000.0,12400000.0,,1.2307,13.5768,0.83,353000000.0,0.05793912724605794,0.006647364576201823,0.05096325836436677,0.1035099551359118,0.013501264070191274,0.11719398426347066,-0.16646629328798052,0.1035099551359118,0.004133746708004133,0.9450032446463336,14272800000.0,1293800000.0,2085500000.0,1185200000.0,2085500000.0,233600000.0,6.03,6.03,0.005945816350994965,8.92765410958904,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2022-06-30,24905500000.0,12496400000.0,13213700000.0,,2833200000.0,12300000.0,,6977500000.0,894600000.0,522200000.0,102200000.0,248600000.0,2.51,,-739900000.0,42500000.0,-782400000.0,12300000.0,,0.9172,10.1133,2.51,894600000.0,0.1843145559791049,0.020967256228543896,0.07484055893944823,0.12821211035471158,0.0359197767561382,0.31439114391143913,-0.11213185238265855,0.12821211035471158,0.004341380770859805,0.9457154317110272,14251700000.0,1180000000.0,1946300000.0,721400000.0,1946300000.0,201700000.0,5.609999999999999,5.609999999999999,0.006319683502029492,9.649479424888447,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2022-09-30,24132200000.0,12030100000.0,12705400000.0,,2746700000.0,10200000.0,,10420900000.0,1440600000.0,886700000.0,154200000.0,383300000.0,4.27,,-250600000.0,65600000.0,-316200000.0,10200000.0,,0.9052,9.919,4.27,1440600000.0,0.32282375213893033,0.036743438227762076,0.08508861998483816,0.1382414186874454,0.05969617357721219,0.5225434364684972,-0.030342868658177317,0.1382414186874454,0.003713547165689737,0.9468493711335337,14239000000.0,1075100000.0,1811500000.0,209200000.0,1811500000.0,171100000.0,5.299999999999999,5.299999999999999,0.005630692796025394,10.587375803623612,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2022-12-31,27002500000.0,14613000000.0,15052800000.0,,3252100000.0,16900000.0,,-6519600000.0,-604900000.0,-266200000.0,-98800000.0,-200600000.0,-1.2499999999999991,,2461500000.0,-53100000.0,2408400000.0,16900000.0,0.9708,1.1641,12.6346,-1.2499999999999991,-604900000.0,-0.08185480151286861,-0.009858346449402833,0.040830725811399474,0.09278176575250015,-0.022401629478751968,-0.18504129703273173,-0.36940916620651576,0.09278176575250015,0.005196642169674979,0.9707828443877551,14289100000.0,1316500000.0,2083300000.0,742100000.0,2083300000.0,208600000.0,6.359999999999999,6.359999999999999,0.008112129794076705,9.98705656759348,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2023-06-30,25067600000.0,12812400000.0,13301200000.0,,3153500000.0,20500000.0,,7053200000.0,897200000.0,593800000.0,112400000.0,224600000.0,2.92,203100000.0,-784600000.0,40000000.0,-824600000.0,20500000.0,,1.3216,13.6761,2.92,897200000.0,0.18829871571270018,0.023687947789178064,0.08418873702716498,0.12720467305620145,0.03579122053966076,0.28267170762444865,-0.11691147280666932,0.12720467305620145,0.006500713492944348,0.9632514359606652,17932000000.0,1736500000.0,2627500000.0,485200000.0,2627500000.0,270000000.0,8.45,8.45,0.00780209324452902,9.731481481481481,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2023-09-30,25010800000.0,12564700000.0,13019000000.0,,3228800000.0,14500000.0,,10631300000.0,1458000000.0,965700000.0,165900000.0,360700000.0,4.78,202000000.0,-379100000.0,64200000.0,-443300000.0,14500000.0,,0.9996,10.3861,4.78,1458000000.0,0.2990894449950446,0.03861131990979896,0.09083555162585949,0.1371422121471504,0.05829481663921186,0.44954213301267226,-0.041697628700158966,0.1371422121471504,0.004490832507433102,0.9651048467624241,21585800000.0,2180000000.0,3190900000.0,824300000.0,3190900000.0,333700000.0,10.719999999999999,10.719999999999999,0.004544172490519916,9.562181600239736,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2023-12-31,28044600000.0,15384200000.0,16246000000.0,,3616300000.0,10900000.0,,14692200000.0,2104700000.0,1391400000.0,218500000.0,524900000.0,6.91,,1421900000.0,78400000.0,1343500000.0,10900000.0,0.947,1.1655,12.3065,6.91,2104700000.0,0.3847579017227553,0.04961382940031236,0.09470331196144893,0.14325288248186113,0.0750483158968215,0.5802547419497133,0.09144307864036699,0.14325288248186113,0.0030141304648397533,0.9469530961467438,25857100000.0,2684700000.0,3855000000.0,2484000000.0,3855000000.0,398000000.0,13.36,13.36,0.002827496757457847,9.685929648241206,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2024-03-31,27275600000.0,13866300000.0,14953800000.0,,3569500000.0,11200000.0,,3630500000.0,478900000.0,318600000.0,53800000.0,116000000.0,1.59,200100000.0,-618500000.0,23100000.0,-641600000.0,11200000.0,,1.2852,12.8992,1.59,478900000.0,0.08925619834710743,0.011680769625599437,0.0877565073681311,0.1319102052058945,0.017557817243250378,0.133744798503086,-0.1767249690125327,0.1319102052058945,0.003137694354951674,0.9272760101111424,36007200000.0,3269500000.0,4938800000.0,-566000000.0,4938800000.0,550600000.0,16.2,16.2,0.002267757349963554,8.9698510715583,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2024-06-30,27324200000.0,13972400000.0,14957100000.0,,3635800000.0,15100000.0,,7484300000.0,989200000.0,646700000.0,116500000.0,239700000.0,3.24,199300000.0,-760200000.0,62300000.0,-822500000.0,15100000.0,,1.1355,11.8899,3.24,989200000.0,0.17787006986082843,0.023667664561085044,0.08640754646393116,0.13217000921929906,0.0362023407821638,0.27094688980799253,-0.1098967171278543,0.13217000921929906,0.004153143737279278,0.9341650453630718,36438300000.0,3322400000.0,5030800000.0,-563900000.0,5030800000.0,554700000.0,16.52,16.52,0.003001510694124195,9.069406886605373,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2024-09-30,28796600000.0,15109500000.0,15365700000.0,,3951300000.0,16900000.0,,11366900000.0,1589300000.0,1032600000.0,182900000.0,389900000.0,5.19,198900000.0,-191500000.0,93600000.0,-285100000.0,16900000.0,,1.3111,13.871,5.19,1589300000.0,0.2613317136132412,0.035858399949994096,0.09084270997369555,0.13981824420026567,0.055190543328031784,0.4005090469230381,-0.025081596565466397,0.13981824420026567,0.004277073368258548,0.983326499931666,37173900000.0,3389300000.0,5162100000.0,-405700000.0,5162100000.0,571700000.0,16.93,16.93,0.003273861412990837,9.029386041630225,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2024-12-31,29620700000.0,16223000000.0,16300300000.0,,4193500000.0,21300000.0,,-6792600000.0,-782800000.0,-517300000.0,-105300000.0,-185100000.0,-2.5599999999999996,,3303700000.0,-38400000.0,3265300000.0,21300000.0,0.9953,1.0771,11.4138,-2.5599999999999996,-782800000.0,-0.12335757720281387,-0.0174641382546665,0.07615640550010305,0.11524305862261873,-0.026427464577136933,-0.1857264876150707,-0.4807143067455761,0.11524305862261873,0.005079289376415882,0.995257755992221,15689100000.0,1480600000.0,2274600000.0,1516100000.0,2274600000.0,247900000.0,7.46,7.46,0.009364283830123978,9.175473981444132,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2025-03-31,28113700000.0,14635300000.0,14545400000.0,,4373200000.0,19100000.0,,3690400000.0,452600000.0,287700000.0,59100000.0,120700000.0,1.45,198300000.0,-786800000.0,29500000.0,-816300000.0,19100000.0,,1.0349,11.2424,1.45,452600000.0,0.06578706667886217,0.010233444904085908,0.07795902883156297,0.12264253197485367,0.016098912629785477,0.10304396329941033,-0.22119553435941902,0.12264253197485367,0.004367511204609897,1.0061806481774307,15749000000.0,1449700000.0,2248300000.0,1341400000.0,2248300000.0,253200000.0,7.32,7.32,0.00849530756571632,8.879541864139021,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2025-06-30,28788600000.0,15043200000.0,16313900000.0,,4486800000.0,22300000.0,,7706000000.0,891800000.0,545300000.0,121700000.0,241200000.0,2.77,197100000.0,-576700000.0,71600000.0,-648300000.0,22300000.0,,0.8822,10.177,2.77,891800000.0,0.12153427832753856,0.018941525464940982,0.0707630417856216,0.11572800415260835,0.03097753972058384,0.19777782706083255,-0.08412924993511549,0.11572800415260835,0.004970134617099046,0.9221093668589363,15970700000.0,1348300000.0,2150900000.0,1515600000.0,2150900000.0,258400000.0,6.85,6.85,0.010367753033613836,8.323916408668731,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2025-09-30,28838600000.0,15192000000.0,16443600000.0,,4613300000.0,24100000.0,,11743100000.0,1421900000.0,886600000.0,182100000.0,373500000.0,4.51,196400000.0,-99200000.0,110700000.0,-209900000.0,24100000.0,,0.9831,11.8344,4.51,1421900000.0,0.1921834695337394,0.030743517369081718,0.07549965511662167,0.12108387052822508,0.04930544478580791,0.30661577608142493,-0.01787432620006642,0.12108387052822508,0.005224026185160297,0.92388528059549,16346900000.0,1202300000.0,1983500000.0,1590800000.0,1983500000.0,257600000.0,6.169999999999999,6.169999999999999,0.012150239475674313,7.699922360248447,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
2025-12-31,54415300000.0,27465400000.0,29538200000.0,,12045800000.0,62000000.0,,-5867600000.0,-2321600000.0,-1774100000.0,-99500000.0,-493200000.0,-9.0,,4400900000.0,-62000000.0,4338900000.0,62000000.0,0.9298,1.4708,,-9.0,-2321600000.0,-0.1472795497185741,-0.03260296276966221,0.30235530711023245,0.39566432612993385,-0.04266447120570869,-0.1917441649184823,-0.7394675847024337,0.39566432612993385,0.005147022198608644,0.9298264620051323,17271900000.0,-54500000.0,444700000.0,2664400000.0,444700000.0,263400000.0,-0.27000000000000135,-0.27000000000000135,0.1394198335956825,1.68830675778284,0.716414,87.165,66.3346,4.6628,23535.908,2.109,1.3627
