report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_ps_ttm
2021-06-30,4433933000.0,634476000.0,577967000.0,,-142245000.0,3845555000.0,236460000.0,1375372000.0,399172000.0,315145000.0,64057000.0,19600000.0,1.04,,32392000.0,,3845555000.0,,72.072,16.3625,1.04,399172000.0,-2.2155084537242082,0.0710757244189301,0.22913437237343787,0.29022838911945276,0.09002661970760496,0.10778789785354183,,0.29022838911945276,-27.03472881296355,1.0977720181256023,2105396000.0,973595000.0,1178959000.0,,1178959000.0,137524000.0,5.389999999999999,5.389999999999999,3.261822506126167,8.57275093801809,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2021-09-30,4893626000.0,1052059000.0,747954000.0,,-68352000.0,,511311000.0,2177207000.0,619762000.0,446355000.0,95907000.0,38200000.0,1.46,,52811000.0,,0.0,,72.9871,15.3633,1.46,619762000.0,-6.530240519662922,0.09121150655975753,0.20501266071622956,0.2846591986889625,0.12664678502198573,-9.0672109082397,,0.2846591986889625,-0.0,1.4065824903670547,2542741000.0,1431968000.0,1265588000.0,,1265588000.0,101946000.0,6.949999999999999,6.949999999999999,0.0,12.414297765483687,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2021-12-31,5063288000.0,1218252000.0,1168295000.0,,-203769000.0,3829421000.0,815384000.0,-1236914000.0,-356513000.0,-658027000.0,-61309000.0,-59950000.0,-2.1399999999999997,,-15522000.0,,3829421000.0,1.0428,134.7661,12.5492,-2.1399999999999997,-356513000.0,3.2292792328568134,-0.1299604130754561,0.53199090640093,0.28822779918409847,-0.07041136115504391,-0.09833072782495397,,0.28822779918409847,-18.792951822897496,1.0427606041282382,2983277000.0,277723000.0,851679000.0,,851679000.0,130493000.0,0.9299999999999993,0.9299999999999993,4.496319622768672,6.526625949284636,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2022-03-31,5043393000.0,1233810000.0,1074027000.0,,-122449000.0,,912434000.0,798631000.0,207818000.0,180533000.0,34896000.0,-6900000.0,0.6,232517000.0,17657000.0,214860000.0,0.0,,109.1797,9.9563,0.6,207818000.0,-1.474352587607902,0.03579594134345668,0.22605308333886362,0.26021779770632497,0.0412059896978086,-1.6971800504699917,0.2690353868056712,0.26021779770632497,-0.0,1.1487700029887518,3114296000.0,284006000.0,870239000.0,,870239000.0,133551000.0,0.9599999999999993,0.9599999999999993,0.0,6.516154877163031,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2022-06-30,4193778000.0,804813000.0,627686000.0,,-452945000.0,,463686000.0,1593144000.0,197737000.0,148675000.0,70519000.0,-14900000.0,0.5,,27305000.0,,0.0,,178.9452,6.2164,0.5,197737000.0,-0.32824073563015377,0.03545132813420262,0.09332175873618455,0.12411746835188783,0.04715008758212762,-0.43655852255792643,,0.12411746835188783,-0.0,1.282190458286468,3332068000.0,117536000.0,668804000.0,,668804000.0,140013000.0,0.41999999999999926,0.41999999999999926,0.0,4.776727875268725,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2022-09-30,3914549000.0,705547000.0,601736000.0,,-699342000.0,,390641000.0,2402690000.0,408372000.0,277371000.0,107333000.0,33000000.0,0.94,,38373000.0,,0.0,,124.311,4.2112,0.94,408372000.0,-0.39661710579373183,0.07085643837898056,0.11544185891646447,0.1699644981250182,0.10432159617876798,-0.5839374726528651,,0.1699644981250182,-0.0,1.1725191778454338,3557551000.0,-51448000.0,457414000.0,,457414000.0,151439000.0,-0.10000000000000075,-0.10000000000000075,0.0,3.020450478410449,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2022-12-31,4182764000.0,882385000.0,556354000.0,,-359875000.0,,572395000.0,-1605622000.0,-298922000.0,-244633000.0,-67201000.0,4161000.0,-0.8,,-34210000.0,,0.0,1.5859,32.021,3.6341,-0.8,-298922000.0,0.6797721431052449,-0.05848596765201192,0.1523602691044343,0.1861720878264,-0.0714651842657152,0.8306273011462313,,0.1861720878264,-0.0,1.586013581280983,3188843000.0,361946000.0,515005000.0,,515005000.0,145547000.0,1.239999999999999,1.239999999999999,0.0,3.538410272970243,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2023-03-31,4203909000.0,950929000.0,552366000.0,,-334518000.0,,569879000.0,787124000.0,198289000.0,120809000.0,39351000.0,41600000.0,0.42,120387000.0,19843000.0,100544000.0,0.0,,35.4839,3.375,0.42,198289000.0,-0.3611434960151621,0.028737301402099808,0.15348153531082778,0.2519158353702847,0.04716776695213907,-0.5927603297879337,0.12773590946280383,0.2519158353702847,-0.0,1.7215559972916508,3177336000.0,302222000.0,505476000.0,,505476000.0,150002000.0,1.0599999999999992,1.0599999999999992,0.0,3.369795069399075,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2023-06-30,4339027000.0,1128930000.0,534158000.0,,-177927000.0,,732567000.0,1616676000.0,413085000.0,258154000.0,79093000.0,82800000.0,0.89,329865000.0,37457000.0,292408000.0,0.0,,24.7212,3.6277,0.89,413085000.0,-1.4508984021536921,0.05949582705984544,0.1596819647226779,0.2555150197071027,0.09520221929939593,-2.321654386349458,0.1808698836377852,0.2555150197071027,-0.0,2.113475788062708,3200868000.0,411701000.0,720824000.0,,720824000.0,158576000.0,1.449999999999999,1.449999999999999,0.0,4.54560589244274,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2023-09-30,4248895000.0,1118275000.0,570135000.0,,-299438000.0,,706881000.0,2498276000.0,656644000.0,421881000.0,119473000.0,130100000.0,1.46,620672000.0,50020000.0,570652000.0,0.0,,20.7124,3.1934,1.46,656644000.0,-1.4089093568618545,0.09929193354978176,0.16886885196031184,0.26283885367349324,0.15454465219780672,-2.192921406100762,0.22841831727159048,0.26283885367349324,-0.0,1.9614214177343963,3296454000.0,556211000.0,969096000.0,,969096000.0,170716000.0,1.969999999999999,1.969999999999999,0.0,5.676655966634645,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2023-12-31,4507886000.0,1271311000.0,531768000.0,,-19548000.0,,862440000.0,-1537572000.0,-351122000.0,-149305000.0,-78030000.0,-129191000.0,-0.5100000000000002,-174133000.0,-39908000.0,-214041000.0,0.0,2.3907,15.2291,2.9487,-0.5100000000000002,-351122000.0,7.637865766318805,-0.03312084644554011,0.09710439576162938,0.2283613385259357,-0.07789061214059095,17.962042152649886,0.13920713956809827,0.2283613385259357,-0.0,2.390724902589099,3364504000.0,651539000.0,916896000.0,749563000.0,916896000.0,159887000.0,2.259999999999999,2.259999999999999,0.0,5.734650096630745,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2024-03-31,4403453000.0,1249875000.0,518890000.0,,-107810000.0,,914929000.0,859647000.0,184738000.0,123198000.0,40353000.0,30600000.0,0.44,284103000.0,17234000.0,266869000.0,0.0,,14.7193,2.8001,0.44,184738000.0,-1.1427325851034227,0.02797758940540526,0.14331231307734454,0.21489983679347452,0.04195298553203588,-1.713551618588257,0.31044021557685886,0.21489983679347452,-0.0,2.40874751874193,3437027000.0,653928000.0,903345000.0,915888000.0,903345000.0,160889000.0,2.279999999999999,2.279999999999999,0.0,5.6147095202282316,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2024-06-30,4368929000.0,1285922000.0,512335000.0,,-130240000.0,,837792000.0,1723713000.0,389264000.0,256512000.0,,72300000.0,0.93,413068000.0,29905000.0,383163000.0,0.0,,11.9942,2.2453,0.93,389264000.0,-1.9695331695331695,0.058712787504672195,0.1488136366088786,0.22582877776056687,0.08909826641723864,-2.9888206388206386,0.22228932542714477,0.22582877776056687,-0.0,2.509924170708618,3544064000.0,652286000.0,879524000.0,1006643000.0,879524000.0,,2.319999999999999,2.319999999999999,0.0,,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2024-09-30,4425837000.0,1322701000.0,530288000.0,,-88526000.0,,855532000.0,2619197000.0,599924000.0,392980000.0,,113500000.0,1.43,678009000.0,43011000.0,634998000.0,0.0,,15.685,2.7999,1.43,599924000.0,-4.439147820979147,0.08879224426927607,0.15003835144893646,0.22904882679691524,0.13555040549392125,-6.776811332263968,0.24243995392480977,0.22904882679691524,-0.0,2.494306867211779,3664985000.0,623385000.0,822804000.0,1070989000.0,822804000.0,,2.289999999999999,2.289999999999999,0.0,,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2024-12-31,4465771000.0,1397762000.0,549461000.0,,-63659000.0,,965993000.0,-1723184000.0,-350614000.0,-221414000.0,,-63657000.0,-0.7799999999999998,-442461000.0,-39572000.0,-482033000.0,0.0,2.5439,14.9192,2.3605,-0.7799999999999998,-350614000.0,3.4781256381658525,-0.049580240455679436,0.12849121161756377,0.20346869515965793,-0.0785114149382044,5.507689407625002,0.27973391117837676,0.20346869515965793,-0.0,2.5438784554317775,3479373000.0,551276000.0,823312000.0,802997000.0,823312000.0,,2.0199999999999996,2.0199999999999996,0.0,,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2025-03-31,3889885000.0,831788000.0,512369000.0,,-182712000.0,,409422000.0,831178000.0,172593000.0,117570000.0,,22400000.0,0.44,193117000.0,15427000.0,177690000.0,0.0,,14.3395,2.2642,0.44,172593000.0,-0.6434716931564429,0.030224543913251935,0.14144984588138762,0.20764866250069178,0.04436969216313593,-0.9446177590962826,0.21378092297919338,0.20764866250069178,-0.0,1.6234159365613454,3450904000.0,545648000.0,811167000.0,713818000.0,811167000.0,,2.0199999999999996,2.0199999999999996,0.0,,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2025-06-30,3867816000.0,769915000.0,1105201000.0,,-230881000.0,,335243000.0,1694916000.0,366514000.0,243048000.0,,54600000.0,0.93,436959000.0,28297000.0,408662000.0,0.0,,14.1049,2.1953,0.93,366514000.0,-1.0526981431993105,0.06283856315812335,0.14339825690476696,0.21624316485300746,0.0947599368739361,-1.5874584742789575,0.24111047391139148,0.21624316485300746,-0.0,0.6966289389893784,3422107000.0,532184000.0,788417000.0,739317000.0,788417000.0,,2.0199999999999996,2.0199999999999996,0.0,,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2025-09-30,4543439000.0,1527769000.0,1083904000.0,,-223936000.0,,1053240000.0,2609191000.0,587848000.0,403797000.0,,87500000.0,1.55,757600000.0,42100000.0,715500000.0,0.0,,15.1278,2.4497,1.55,587848000.0,-1.803180372963704,0.08887474884113114,0.1547594637571569,0.2252989528171759,0.12938393142287152,-2.6250714489854245,0.2742229296360443,0.2252989528171759,-0.0,1.4095058233939537,3412101000.0,543001000.0,776341000.0,819819000.0,776341000.0,,2.1399999999999997,2.1399999999999997,0.0,,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
2025-12-31,4460811000.0,1427294000.0,1006545000.0,,-253504000.0,,1027838000.0,-1648088000.0,-254426000.0,-150969000.0,,-31958000.0,-0.54,-307296000.0,-29059000.0,-336355000.0,0.0,1.418,12.426,2.1859,-0.54,-254426000.0,0.5955290646301439,-0.03384339753466354,0.09160251151637534,0.15437646533437535,-0.05703581702968362,1.0036370234789194,0.20408800986355097,0.15437646533437535,-0.0,1.4180131042327964,3487197000.0,613446000.0,872529000.0,965497000.0,872529000.0,,2.379999999999999,2.379999999999999,0.0,,1.2539889,39.2,26.39,10.79327,7314.327,11.9233,2.0975
