report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-03-31,73134000000.0,13401000000.0,28417000000.0,,6260000000.0,,3215000000.0,12759000000.0,-277000000.0,-363000000.0,,-143000000.0,-0.57,2235000000.0,,0.0,,11.8374,0.4157,-0.57,-277000000.0,-0.05798722044728435,-0.004963491672819755,-0.028450505525511403,-0.02171016537346187,-0.003787568025815626,-0.04424920127795527,-0.02171016537346187,0.0,0.4715839110391667,53993000000.0,1895000000.0,4167000000.0,6274000000.0,2.97,2.97,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2023-06-30,73497000000.0,13080000000.0,28482000000.0,,8100000000.0,,2668000000.0,28337000000.0,2215000000.0,1464000000.0,,348000000.0,2.28,4843000000.0,,0.0,,10.237,0.5487,2.28,2215000000.0,0.18074074074074073,0.01991918037470917,0.05166390231852348,0.07816635494230159,0.03013728451501422,0.2734567901234568,0.07816635494230159,0.0,0.4592374131030124,59157000000.0,3564000000.0,5647000000.0,7754000000.0,5.57,5.57,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2023-09-30,73247000000.0,12255000000.0,27556000000.0,,9226000000.0,,2835000000.0,43825000000.0,4199000000.0,2572000000.0,,761000000.0,4.0,5919000000.0,,0.0,,6.8963,0.4096,4.0,4199000000.0,0.2787773683069586,0.03511406610509645,0.05868796349115801,0.09581289218482601,0.05732657992818819,0.4551268155213527,0.09581289218482601,0.0,0.4447307301495137,65835000000.0,5647000000.0,7655000000.0,9762000000.0,8.81,8.81,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2023-12-31,73644000000.0,10269000000.0,26418000000.0,,11105000000.0,,2741000000.0,-26873000000.0,-616000000.0,936000000.0,,33000000.0,1.46,-6533000000.0,2341000000.0,0.0,0.3887,5.6165,0.446,1.46,1725000000.0,0.08428635749662314,0.012709793058497638,-0.0348304990138801,0.022922636103151862,-0.008364564662430069,-0.055470508779828905,-0.06419082350314442,0.0,0.3887122416534181,58048000000.0,4609000000.0,5521000000.0,7862000000.0,7.17,7.17,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2024-03-31,74969000000.0,11579000000.0,28478000000.0,,11151000000.0,,3877000000.0,13748000000.0,614000000.0,37000000.0,,85000000.0,0.06,2408000000.0,,0.0,,6.2122,0.5271,0.06,614000000.0,0.0033180880638507756,0.0004935373287625552,0.002691300552807681,0.04466104160605179,0.008190051888113753,0.055062326248766925,0.04466104160605179,0.0,0.4065945642250158,59037000000.0,5009000000.0,6412000000.0,8753000000.0,7.8,7.8,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2024-06-30,75197000000.0,11588000000.0,28759000000.0,,12386000000.0,,4110000000.0,30406000000.0,2881000000.0,1342000000.0,,553000000.0,2.08,4857000000.0,,0.0,,6.7491,0.5037,2.08,2881000000.0,0.108348134991119,0.01784645664055747,0.044136025784384664,0.09475103597974084,0.03831269864489275,0.2326013240755692,0.09475103597974084,0.0,0.40293473347473835,61106000000.0,4887000000.0,7078000000.0,9419000000.0,7.6,7.6,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2024-09-30,75368000000.0,11062000000.0,28118000000.0,,13646000000.0,,3969000000.0,46084000000.0,4278000000.0,2614000000.0,,842000000.0,4.04,6131000000.0,,0.0,,7.0466,0.5435,4.04,4278000000.0,0.19155796570423567,0.03468315465449528,0.05672250672684663,0.09283048346497699,0.05676149028765524,0.3134984610874982,0.09283048346497699,0.0,0.39341347179742514,63365000000.0,4929000000.0,7157000000.0,9498000000.0,7.640000000000001,7.640000000000001,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2024-12-31,75372000000.0,9844000000.0,26670000000.0,,15293000000.0,,3069000000.0,-28595000000.0,-1778000000.0,-536000000.0,,-279000000.0,-0.8499999999999996,-5371000000.0,2500000000.0,0.0,0.3691,11.2929,0.6333,-0.8499999999999996,722000000.0,-0.03504871509841104,-0.0071113941516743615,0.01874453575799965,0.062178702570379434,-0.023589661943427268,-0.11626234224808736,-0.02524916943521595,0.0,0.3691038620172478,61643000000.0,3457000000.0,5995000000.0,8495000000.0,5.33,5.33,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2025-03-31,77342000000.0,11236000000.0,29699000000.0,,15447000000.0,,3711000000.0,14040000000.0,569000000.0,240000000.0,,80000000.0,0.37,2378000000.0,,0.0,,7.7784,0.4597,0.37,569000000.0,0.01553699747523791,0.003103100514597502,0.017094017094017096,0.040527065527065524,0.007356934136691578,0.03683563151420988,0.040527065527065524,0.0,0.3783292366746355,61935000000.0,3660000000.0,5950000000.0,8450000000.0,5.640000000000001,5.640000000000001,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2025-06-30,78395000000.0,10982000000.0,28554000000.0,,17440000000.0,,3331000000.0,30688000000.0,2671000000.0,2370000000.0,,525000000.0,3.63,4235000000.0,,0.0,,7.1599,0.5186,3.63,2671000000.0,0.13589449541284404,0.030231519867338477,0.0772288842544317,0.08703727841501564,0.03407105044964602,0.15315366972477065,0.08703727841501564,0.0,0.3846046088113749,62217000000.0,4688000000.0,5740000000.0,8240000000.0,7.1899999999999995,7.1899999999999995,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2025-09-30,79623000000.0,11230000000.0,28249000000.0,,18822000000.0,,3791000000.0,47361000000.0,4355000000.0,3786000000.0,,886000000.0,5.8,6082000000.0,,0.0,,8.0034,0.5889,5.8,4355000000.0,0.20114759324195092,0.04754907501601296,0.07993919047317413,0.09195329490509069,0.054695251372090976,0.23137817447667622,0.09195329490509069,0.0,0.39753619597153883,63494000000.0,5860000000.0,5817000000.0,8317000000.0,8.95,8.95,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
2025-12-31,81317000000.0,10968000000.0,27624000000.0,,20853000000.0,,4310000000.0,-28725000000.0,-1773000000.0,-1391000000.0,,-311000000.0,-2.1400000000000006,-4353000000.0,2400000000.0,0.0,0.3964,9.0523,0.7152,-2.1400000000000006,627000000.0,-0.06670503045125402,-0.0171058942164615,0.04842471714534378,0.06172323759791123,-0.021803558911420735,-0.08502373759171342,-0.021827676240208878,0.0,0.3970460469157255,63364000000.0,5005000000.0,5822000000.0,8222000000.0,7.659999999999999,7.659999999999999,0.0,1.393556,76.39,34.735,18.86088,41663.207,8.3227,2.1836,0.6575
