report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-03-31,61662000000.0,16019000000.0,14167000000.0,61662000000.0,5206000000.0,25849000000.0,12666000000.0,3221000000.0,-1381000000.0,-1357000000.0,,-394000000.0,-4.29,447000000.0,,25849000000.0,,,1.757,-4.29,-1381000000.0,-0.2606607760276604,-0.022007070805358242,-0.4212977336230984,-0.42874883576529027,-0.02239628944893127,-0.044469489615198844,-0.42874883576529027,4.965232424126008,1.1307263358509212,10597000000.0,-6757000000.0,-6768000000.0,-4280000000.0,,-29.59,-29.59,-6.039485981308411,,1.3601625,119.21,52.0,10.49866,29920.549,8.9235,2.3688,0.5065
2021-06-30,71049000000.0,24673000000.0,18064000000.0,71049000000.0,4904000000.0,32303000000.0,20838000000.0,8692000000.0,-1651000000.0,-1791000000.0,,-524000000.0,-5.6,3122000000.0,,32303000000.0,,,1.1596,-5.6,-1651000000.0,-0.3652120717781403,-0.0252079550732593,-0.20605154164749195,-0.18994477680625863,-0.02323748398992245,-0.04437337060230602,-0.18994477680625863,6.587071778140293,1.3658658104517272,9835000000.0,-5217000000.0,-5810000000.0,-3322000000.0,,-22.6,-22.6,-9.723961468994581,,1.3601625,119.21,52.0,10.49866,29920.549,8.9235,2.3688,0.5065
2021-09-30,69294000000.0,23057000000.0,16935000000.0,,5431000000.0,31520000000.0,19256000000.0,16442000000.0,-614000000.0,-1318000000.0,,-394000000.0,-4.1,2336000000.0,,31520000000.0,,,0.7754,-4.1,-614000000.0,-0.24268090591051372,-0.019020405807140588,-0.08016056440822285,-0.03734338888213113,-0.008860796028516178,-0.01661660036264242,-0.03734338888213113,5.803719388694532,1.3614998523767345,14334000000.0,-1363000000.0,-2200000000.0,288000000.0,,-7.79,-7.79,109.44444444444444,,1.3601625,119.21,52.0,10.49866,29920.549,8.9235,2.3688,0.5065
2021-12-31,68175000000.0,21834000000.0,18304000000.0,,5029000000.0,30361000000.0,18283000000.0,-3721000000.0,2624000000.0,2502000000.0,,719000000.0,7.890000000000001,-3838000000.0,2485000000.0,30361000000.0,1.1929,,0.5755,7.890000000000001,5109000000.0,0.4975144163849672,0.0366996699669967,-0.6723998925020156,-0.7051867777479173,0.038489182251558486,0.07414523876801356,-1.373018005912389,6.037184330880891,1.192854020979021,24634000000.0,-1964000000.0,-1022000000.0,1463000000.0,,-6.099999999999998,-6.099999999999998,20.752563226247435,,1.3601625,119.21,52.0,10.49866,29920.549,8.9235,2.3688,0.5065
2022-03-31,69038000000.0,22612000000.0,21788000000.0,69038000000.0,3624000000.0,29665000000.0,18468000000.0,7566000000.0,-1376000000.0,-1377000000.0,,-375000000.0,-4.24,1476000000.0,,29665000000.0,,,0.5193,-4.24,-1376000000.0,-0.37996688741721857,-0.01994553724036038,-0.18199841395717684,-0.18186624372191382,-0.019931052463860482,-0.04133497551743819,-0.18186624372191382,8.185706401766005,1.0378189829263815,28979000000.0,-1984000000.0,-1017000000.0,1468000000.0,,-6.049999999999999,-6.049999999999999,20.207765667574932,,1.3601625,119.21,52.0,10.49866,29920.549,8.9235,2.3688,0.5065
2022-06-30,70381000000.0,24371000000.0,23444000000.0,,3964000000.0,29175000000.0,16885000000.0,19678000000.0,-498000000.0,-1048000000.0,,-245000000.0,-3.22,4167000000.0,,29175000000.0,,,0.3249,-3.22,-498000000.0,-0.26437941473259335,-0.01489038234750856,-0.05325744486228275,-0.02530744994410001,-0.007075773291087083,-0.015027610971966565,-0.02530744994410001,7.3599899091826435,1.0395410339532503,39965000000.0,-1241000000.0,136000000.0,2621000000.0,,-3.6699999999999995,-3.6699999999999995,11.131247615413963,,1.3601625,119.21,52.0,10.49866,29920.549,8.9235,2.3688,0.5065
2022-09-30,68968000000.0,22689000000.0,21989000000.0,,4898000000.0,28490000000.0,11258000000.0,32555000000.0,960000000.0,-106000000.0,,-34000000.0,-0.33,4908000000.0,,28490000000.0,,,0.2609,-0.33,960000000.0,-0.021641486320947326,-0.0015369446699918803,-0.003256028259867916,0.02948855782521886,0.013919498898039671,0.02875284533365281,0.02948855782521886,5.816659861167824,1.0318340988676156,56078000000.0,-29000000.0,1710000000.0,4195000000.0,,0.10000000000000014,0.10000000000000014,6.791418355184744,,1.3601625,119.21,52.0,10.49866,29920.549,8.9235,2.3688,0.5065
2022-12-31,67358000000.0,20058000000.0,19992000000.0,,6896000000.0,28283000000.0,7166000000.0,-14844000000.0,3251000000.0,3268000000.0,,907000000.0,10.020000000000001,-4485000000.0,2456000000.0,28283000000.0,1.0033,16.7235,0.2742,10.020000000000001,5707000000.0,0.47389791183294666,0.04851687995486802,-0.22015629210455404,-0.2190110482349771,0.04826449716440512,0.09241308735325052,-0.38446510374562115,4.101363109048724,1.0033013205282113,44955000000.0,737000000.0,2337000000.0,4793000000.0,,2.2300000000000013,2.2300000000000013,5.900897141664928,,1.3601625,119.21,52.0,10.49866,29920.549,8.9235,2.3688,0.5065
2023-03-31,70417000000.0,21586000000.0,23635000000.0,,6668000000.0,27460000000.0,7634000000.0,11429000000.0,-43000000.0,-194000000.0,,-62000000.0,-0.59,3142000000.0,,27460000000.0,,7.5587,0.2973,-0.59,-43000000.0,-0.029094181163767247,-0.002755016544300382,-0.016974363461370198,-0.003762358911540817,-0.0006106479969325589,-0.0012599624941397093,-0.003762358911540817,4.118176364727055,0.9133065369155913,48818000000.0,1920000000.0,3670000000.0,6126000000.0,,5.880000000000002,5.880000000000002,4.482533463924257,,1.3601625,119.21,52.0,10.49866,29920.549,8.9235,2.3688,0.5065
2023-06-30,73341000000.0,23306000000.0,25575000000.0,,7705000000.0,26713000000.0,9605000000.0,25607000000.0,1474000000.0,881000000.0,,250000000.0,2.66,6941000000.0,,26713000000.0,,6.7501,0.3537,2.66,1474000000.0,0.11434133679428943,0.012012380523854324,0.03440465497715468,0.057562385285273555,0.02009789885602869,0.042826428031843805,0.057562385285273555,3.4669695003244647,0.9112805474095796,54747000000.0,3849000000.0,5642000000.0,8098000000.0,,11.760000000000002,11.760000000000002,3.2987157322795753,,1.3601625,119.21,52.0,10.49866,29920.549,8.9235,2.3688,0.5065
2023-09-30,73153000000.0,21912000000.0,24756000000.0,,8853000000.0,25932000000.0,7478000000.0,40091000000.0,3213000000.0,2018000000.0,,598000000.0,6.08,7821000000.0,,25932000000.0,,4.7712,0.2601,6.08,3213000000.0,0.22794532926691516,0.0275860183451123,0.0503354867676037,0.08014267541343444,0.043921643678318044,0.09236739974126779,0.08014267541343444,2.929176550321925,0.8851187590887057,62283000000.0,5973000000.0,7895000000.0,10351000000.0,,18.17,18.17,2.505265191768911,,1.3601625,119.21,52.0,10.49866,29920.549,8.9235,2.3688,0.5065
2024-06-30,73254000000.0,20003000000.0,25855000000.0,,10526000000.0,21687000000.0,10864000000.0,27525000000.0,2028000000.0,1199000000.0,,376000000.0,3.6,5723000000.0,,21687000000.0,,5.4125,0.2856,3.6,2028000000.0,0.11390841725251757,0.016367706882900592,0.04356039963669391,0.07367847411444142,0.027684495044639202,0.06295594946139757,0.07367847411444142,2.060326809804294,0.7736608006188358,104652000000.0,3904000000.0,6672000000.0,6672000000.0,,11.75,11.75,3.2504496402877696,,1.3601625,119.21,52.0,10.49866,29920.549,8.9235,2.3688,0.5065
2024-12-31,74083000000.0,18883000000.0,23314000000.0,,12675000000.0,,8769000000.0,57063000000.0,5096000000.0,3149000000.0,,1019000000.0,9.45,9445000000.0,2928000000.0,0.0,0.8099,10.1409,0.5596,9.45,8024000000.0,0.24844181459566075,0.042506377981453236,0.055184620507158756,0.08930480346283932,0.06878771108081476,0.40205128205128204,0.14061651157492597,0.0,0.8099425238054387,150286000000.0,7247000000.0,11811000000.0,14739000000.0,,21.79,21.79,0.0,,1.3601625,119.21,52.0,10.49866,29920.549,8.9235,2.3688,0.5065
2025-03-31,76111000000.0,20148000000.0,25798000000.0,,12616000000.0,,9370000000.0,13213000000.0,607000000.0,387000000.0,,91000000.0,1.16,3710000000.0,,0.0,,6.1825,0.3919,1.16,607000000.0,0.030675332910589728,0.005084678955735702,0.02928933625974419,0.045939604934534174,0.007975194124370984,0.0481135066582118,0.045939604934534174,0.0,0.7809907744786417,137892000000.0,6753000000.0,10944000000.0,13872000000.0,,20.29,20.29,0.0,,1.3601625,119.21,52.0,10.49866,29920.549,8.9235,2.3688,0.5065
2025-06-30,77163000000.0,20258000000.0,28992000000.0,,13373000000.0,,9354000000.0,28448000000.0,1932000000.0,1361000000.0,,366000000.0,4.12,5927000000.0,,0.0,,7.8572,0.4485,4.12,1932000000.0,0.1017722276228221,0.017637987118178402,0.04784167604049494,0.06791338582677166,0.02503790676878815,0.14447020115157408,0.06791338582677166,0.0,0.6987444812362031,126249000000.0,6096000000.0,9663000000.0,12591000000.0,,18.33,18.33,0.0,,1.3601625,119.21,52.0,10.49866,29920.549,8.9235,2.3688,0.5065
2025-09-30,76313000000.0,18094000000.0,27119000000.0,,14309000000.0,,6730000000.0,43673000000.0,3328000000.0,2309000000.0,,672000000.0,7.02,7145000000.0,,0.0,,9.484,0.5352,7.02,3328000000.0,0.16136697183590748,0.03025696801331359,0.0528701943992856,0.07620268815973255,0.04360986987800244,0.232580893144175,0.07620268815973255,0.0,0.6672074929016557,142397000000.0,7206000000.0,10963000000.0,13891000000.0,,21.75,21.75,0.0,,1.3601625,119.21,52.0,10.49866,29920.549,8.9235,2.3688,0.5065
2025-12-31,76448000000.0,16857000000.0,26133000000.0,,15282000000.0,,5942000000.0,-26264000000.0,-1154000000.0,-704000000.0,,-176000000.0,-2.1000000000000014,-8351000000.0,2939000000.0,0.0,0.645,10.7964,0.6128,-2.1000000000000014,1785000000.0,-0.04606726868210967,-0.009208874005860193,0.026804751751446847,0.04393847091075236,-0.015095228128924236,-0.07551367622039,-0.06796375266524521,0.0,0.645046492939961,59070000000.0,3353000000.0,4713000000.0,7652000000.0,,10.2,10.2,0.0,,1.3601625,119.21,52.0,10.49866,29920.549,8.9235,2.3688,0.5065
