report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-03-31,5292900000.0,1827500000.0,1148700000.0,3194900000.0,2082699999.9999998,1433700000.0,360800000.0,433800000.0,1078400000.0,289800000.0,117600000.0,77700000.0,,22400000.0,1.42,58900000.0,42600000.0,1794500000.0,,28.6841,2.8607,1.42,160200000.0,0.03730734143179527,0.014680043076574278,0.07205118694362017,0.26873145400593473,0.10905044510385757,0.022218443575355667,0.030331166821417517,0.148553412462908,0.8616219330676527,1.5909288761208322,4174100000.0,353900000.0,531800000.0,1185600000.0,693100000.0,6.4799999999999995,6.4799999999999995,2.5890924830471795,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2021-06-30,5172800000.0,1745100000.0,999400000.0,3031900000.0,2125700000.0,1434200000.0,137600000.0,265400000.0,2270200000.0,620600000.0,270300000.0,173500000.0,,41200000.0,3.16,209300000.0,83500000.0,1571800000.0,,28.0733,2.7777,3.16,353800000.0,0.08162017217857646,0.03354082895143829,0.07642498458285614,0.27336798519954186,0.11906439961236895,0.05225409836065574,0.07310344827586207,0.1558452999735706,0.7394270122783083,1.746147688613168,4404800000.0,364200000.0,551800000.0,1212200000.0,719000000.0,6.6499999999999995,6.6499999999999995,2.1860917941585534,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2021-09-30,5241700000.0,1833200000.0,1035400000.0,3063600000.0,2168800000.0,1434900000.0,128900000.0,257900000.0,3483800000.0,950900000.0,425600000.0,282000000.0,,71100000.0,5.14,306800000.0,122600000.0,1563800000.0,,27.0808,2.7078,5.14,548200000.0,0.1300258207303578,0.05379933990880821,0.08094609334634595,0.2729490785923417,0.12216545151845686,0.08119503214605948,0.11402239725660397,0.15735690912222286,0.7210438952416083,1.770523469190651,4740500000.0,375900000.0,564200000.0,1239500000.0,737000000.0,6.839999999999999,6.839999999999999,2.1218453188602444,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2021-12-31,5281500000.0,1879300000.0,1065200000.0,3040800000.0,2229800000.0,1435500000.0,9700000.0,286200000.0,-2638300000.0,-709800000.0,-281200000.0,-133700000.0,,-46500000.0,-2.4399999999999986,,-99600000.0,1445200000.0,1.7643,28.3731,2.9788,-2.4399999999999986,-380800000.0,-0.05996053457709211,-0.02531477799867462,0.05067657203502255,0.2690368798089679,0.1065837850130766,-0.05324245006153555,-0.07651700680272108,0.14433536747147785,0.6481298771190241,1.7642696207285018,4194100000.0,399500000.0,532300000.0,1151500000.0,681400000.0,7.28,7.28,2.1209275022013503,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2022-03-31,5169700000.0,1927100000.0,962100000.0,2945300000.0,2213300000.0,1436100000.0,7800000.0,359000000.0,1156100000.0,323100000.0,142900000.0,180200000.0,,29600000.0,3.31,,34700000.0,1443900000.0,,19.8438,2.4874,3.31,177600000.0,0.08141688880856639,0.03485695494902993,0.15586886947495893,0.2794740939365107,0.12360522446155177,0.027641836083331723,0.039073608224871485,0.1536199290718796,0.652374282745222,2.0030142396840245,4271800000.0,502000000.0,557600000.0,1184800000.0,698800000.0,9.170000000000002,9.170000000000002,2.066256439610761,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2022-06-30,5238200000.0,2034200000.0,1002900000.0,2970300000.0,2256900000.0,1436700000.0,5800000.0,424200000.0,2412100000.0,706300000.0,333500000.0,302200000.0,,68500000.0,5.57,,69400000.0,1442500000.0,,18.1459,2.2785,5.57,402900000.0,0.13390048296335683,0.05769157344125845,0.12528502135069028,0.2928153890800547,0.13826126611666184,0.06366690848001222,0.09014975401416446,0.16703287591725052,0.6391510478975586,2.0283178781533553,4413700000.0,630700000.0,620800000.0,1270500000.0,747900000.0,11.580000000000002,11.580000000000002,1.928733787939564,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2022-09-30,5338400000.0,1994500000.0,1062500000.0,3008200000.0,2318700000.0,1437300000.0,4000000.0,366900000.0,3728300000.0,1104800000.0,537100000.0,441300000.0,,107300000.0,8.14,,107600000.0,1441300000.0,,21.4212,2.6968,8.14,644700000.0,0.19032216328114893,0.08266521804285928,0.11836493844379475,0.2963280851862779,0.14406029557707267,0.10061066986362956,0.14284574468085107,0.1729206340691468,0.6215983093975073,1.8771764705882352,4658200000.0,790000000.0,732300000.0,1424400000.0,844400000.0,14.580000000000002,14.580000000000002,1.706892468024633,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2022-12-31,5402600000.0,2021400000.0,1088500000.0,3032000000.0,2360900000.0,1437900000.0,4700000.0,440500000.0,-2348600000.0,-662600000.0,-304400000.0,-377800000.0,,-65200000.0,-6.950000000000003,,-63200000.0,1442600000.0,1.8571,23.0879,2.5473,-6.950000000000003,-367600000.0,-0.16002371976788513,-0.06992929330322438,0.1608617900025547,0.2821255215873286,0.1296091288427148,-0.05634324214267205,-0.0800315498882608,0.15651877714383036,0.611038163412258,1.8570509875976113,4947900000.0,545900000.0,709100000.0,1471600000.0,857600000.0,10.069999999999997,10.069999999999997,1.6821361940298507,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2023-03-31,5480800000.0,2098700000.0,1052100000.0,2997700000.0,2472700000.0,1438500000.0,4700000.0,429800000.0,1285400000.0,448300000.0,248800000.0,181900000.0,,51600000.0,3.37,,35600000.0,1443200000.0,,23.806,2.5676,3.37,284400000.0,0.07356331136005176,0.03318858560794045,0.14151236969036876,0.34876303096312433,0.19355842539287382,0.045394832871113705,0.0635358410582497,0.22125408433172553,0.5836534961782667,1.994772360041821,5077200000.0,547600000.0,815000000.0,1596800000.0,964400000.0,10.129999999999999,10.129999999999999,1.4964744919120696,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2023-06-30,5640900000.0,2205800000.0,1069800000.0,3009800000.0,2620700000.0,1439100000.0,1800000.0,492600000.0,2651300000.0,944500000.0,536600000.0,388700000.0,,117200000.0,7.19,,72500000.0,1440900000.0,,28.0959,3.4254,7.19,609100000.0,0.1483191513717709,0.06890744384761296,0.1466073247086335,0.3562403349300343,0.2023912797495568,0.09512666418479321,0.1321154224935986,0.22973635575000942,0.5498149349410463,2.0618807253692277,5316400000.0,634100000.0,1018100000.0,1835000000.0,1170600000.0,11.749999999999998,11.749999999999998,1.2309072270630446,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2023-09-30,5768300000.0,2318400000.0,1071400000.0,3017800000.0,2739100000.0,1439700000.0,3300000.0,572800000.0,4027100000.0,1431900000.0,812900000.0,588800000.0,,180200000.0,10.89,,110100000.0,1443000000.0,,23.9197,3.1612,10.89,923000000.0,0.21496111861560366,0.10207513478841253,0.14620943110426857,0.35556604007846837,0.20185741600655557,0.14092540263162456,0.1943760311805074,0.22919718904422537,0.5268153773137162,2.1638977039387717,5615200000.0,781600000.0,1293900000.0,2162100000.0,1448900000.0,14.499999999999998,14.499999999999998,0.9959279453378425,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2023-12-31,6914000000.0,2167200000.0,1323400000.0,4024700000.0,2877000000.0,2023200000.0,117400000.0,336100000.0,-2590900000.0,-936600000.0,-559800000.0,-399600000.0,,-131700000.0,-7.400000000000002,,-68500000.0,2140600000.0,1.6376,23.2139,3.2828,-7.400000000000002,-628300000.0,-0.13889468196037538,-0.057795776684986984,0.15423212011270215,0.3614960052491412,0.2160639160137404,-0.08096615562626555,-0.11156728316326531,0.2425026052722992,0.7440389294403893,1.6376001209007103,5372900000.0,759800000.0,1038500000.0,1888100000.0,1188200000.0,14.05,14.05,1.8015485608483421,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2024-03-31,6862100000.0,2232500000.0,1348700000.0,3919000000.0,2930400000.0,1895700000.0,219700000.0,388200000.0,1399100000.0,447700000.0,228500000.0,147800000.0,,52300000.0,2.73,92200000.0,59900000.0,2115400000.0,,30.8323,4.0781,2.73,288400000.0,0.05043680043680044,0.02153859605660075,0.10563933957544136,0.3199914230576799,0.16331927667786433,0.03329884437708573,0.045285187680843476,0.20613251375884498,0.7218809718809719,1.6552976940757766,5486600000.0,725700000.0,1018200000.0,1887500000.0,1192200000.0,13.41,13.41,1.774366716993793,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2024-06-30,6871700000.0,2274700000.0,1258500000.0,3805400000.0,3052600000.0,1892700000.0,110500000.0,397200000.0,2851600000.0,956400000.0,529700000.0,361400000.0,,117300000.0,6.67,331800000.0,109500000.0,2003200000.0,,26.3219,3.4596,6.67,639200000.0,0.1183908799056542,0.052592517135497764,0.12673586758311123,0.33539065787628,0.18575536540889326,0.07708427317839836,0.10477075833695954,0.22415486042923272,0.6562274782152919,1.8074692093762414,5686900000.0,698400000.0,1011300000.0,1899400000.0,1222300000.0,12.889999999999999,12.889999999999999,1.6388775259756196,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2024-09-30,6935000000.0,2319100000.0,1396700000.0,3706200000.0,3215000000.0,1640300000.0,291200000.0,435700000.0,4294200000.0,1453500000.0,833500000.0,580800000.0,,175800000.0,10.73,558800000.0,158800000.0,1931500000.0,,30.5856,4.077,10.73,992300000.0,0.18065318818040435,0.08374909877433309,0.1352522006427274,0.33847980997624705,0.19409901727912068,0.12018745493871666,0.16195472651316428,0.23107912998928787,0.6007776049766719,1.6604138326054272,5954000000.0,690400000.0,1031900000.0,1921000000.0,1291600000.0,12.729999999999999,12.729999999999999,1.4954320222979252,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2024-12-31,6679100000.0,2089300000.0,1274200000.0,3396400000.0,3268300000.0,1442700000.0,125400000.0,329100000.0,-2916400000.0,-953500000.0,-500100000.0,-312200000.0,,-123600000.0,-5.760000000000003,,-116100000.0,1568100000.0,1.772,28.9047,3.9943,-5.760000000000003,-616200000.0,-0.09552366673805954,-0.046742824632061204,0.10704978740913455,0.32694417775339457,0.17147853518035935,-0.07487535745834019,-0.1034033578694897,0.21128788917843916,0.47979071688645475,1.6396954952126825,5628500000.0,777800000.0,1091600000.0,1904100000.0,1303700000.0,14.37,14.37,1.2028073943391884,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2025-03-31,6922100000.0,2261800000.0,1938300000.0,3649900000.0,3261400000.0,1044000000.0,816100000.0,346900000.0,1365200000.0,451200000.0,239000000.0,169700000.0,,48900000.0,3.15,37400000.0,46700000.0,1860100000.0,,22.1683,3.1688,3.15,285700000.0,0.05203286931992396,0.02451568165730053,0.12430413126281864,0.3305010254907706,0.17506592440668034,0.03452709437887346,0.046666015815679,0.20927336653970113,0.5703378917029497,1.1668988288706599,5594600000.0,799700000.0,1102100000.0,1907600000.0,1301000000.0,14.789999999999997,14.789999999999997,1.4297463489623368,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2025-06-30,7149000000.0,2476400000.0,1908400000.0,3650200000.0,3487700000.0,1044400000.0,802700000.0,382600000.0,2849500000.0,994700000.0,566700000.0,407400000.0,,116500000.0,7.58,298000000.0,95200000.0,1847100000.0,,26.253,3.8742,7.58,661900000.0,0.11681050549072454,0.05698699118757868,0.1429724513072469,0.3490787857518863,0.19887699596420425,0.07926982794796475,0.10622703756466971,0.23228636602912792,0.5296040370444706,1.297631523789562,5592500000.0,845700000.0,1139100000.0,1945900000.0,1323700000.0,15.699999999999998,15.699999999999998,1.3954068142328322,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2025-09-30,7526900000.0,2790000000.0,2054300000.0,3833900000.0,3681300000.0,1044800000.0,951500000.0,666800000.0,4351900000.0,1539000000.0,897300000.0,662900000.0,,170900000.0,12.35,582300000.0,144600000.0,1996300000.0,,26.3927,4.0214,12.35,1041900000.0,0.18007225708309565,0.08807078611380516,0.1523242721569889,0.35363864059376365,0.20618580390174407,0.11921242476982556,0.15804213047766663,0.23941267032790275,0.542281259337734,1.358126855863311,5650200000.0,927800000.0,1202900000.0,2031400000.0,1373300000.0,17.319999999999997,17.319999999999997,1.4536517876647492,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
2025-12-31,8228800000.0,2594000000.0,1508700000.0,4370900000.0,3847900000.0,2036300000.0,289100000.0,482500000.0,-2722000000.0,-920800000.0,-494200000.0,-352900000.0,,-109100000.0,-6.539999999999999,112100000.0,-80400000.0,2325400000.0,1.7194,26.4124,4.0383,-6.539999999999999,-574600000.0,-0.09171236258738533,-0.042885961501069415,0.1296473181484203,0.3382806759735489,0.18155767817781043,-0.060057359517791176,-0.0800544279396757,0.21109478324761205,0.604329634346007,1.7193610393053622,5844600000.0,887100000.0,1208800000.0,2064100000.0,1414900000.0,16.54,16.54,1.6435083751501873,1.016126,533.8,299.425,0.51494,26275.121,29.4037,6.1338,4.4956
