report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2022-06-30,2513252000.0,1949728000.0,799758000.0,,1472407000.0,,695230000.0,614461000.0,294752000.0,56341000.0,44849000.0,12153000.0,1.66,26948000.0,-28921000.0,12467000.0,-41388000.0,0.0,,15.1385,2.0834,1.66,56341000.0,0.030459648724843063,0.017845007185908934,0.07298917262446274,0.47969195766696343,0.0916917428445418,0.02241756895050715,0.03826455592781072,-0.06735659382776124,0.0916917428445418,0.0,2.437897463982855,3260122000.0,448674000.0,559216000.0,1641800000.0,66731000.0,559216000.0,16.21,16.21,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2022-09-30,2466349000.0,1913285000.0,728624000.0,,1515839000.0,,419259000.0,1490075000.0,716673000.0,184172000.0,146373000.0,39547000.0,5.0,26815000.0,-236846000.0,24254000.0,-261100000.0,0.0,,18.5075,2.4295,5.0,184172000.0,0.09656236579214547,0.05934804847164777,0.09823196818952067,0.4809643809875342,0.12359914769390802,0.07467394111701142,0.1214983913199225,-0.17522607922420014,0.12359914769390802,0.0,2.6258879751421857,3523617000.0,444860000.0,553375000.0,1730882000.0,5024000.0,553375000.0,15.84,15.84,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2022-12-31,2809289000.0,2243749000.0,815306000.0,,1769172000.0,,1057843000.0,2835715000.0,1429202000.0,546832000.0,425035000.0,126189000.0,15.0,26740000.0,477883000.0,56059000.0,421824000.0,0.0,,21.3919,2.9578,15.0,546832000.0,0.2402451542303405,0.15129628884746282,0.14988636023013596,0.5040005783373858,0.19283743253465174,0.1946513868811646,0.30908922365942937,0.1487540179460912,0.19283743253465174,0.0,2.7520329790287326,3945000000.0,486765000.0,616798000.0,1911272000.0,240793000.0,616798000.0,17.11,17.11,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2023-03-31,2556203000.0,1910253000.0,497380000.0,,1765733000.0,,981795000.0,-1312965000.0,-615257000.0,-134594000.0,-99435000.0,-28629000.0,-2.66,-53817000.0,325306000.0,-11755000.0,313551000.0,0.0,3.8406,22.9282,3.2669,-2.66,-134594000.0,-0.05631372353577806,-0.038899492724169406,0.07573316882018942,0.46860121937751575,0.10251149116693895,-0.052653877645867715,-0.076225567512189,-0.2388113925352161,0.10251149116693895,0.0,3.840630905947163,3627286000.0,516822000.0,652751000.0,1825370000.0,432887000.0,652751000.0,19.0,19.0,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2023-06-30,2847902000.0,2175159000.0,735804000.0,,1802121000.0,,1046889000.0,675791000.0,346424000.0,70736000.0,63552000.0,17812000.0,2.0,26321000.0,125262000.0,30732000.0,94530000.0,0.0,,25.7506,3.7386,2.0,70736000.0,0.03526511260897576,0.02231537461612092,0.09404090909763521,0.51262002601396,0.10467141468294192,0.02483793332776198,0.03925152639584135,0.13988052519196023,0.10467141468294192,0.0,2.956166316029812,3688616000.0,535525000.0,667146000.0,1877042000.0,568805000.0,667146000.0,19.34,19.34,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2023-09-30,2848533000.0,2179881000.0,759390000.0,,1795130000.0,,823051000.0,1767698000.0,929443000.0,295353000.0,242099000.0,73582000.0,9.0,26251000.0,121528000.0,57436000.0,64092000.0,0.0,,22.0814,3.4638,9.0,295353000.0,0.13486432737461912,0.0849907654220611,0.13695721780530384,0.5257928673336735,0.1670834045181926,0.10368600258448822,0.1645301454490761,0.0362573244977366,0.1670834045181926,0.0,2.8705684825978746,3966239000.0,631251000.0,778327000.0,2089812000.0,893997000.0,778327000.0,23.34,23.34,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2023-12-31,3347459000.0,2648854000.0,927442000.0,,2104190000.0,,1650802000.0,3328005000.0,1846012000.0,783252000.0,632018000.0,182716000.0,24.0,26114000.0,1061858000.0,74078000.0,987780000.0,0.0,,23.7623,4.175,24.0,783252000.0,0.3003616593558566,0.18880529978111757,0.18990896948772612,0.5546902724004321,0.2353518098680741,0.2339840458090749,0.37223444650910803,0.29680844830461495,0.2353518098680741,0.0,2.8560858792247923,4458529000.0,838234000.0,1014747000.0,2506622000.0,1459953000.0,1014747000.0,32.34,32.34,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2024-03-31,3135579000.0,2443483000.0,719993000.0,,2107468000.0,,1502051000.0,-1483731000.0,-736391000.0,-221827000.0,-178106000.0,-54732000.0,-6.0,-52638000.0,-275464000.0,-72881000.0,-348345000.0,0.0,3.3938,31.4448,5.5703,-6.0,-221827000.0,-0.08451184074918339,-0.05680163057604353,0.12003927935724198,0.49631031500993106,0.14950621103151449,-0.07074514786583275,-0.10525758872732587,0.23477638466811032,0.14950621103151449,0.0,3.3937593837717865,4287763000.0,759563000.0,927514000.0,2385488000.0,798057000.0,927514000.0,28.999999999999996,28.999999999999996,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2024-06-30,3306219000.0,2612830000.0,912470000.0,,2074482000.0,,1438397000.0,825347000.0,470000000.0,132807000.0,115625000.0,33528000.0,4.0,25581000.0,112650000.0,22521000.0,90129000.0,0.0,,29.6442,5.4223,4.0,132807000.0,0.055736805621837165,0.0349719725160372,0.14009259135854374,0.5694574524412156,0.16091050188587347,0.04016884543945819,0.06401935519324824,0.1092013419810092,0.16091050188587347,0.0,2.8634694839282386,4437319000.0,811636000.0,989585000.0,2509064000.0,793656000.0,989585000.0,31.0,31.0,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2024-09-30,3398136000.0,2701294000.0,875640000.0,,2223239000.0,,1225681000.0,2136667000.0,1203272000.0,437893000.0,357946000.0,110119000.0,2.0,153127000.0,22100000.0,45367000.0,-23267000.0,0.0,,27.7696,5.2204,2.0,437893000.0,0.16100203351956313,0.10533598419839582,0.16752540288215242,0.5631537342973894,0.2049420897126225,0.12886270590700313,0.1969617301603651,-0.010889389876850253,0.2049420897126225,0.0,3.084936731990316,4806288000.0,927483000.0,1132125000.0,2782893000.0,706297000.0,1132125000.0,24.0,24.0,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2024-12-31,3964353000.0,3274112000.0,1032882000.0,,2630919000.0,,2240923000.0,3963832000.0,2305895000.0,1005167000.0,814680000.0,237327000.0,5.0,152924000.0,1117515000.0,69729000.0,1047786000.0,0.0,,32.7365,6.2665,5.0,1005167000.0,0.3096560555456097,0.2055013768955489,0.20552838768141535,0.5817337869011603,0.2535846625184922,0.2535513361196644,0.3820592728244389,0.2643366318249613,0.2535846625184922,0.0,3.1698800056540826,5442115000.0,1110145000.0,1354040000.0,3242776000.0,766303000.0,1354040000.0,5.0,5.0,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2025-03-31,3570252000.0,2860475000.0,769941000.0,,2513013000.0,,1889188000.0,-1940234000.0,-1093504000.0,-396775000.0,-322160000.0,-103766000.0,-5.0,-178962000.0,-207742000.0,-51446000.0,-259188000.0,0.0,3.7152,17.5606,3.4038,-5.0,-396775000.0,-0.12819671048259598,-0.09023452686252958,0.16604182794446443,0.5635938757902398,0.2044985295588058,-0.1111336118570902,-0.1578881605467222,0.1335859489113169,0.2044985295588058,0.0,3.715187267595829,4985612000.0,966091000.0,1179092000.0,2885663000.0,855460000.0,1179092000.0,6.0,6.0,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2025-06-30,3839271000.0,3074828000.0,1046996000.0,,2467479000.0,,1720416000.0,964538000.0,537906000.0,165287000.0,139203000.0,43863000.0,0.0,149635000.0,36146000.0,23940000.0,12206000.0,0.0,,15.559,3.0055,0.0,165287000.0,0.05641506979390706,0.0362576645410027,0.1443209080409481,0.5576825381685325,0.1713639068652557,0.0430516626724188,0.0669861830637667,0.01265476321306159,0.1713639068652557,0.0,2.936809691727571,5124803000.0,989669000.0,1211572000.0,2953569000.0,777537000.0,1211572000.0,2.0,2.0,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2025-09-30,3784279000.0,2971475000.0,968798000.0,,2466030000.0,,1414479000.0,2395378000.0,1341728000.0,491808000.0,407355000.0,118067000.0,2.0,148638000.0,44233000.0,45943000.0,-1710000.0,0.0,,14.8042,2.8674,2.0,491808000.0,0.16518655490809114,0.10764401884744756,0.17005875481865493,0.5601320543146009,0.20531540324742065,0.12996081948503269,0.19943309692096203,-0.0007138748038931643,0.20531540324742065,0.0,3.0671770585818714,5383514000.0,1039078000.0,1265487000.0,3092025000.0,799094000.0,1265487000.0,2.0,2.0,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
2025-12-31,4102150000.0,3282390000.0,1149443000.0,,2609454000.0,,2086746000.0,4352927000.0,2513088000.0,1106174000.0,888500000.0,263835000.0,6.0,147202000.0,1086113000.0,67541000.0,1018572000.0,0.0,,14.5295,2.8112,6.0,1106174000.0,0.34049268544300837,0.21659373743037189,0.2041155296194951,0.5773329072598736,0.2541218816672092,0.269657131016662,0.42391013599013433,0.23399703234168642,0.2541218816672092,0.0,2.855635294660109,5772609000.0,1112898000.0,1366494000.0,3299218000.0,769880000.0,1366494000.0,3.0,3.0,0.0,1.2273043,133.43,78.91,2.0906,14987.077,14.4119,6.7528,2.7884
