report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-03-31,15677000000.0,5646000000.0,6483000000.0,,-167000000.0,,1238000000.0,979000000.0,5000000000.0,1791000000.0,904000000.0,660000000.0,61000000.0,197000000.0,1.0,704000000.0,213000000.0,1238000000.0,,18.4776,2.3193,1.0,1117000000.0,-3.9520958083832336,0.04209989156088537,0.132,0.3582,0.1808,0.057664093895515724,0.8440709617180205,0.2234,-7.413173652694611,0.8708931050439611,18867000000.0,2363000000.0,3240000000.0,6398000000.0,4136000000.0,257000000.0,5.6899999999999995,5.6899999999999995,0.2993230174081238,12.607003891050583,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2020-06-30,16173000000.0,5904000000.0,6494000000.0,,268000000.0,,850000000.0,1448000000.0,9600000000.0,3568000000.0,1829000000.0,1341000000.0,126000000.0,396000000.0,3.0,2283000000.0,414000000.0,850000000.0,,18.8106,2.5545,3.0,2243000000.0,5.003731343283582,0.08291597106288258,0.1396875,0.37166666666666665,0.19052083333333333,0.11308971743028504,1.6359570661896243,0.23364583333333333,3.171641791044776,0.9091469048352325,19267000000.0,2765000000.0,3744000000.0,7052000000.0,4584000000.0,251000000.0,6.6899999999999995,6.6899999999999995,0.18542757417102967,14.91633466135458,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2020-09-30,16531000000.0,6075000000.0,6102000000.0,,335000000.0,,517000000.0,1518000000.0,14300000000.0,5158000000.0,2495000000.0,1813000000.0,188000000.0,510000000.0,5.0,2842000000.0,606000000.0,517000000.0,,21.3386,2.6663,5.0,3101000000.0,5.411940298507463,0.109672736071623,0.12678321678321677,0.3606993006993007,0.17447552447552447,0.15092855846591252,2.9284037558685445,0.21685314685314686,1.5432835820895523,0.995575221238938,19667000000.0,2968000000.0,3999000000.0,7741000000.0,4745000000.0,241000000.0,7.6899999999999995,7.6899999999999995,0.1089567966280295,16.593360995850624,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2020-12-31,17523000000.0,5174000000.0,6443000000.0,,626000000.0,,486000000.0,303000000.0,-9800000000.0,-3695000000.0,-1984000000.0,-1462000000.0,-123000000.0,-427000000.0,-2.13,-2100000000.0,-437000000.0,486000000.0,0.803,19.4986,2.3961,-2.13,-2421000000.0,-2.3354632587859423,-0.08343320207726987,0.14918367346938777,0.37704081632653064,0.20244897959183675,-0.11322262169719796,-1.7841726618705036,0.2470408163265306,0.7763578274760383,0.8030420611516375,19100000000.0,2352000000.0,3244000000.0,6822000000.0,4040000000.0,252000000.0,6.87,6.87,0.12029702970297029,12.873015873015873,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2021-03-31,17226000000.0,5143000000.0,6694000000.0,17226000000.0,518000000.0,7548000000.0,1274000000.0,320000000.0,4743000000.0,1589000000.0,770000000.0,584000000.0,63000000.0,147000000.0,1.72,321000000.0,189000000.0,8822000000.0,,20.6502,2.4902,1.72,959000000.0,1.1274131274131274,0.033902240798792525,0.12312882142104153,0.33502002951718324,0.16234450769555134,0.04469987228607918,0.08244111349036402,0.20219270503900486,17.030888030888033,0.7682999701224977,18843000000.0,2276000000.0,3110000000.0,6620000000.0,3882000000.0,254000000.0,7.59,7.59,2.2725399278722307,12.244094488188976,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2021-06-30,17827000000.0,5572000000.0,7244000000.0,,524000000.0,,1493000000.0,306000000.0,9500000000.0,3069000000.0,1383000000.0,988000000.0,128000000.0,260000000.0,2.92,886000000.0,378000000.0,1493000000.0,,22.5821,2.3779,2.92,1761000000.0,1.8854961832061068,0.05542155157906546,0.104,0.32305263157894737,0.14557894736842106,0.07757895327312503,0.6856717897868121,0.18536842105263157,2.849236641221374,0.7691882937603534,18743000000.0,1923000000.0,2664000000.0,6121000000.0,3400000000.0,256000000.0,7.51,7.51,0.43911764705882356,10.40625,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2021-09-30,17775000000.0,5626000000.0,7258000000.0,,474000000.0,,1387000000.0,286000000.0,14500000000.0,4552000000.0,2040000000.0,1457000000.0,192000000.0,386000000.0,4.31,1668000000.0,572000000.0,1387000000.0,,22.3451,2.3096,4.31,2612000000.0,3.0738396624472575,0.08196905766526019,0.10048275862068966,0.3139310344827586,0.1406896551724138,0.11476793248945148,1.0961848468565287,0.18013793103448275,2.9261603375527425,0.7751446679526041,18943000000.0,1567000000.0,2209000000.0,5515000000.0,2911000000.0,260000000.0,6.819999999999999,6.819999999999999,0.47646856750257643,8.496153846153845,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2021-12-31,17837000000.0,5565000000.0,6749000000.0,,514000000.0,,433000000.0,270000000.0,-9343000000.0,-3222000000.0,-1632000000.0,-1215000000.0,-127000000.0,-314000000.0,-3.5999999999999996,-145000000.0,-373000000.0,433000000.0,0.8246,26.529,2.4755,-3.5999999999999996,-2005000000.0,-2.3638132295719845,-0.06811683579077199,0.1300438831210532,0.3448571122765707,0.17467622819222947,-0.09149520659303695,-1.723336853220697,0.21459916515037997,0.8424124513618677,0.8245666024596237,19400000000.0,1814000000.0,2561000000.0,5988000000.0,3327000000.0,256000000.0,5.35,5.35,0.1301472798316802,10.00390625,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2022-03-31,18672000000.0,5903000000.0,7257000000.0,,705000000.0,,969000000.0,493000000.0,5100000000.0,1520000000.0,693000000.0,523000000.0,65000000.0,114000000.0,1.55,204000000.0,188000000.0,969000000.0,,23.6715,2.0966,1.55,881000000.0,0.7418439716312056,0.02800985432733505,0.10254901960784314,0.2980392156862745,0.13588235294117648,0.03711439588688946,0.41397849462365593,0.1727450980392157,1.374468085106383,0.813421524045749,19757000000.0,1753000000.0,2484000000.0,5919000000.0,3249000000.0,258000000.0,5.18,5.18,0.2982456140350877,9.627906976744185,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2022-06-30,18114000000.0,5662000000.0,7209000000.0,,593000000.0,,1031000000.0,311000000.0,10200000000.0,3049000000.0,1314000000.0,960000000.0,133000000.0,229000000.0,2.84,944000000.0,380000000.0,1031000000.0,,25.5468,2.2663,2.84,1694000000.0,1.6188870151770658,0.052997681351440874,0.09411764705882353,0.298921568627451,0.1288235294117647,0.0725405763497847,0.8091133004926109,0.16607843137254902,1.7386172006745362,0.7854071299764184,20457000000.0,1725000000.0,2415000000.0,5899000000.0,3182000000.0,263000000.0,5.1,5.1,0.3240100565681961,9.182509505703422,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2022-09-30,17836000000.0,5625000000.0,7197000000.0,,437000000.0,,959000000.0,362000000.0,15200000000.0,4592000000.0,1969000000.0,1427000000.0,206000000.0,356000000.0,4.0,1742000000.0,568000000.0,959000000.0,,21.2905,1.8825,4.0,2537000000.0,3.265446224256293,0.08000672796591164,0.09388157894736843,0.3021052631578947,0.12953947368421054,0.11039470733348285,1.410458452722063,0.16690789473684212,2.194508009153318,0.7815756565235514,21157000000.0,1695000000.0,2344000000.0,5939000000.0,3107000000.0,277000000.0,4.79,4.79,0.3086578693273254,8.462093862815884,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2022-12-31,17970000000.0,5729000000.0,7334000000.0,,547000000.0,,844000000.0,427000000.0,-10300000000.0,-2942000000.0,-1295000000.0,-976000000.0,-122000000.0,-204000000.0,-3.3900000000000006,-157000000.0,-382000000.0,844000000.0,0.7812,23.689,2.2709,-3.3900000000000006,-1677000000.0,-1.7842778793418648,-0.05431274346132443,0.09475728155339806,0.28563106796116505,0.12572815533980583,-0.07206455203116305,-0.9309849029475198,0.16281553398058252,1.5429616087751372,0.7811562585219526,20200000000.0,1934000000.0,2681000000.0,6219000000.0,3435000000.0,282000000.0,5.0,5.0,0.24570596797671032,9.50709219858156,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2023-06-30,17383000000.0,5744000000.0,6598000000.0,,500000000.0,,188000000.0,580000000.0,10300000000.0,3457000000.0,900000000.0,668000000.0,149000000.0,141000000.0,1.0,1400000000.0,377000000.0,188000000.0,,28.3671,2.2893,1.0,1277000000.0,1.336,0.03842834953690387,0.06485436893203883,0.33563106796116504,0.08737864077669903,0.051774722429960306,1.308139534883721,0.12398058252427184,0.376,0.8705668384358897,25400000000.0,2079000000.0,2888000000.0,8156000000.0,3831000000.0,366000000.0,4.449999999999999,4.449999999999999,0.04907334899504046,7.890710382513661,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2023-09-30,17153000000.0,5727000000.0,6831000000.0,,680000000.0,,687000000.0,814000000.0,15500000000.0,5295000000.0,1674000000.0,1255000000.0,223000000.0,298000000.0,3.0,2327000000.0,566000000.0,687000000.0,,22.8294,1.9694,3.0,2240000000.0,1.8455882352941178,0.07316504401562408,0.08096774193548387,0.34161290322580645,0.108,0.0975922579140675,1.22457937088515,0.14451612903225808,1.0102941176470588,0.8383838383838383,30700000000.0,2374000000.0,3248000000.0,10402000000.0,4377000000.0,456000000.0,4.609999999999999,4.609999999999999,0.15695681973954764,7.12280701754386,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2023-12-31,17344000000.0,5703000000.0,6930000000.0,,915000000.0,,567000000.0,1093000000.0,20400000000.0,7032000000.0,2344000000.0,1764000000.0,293000000.0,453000000.0,5.0,3542000000.0,753000000.0,567000000.0,0.8229,23.2785,2.0098,5.0,3097000000.0,1.9278688524590164,0.10170664206642066,0.08647058823529412,0.3447058823529412,0.11490196078431372,0.13514760147601476,1.581646423751687,0.1518137254901961,0.6196721311475409,0.822943722943723,35900000000.0,2711000000.0,3623000000.0,12842000000.0,4937000000.0,543000000.0,5.609999999999999,5.609999999999999,0.11484707312132875,6.672191528545119,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2024-03-31,17092000000.0,5600000000.0,6878000000.0,,1044000000.0,,809000000.0,853000000.0,5100000000.0,1911000000.0,853000000.0,647000000.0,67000000.0,184000000.0,1.0,438000000.0,185000000.0,809000000.0,,23.5121,2.128,1.0,1038000000.0,0.6197318007662835,0.03785396676807863,0.12686274509803921,0.37470588235294117,0.16725490196078432,0.04990638895389656,0.4603345925526174,0.20352941176470588,0.774904214559387,0.8141901715615004,51300000000.0,4334000000.0,5771000000.0,17695000000.0,7652000000.0,732000000.0,10.0,10.0,0.10572399372713016,7.883879781420765,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2024-06-30,17280000000.0,5949000000.0,7011000000.0,,1136000000.0,,806000000.0,1163000000.0,10200000000.0,3721000000.0,1508000000.0,1191000000.0,139000000.0,271000000.0,3.0,1459000000.0,373000000.0,806000000.0,,20.3084,2.2902,3.0,1881000000.0,1.0484154929577465,0.06892361111111112,0.11676470588235294,0.36480392156862745,0.14784313725490197,0.08726851851851852,0.776519052523172,0.18441176470588236,0.7095070422535211,0.8485237483953787,51200000000.0,4857000000.0,6379000000.0,17959000000.0,8256000000.0,722000000.0,12.0,12.0,0.09762596899224807,8.835180055401661,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2024-09-30,17165000000.0,5847000000.0,7066000000.0,,1285000000.0,,569000000.0,1111000000.0,15130000000.0,5505000000.0,2662000000.0,2098000000.0,206000000.0,494000000.0,6.0,2417000000.0,564000000.0,569000000.0,,18.2011,2.3607,6.0,3226000000.0,1.6326848249027237,0.12222545878240607,0.13866490416391275,0.3638466622604098,0.17594183740912095,0.15508301776871541,1.435814455231931,0.21321877065432915,0.44280155642023344,0.8274837248797057,50830000000.0,5700000000.0,7367000000.0,18169000000.0,9242000000.0,705000000.0,15.0,15.0,0.061566760441462885,10.449645390070922,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2024-12-31,16546000000.0,5580000000.0,7004000000.0,,840000000.0,,568000000.0,1021000000.0,-10372000000.0,-3957000000.0,-1813000000.0,-1391000000.0,-142000000.0,-384000000.0,-3.0,-1080000000.0,-341000000.0,568000000.0,0.7967,17.1709,2.1787,-3.0,-2154000000.0,-1.6559523809523808,-0.0840686570772392,0.13411106826070188,0.3815079059005014,0.17479753181642885,-0.10957331076997462,-1.2876420454545454,0.20767450829155418,0.6761904761904762,0.7966876070816676,20058000000.0,2545000000.0,3210000000.0,7180000000.0,3991000000.0,270000000.0,7.0,7.0,0.14232022049611626,11.88888888888889,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2025-03-31,16305000000.0,5281000000.0,6921000000.0,,1101000000.0,,766000000.0,563000000.0,4840000000.0,1733000000.0,769000000.0,567000000.0,64000000.0,165000000.0,1.0,327000000.0,218000000.0,766000000.0,,19.1492,2.3901,1.0,987000000.0,0.5149863760217984,0.03477460901563938,0.11714876033057851,0.35805785123966943,0.15888429752066116,0.047163446795461514,0.41189073379753616,0.20392561983471075,0.695731153496821,0.7630400231180465,19798000000.0,2465000000.0,3126000000.0,7002000000.0,3940000000.0,267000000.0,7.0,7.0,0.19441624365482232,11.707865168539326,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2025-06-30,16771000000.0,5557000000.0,7171000000.0,,1271000000.0,,771000000.0,634000000.0,8217000000.0,2965000000.0,1223000000.0,1076000000.0,131000000.0,247000000.0,3.23,1097000000.0,440000000.0,771000000.0,,17.604,2.2654,3.23,1663000000.0,0.8465774980330448,0.06415836861248583,0.1309480345624924,0.3608372885481319,0.14883777534379944,0.07292349889690537,0.598922624877571,0.20238529877084094,0.6066089693154996,0.7749267884534933,17815000000.0,2350000000.0,2841000000.0,6246000000.0,3722000000.0,259000000.0,7.23,7.23,0.20714669532509403,10.96911196911197,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2025-09-30,16888000000.0,5474000000.0,7077000000.0,,1332000000.0,,834000000.0,617000000.0,12367000000.0,4458000000.0,1844000000.0,1522000000.0,196000000.0,495000000.0,4.57,1805000000.0,616000000.0,834000000.0,,20.9591,2.2824,4.57,2460000000.0,1.1426426426426426,0.09012316437707248,0.12306945904423061,0.3604754588825099,0.14910649308643972,0.10918995736617716,0.8513388734995383,0.1989164712541441,0.6261261261261262,0.7734915924826904,15052000000.0,1774000000.0,2023000000.0,5199000000.0,2956000000.0,249000000.0,5.800000000000001,5.800000000000001,0.2821380243572395,8.124497991967871,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
2025-12-31,17098000000.0,5310000000.0,7125000000.0,,1502000000.0,,694000000.0,688000000.0,-8977000000.0,-3233000000.0,-1485000000.0,-1144000000.0,-135000000.0,-308000000.0,-2.7300000000000004,-452000000.0,-469000000.0,694000000.0,0.7453,16.5666,1.9429,-2.7300000000000004,-1954000000.0,-0.7616511318242344,-0.06690841034039069,0.12743678288960678,0.36014258661022613,0.16542274702016263,-0.08685226342262253,-0.6762295081967213,0.21766737217333185,0.4620505992010652,0.7452631578947368,16447000000.0,2021000000.0,2351000000.0,5923000000.0,3156000000.0,256000000.0,6.07,6.07,0.21989860583016477,9.18359375,0.32171127,147.12,94.54,5.4901,31907.662,15.7881,22.2911,1.8515
