report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2022-09-30,246919000000.0,108088000000.0,90167000000.0,204830000000.0,42125000000.0,,42838000000.0,21548000000.0,114058000000.0,4715000000.0,-3270000000.0,,-771000000.0,0.0,4017000000.0,5675000000.0,,42838000000.0,,0.2967,4.9963,0.0,4715000000.0,-0.07762611275964391,-0.013243209311555612,-0.028669624226270844,0.04133861719476056,0.01909533085748768,0.05549474477125337,0.04133861719476056,1.0169258160237389,1.198753424201759,161670000000.0,-3626000000.0,6102000000.0,6102000000.0,,-0.09999999999999998,-0.09999999999999998,7.020321206161914,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2022-12-31,255884000000.0,116476000000.0,96866000000.0,212717000000.0,43242000000.0,,49434000000.0,25134000000.0,-65143000000.0,-3993000000.0,6842000000.0,,1212000000.0,1.3900000000000001,-8025000000.0,399000000.0,,49434000000.0,1.2024,0.2958,,1.3900000000000001,-3993000000.0,0.158225798991721,0.026738678463678854,-0.10503047142440478,0.06129591821070568,-0.015604727141986213,-0.043085588501877506,0.06129591821070568,1.1431941168308588,1.2024446142093201,158057000000.0,-1981000000.0,6276000000.0,6276000000.0,,0.0,0.0,7.876673040152964,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2023-03-31,256800000000.0,115123000000.0,95905000000.0,214603000000.0,42366000000.0,,47528000000.0,22144000000.0,41474000000.0,2113000000.0,1757000000.0,,496000000.0,0.0,4029000000.0,2800000000.0,,47528000000.0,,0.3053,17.4634,0.0,2113000000.0,0.041471935042250864,0.00684190031152648,0.04236389063027439,0.05094758161739885,0.008228193146417446,0.02350546198856431,0.05094758161739885,1.1218429873011377,1.2003857984463793,165055000000.0,2886000000.0,7046000000.0,7046000000.0,,0.78,0.78,6.745387453874539,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2023-06-30,265991000000.0,121712000000.0,101015000000.0,222385000000.0,43677000000.0,,48931000000.0,26406000000.0,86428000000.0,4574000000.0,3674000000.0,,768000000.0,0.0,4035000000.0,7835000000.0,,48931000000.0,,0.3564,14.6353,0.0,4574000000.0,0.0841174989124711,0.013812497415326083,0.04250937196278984,0.0529226639514972,0.017196070543740203,0.04939098134070491,0.0529226639514972,1.1202921446070013,1.2048903628174032,176817000000.0,9003000000.0,7409000000.0,7409000000.0,,1.3900000000000001,1.3900000000000001,6.604265083007154,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2023-09-30,268073000000.0,121361000000.0,100268000000.0,223797000000.0,44263000000.0,,48201000000.0,26427000000.0,130229000000.0,5703000000.0,4873000000.0,,982000000.0,1.0,4040000000.0,12426000000.0,,48201000000.0,,0.2828,7.9954,1.0,5703000000.0,0.1100919503874568,0.018177884382239166,0.03741870090379255,0.04379208931958319,0.021274055947447152,0.06167805848762762,0.04379208931958319,1.088968212728464,1.210366218534328,192988000000.0,17146000000.0,8397000000.0,8397000000.0,,2.39,2.39,5.740264380135763,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2023-12-31,273310000000.0,121481000000.0,101531000000.0,230512000000.0,42773000000.0,,49192000000.0,24862000000.0,-81940000000.0,-6932000000.0,-5957000000.0,,-2608000000.0,0.0,-8063000000.0,-8143000000.0,,49192000000.0,1.1965,0.2769,11.2252,0.0,-6932000000.0,-0.13927010029691628,-0.021795763052943545,0.07269953624603369,0.0845984866975836,-0.02536314075591819,-0.0753765019300821,0.0845984866975836,1.1500713066654198,1.1964917118909495,176191000000.0,4347000000.0,5458000000.0,5458000000.0,,1.0,1.0,9.01282521069989,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2024-03-31,274341000000.0,120595000000.0,103206000000.0,231444000000.0,42870000000.0,,49063000000.0,19721000000.0,42777000000.0,1225000000.0,1332000000.0,,278000000.0,0.0,4023000000.0,1385000000.0,,49063000000.0,,0.2989,13.5282,0.0,1225000000.0,0.031070678796361093,0.004855271359366628,0.031138228487271196,0.0286368843069874,0.004465245807225315,0.013324921410157398,0.0286368843069874,1.144459995334733,1.1684882661860745,177494000000.0,3922000000.0,4570000000.0,4570000000.0,,1.0,1.0,10.735886214442013,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2024-06-30,276586000000.0,120518000000.0,103403000000.0,232991000000.0,43567000000.0,,48853000000.0,19953000000.0,90585000000.0,3108000000.0,3163000000.0,,883000000.0,0.0,4022000000.0,6893000000.0,,48853000000.0,,0.2825,13.28,0.0,3108000000.0,0.07260082172286364,0.011435864432762323,0.03491748081912016,0.034310316277529396,0.011237011273166394,0.033629084613719974,0.034310316277529396,1.121330364725595,1.165517441466882,181651000000.0,3411000000.0,3104000000.0,3104000000.0,,1.0,1.0,15.738724226804123,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2024-09-30,287047000000.0,125099000000.0,109036000000.0,242708000000.0,44315000000.0,,52038000000.0,23449000000.0,136781000000.0,3988000000.0,4055000000.0,,856000000.0,1.0,4020000000.0,12395000000.0,,52038000000.0,,0.2297,11.8953,1.0,3988000000.0,0.09150400541577344,0.014126606444240838,0.029645930355824274,0.029156096241437043,0.013893195191031434,0.04138947412120017,0.029156096241437043,1.174275076159314,1.147318316886166,188203000000.0,2593000000.0,1389000000.0,1389000000.0,,1.0,1.0,37.46436285097192,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2024-12-31,285196000000.0,124474000000.0,106859000000.0,240338000000.0,44835000000.0,,53193000000.0,22935000000.0,-85151000000.0,-3102000000.0,-2671000000.0,,-678000000.0,0.0,-8044000000.0,-5250000000.0,,53193000000.0,1.1648,0.2127,6.6925,0.0,-3102000000.0,-0.05957399353183897,-0.009365488997040632,0.03136780542800437,0.03642940188606123,-0.010876730388925511,-0.03164402007589668,0.03642940188606123,1.186416861826698,1.1648433917592342,184992000000.0,5879000000.0,5219000000.0,5219000000.0,,1.0,1.0,10.192182410423452,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2025-03-31,284539000000.0,123054000000.0,108732000000.0,239879000000.0,44635000000.0,,50154000000.0,20864000000.0,40659000000.0,319000000.0,471000000.0,,148000000.0,0.0,4011000000.0,3679000000.0,,50154000000.0,,0.2181,7.9483,0.0,319000000.0,0.01055225719726672,0.001655309114040606,0.01158415111045525,0.00784574141026587,0.0011211116929489456,0.0033653693994028845,0.00784574141026587,1.1236473619357006,1.131718353382629,182874000000.0,5018000000.0,4313000000.0,4313000000.0,,1.0,1.0,11.628564804080685,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2025-06-30,292725000000.0,126612000000.0,114988000000.0,247644000000.0,45057000000.0,,53281000000.0,23020000000.0,90843000000.0,830000000.0,435000000.0,,718000000.0,0.0,4018000000.0,9996000000.0,,53281000000.0,,0.2329,13.6927,0.0,830000000.0,0.009654437712231173,0.0014860363822700488,0.0047884812258511935,0.00913664233898044,0.0028354257408830814,0.008440277410563567,0.00913664233898044,1.1825243580353775,1.1010888092670539,183132000000.0,2290000000.0,2035000000.0,2035000000.0,,1.0,1.0,26.182309582309582,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2025-09-30,300990000000.0,130720000000.0,116648000000.0,253573000000.0,47392000000.0,,57628000000.0,26788000000.0,141377000000.0,2388000000.0,2882000000.0,,88000000.0,0.0,4026000000.0,17398000000.0,,57628000000.0,,0.2511,10.1146,0.0,2388000000.0,0.06081195138419986,0.009575068939167415,0.02038521117296307,0.016891007731101946,0.007933818399282368,0.022738525995048563,0.016891007731101946,1.2159858203916272,1.120636444688293,187728000000.0,1117000000.0,435000000.0,435000000.0,,0.0,0.0,132.47816091954024,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
2025-12-31,289160000000.0,123487000000.0,114890000000.0,253180000000.0,35952000000.0,,57302000000.0,23356000000.0,-85612000000.0,-12706000000.0,-11970000000.0,,-4622000000.0,-2.0,-8076000000.0,-9791000000.0,,57302000000.0,1.0748,0.2792,,-2.0,-12706000000.0,-0.33294392523364486,-0.04139576704938443,0.1398168481054058,0.14841377377003223,-0.043941070687508646,-0.13625152808458618,0.14841377377003223,1.5938473520249221,1.0748280964400732,187267000000.0,-8182000000.0,-9169000000.0,-9169000000.0,,-2.0,-2.0,-6.24953648162286,,1.7576681,14.795,8.4406,57.30606,46716.754,1.4541,0.2495
