report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2020-12-31,5030628000.0,3222975000.0,1413276000.0,3354635000.0,1675993000.0,1003556000.0,1517361000.0,-1164354000.0,-517515000.0,1341880000.0,1546710000.0,-5266000.0,3.41,-906125000.0,1138693000.0,-61708000.0,-94669000.0,1076985000.0,1003556000.0,2.2805,1.6261,,3.41,1247211000.0,0.9228618496616633,0.3074586314074505,-1.3283846665189454,0.44446534301423796,-1.152467376759989,0.26674204492957937,0.5007857665599696,-0.9249635420155726,-1.0711613478375133,0.5987829304776333,2.280499350445348,4474667000.0,-549177000.0,-613438000.0,2160095000.0,-2843000.0,-448454000.0,-1.209999999999999,-1.209999999999999,-2.237812573864878,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2021-03-31,4914296000.0,3157718000.0,1234317000.0,3144097000.0,1770199000.0,1009951000.0,1348737000.0,1257195000.0,628641000.0,106890000.0,77752000.0,9881000.0,0.17,459226000.0,-150588000.0,8465000.0,35512000.0,-159053000.0,1009951000.0,,1.9214,78.0145,0.17,142402000.0,0.043922745408849516,0.0158215947920109,0.06184561663067384,0.5000346008375789,0.08502260985765932,0.021750826568037417,0.03844756577882488,-0.12651418435485345,0.11326962006689495,0.5705296410177613,2.5582714975164405,4801622000.0,118256000.0,51632000.0,2357752000.0,236314000.0,203563000.0,0.2600000000000008,0.2600000000000008,4.9613682250703715,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2021-06-30,4871509000.0,3143185000.0,1361962000.0,3024799000.0,1846710000.0,804621000.0,1349793000.0,2608729000.0,1297462000.0,228095000.0,136959000.0,19908000.0,0.3,460740000.0,102235000.0,28133000.0,70659000.0,74102000.0,804621000.0,,1.7024,25.7253,0.3,298754000.0,0.07416378316032295,0.02811428655884655,0.052500278871435095,0.49735407549040167,0.08743529895209506,0.04682224748019556,0.08603037493243959,0.028405403550924607,0.11452090270779372,0.4357051188329516,2.3078360482891593,5772471000.0,1027791000.0,1007581000.0,2875061000.0,670688000.0,1143252000.0,2.2600000000000007,2.2600000000000007,0.7038002120267448,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2021-09-30,4822301000.0,3127944000.0,1354538000.0,2844552000.0,1977749000.0,662903000.0,1253706000.0,4154261000.0,2085566000.0,400159000.0,250403000.0,38870000.0,0.54,464918000.0,209868000.0,57660000.0,107847000.0,152208000.0,662903000.0,,1.5828,20.2296,0.54,508006000.0,0.12661010067506037,0.05192604111605642,0.06027618389889321,0.5020305657251675,0.09632495406523567,0.08298092549594063,0.15153795350542215,0.0366390075154161,0.12228552803976447,0.33518055122262735,2.30923311121578,6855831000.0,2011824000.0,2077024000.0,3494154000.0,1144242000.0,2196373000.0,4.420000000000001,4.420000000000001,0.30181713215378264,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2021-12-31,4991396000.0,3336299000.0,1450176000.0,2902402000.0,2088994000.0,662531000.0,1669453000.0,-2336719000.0,-1150170000.0,-248854000.0,-105054000.0,-36559000.0,-0.24,-916240000.0,503314000.0,-24499000.0,-72874000.0,478815000.0,662531000.0,2.3006,1.6099,25.4118,-0.24,-321728000.0,-0.050289277996968876,-0.02104701770807205,0.04495790893128356,0.49221579488162676,0.10649718686756944,-0.04985659322562265,-0.09044220932028603,-0.20490910545940696,0.13768364959586496,0.3171531368687512,2.3006166148108917,5683466000.0,360060000.0,486290000.0,2861499000.0,546072000.0,627434000.0,0.7700000000000008,0.7700000000000008,1.0559373575547388,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2022-06-30,4605800000.0,3000087000.0,1458680000.0,2876725000.0,1729075000.0,672834000.0,1049413000.0,1349057000.0,630197000.0,34483000.0,7682000.0,5657000.0,0.02,468167000.0,87496000.0,35747000.0,34321000.0,51749000.0,672834000.0,,0.6599,22.071,0.02,68804000.0,0.0044428379335772015,0.0016678969994354943,0.005694347977883811,0.4671388977634007,0.025560817667452152,0.007486864388379869,0.014356497269463581,0.038359387335005116,0.051001551454089786,0.38912944782614983,2.0567136040804015,5775328000.0,289990000.0,413883000.0,2863055000.0,756874000.0,553836000.0,0.6200000000000008,0.6200000000000008,1.214861439126384,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2022-09-30,4770071000.0,3079403000.0,1473264000.0,2953738000.0,1816333000.0,673382000.0,853652000.0,2922942000.0,1344031000.0,153893000.0,94607000.0,27908000.0,0.2,466143000.0,-2499000.0,93864000.0,68007000.0,-96363000.0,673382000.0,,0.4984,19.8209,0.2,221900000.0,0.05208681447730124,0.01983345740556063,0.03236704662631007,0.4598213033306853,0.052650035477953376,0.0322622032250673,0.06181149248006298,-0.03296781119844321,0.07591666204803242,0.37073708400386934,2.090190895861163,6089541000.0,247638000.0,339681000.0,2909624000.0,586409000.0,476982000.0,0.5200000000000008,0.5200000000000008,1.4117555798751316,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2022-12-31,4827555000.0,3116604000.0,1502129000.0,2995553000.0,1832002000.0,673930000.0,849546000.0,4504723000.0,2042436000.0,248552000.0,216224000.0,46719000.0,0.47,463750000.0,74399000.0,147620000.0,102656000.0,-73221000.0,673930000.0,,0.7425,29.8771,0.47,351208000.0,0.11802607202393883,0.04478954667528386,0.04799939974111616,0.45339879943783445,0.05517586763936429,0.05148610424945961,0.09918545275769654,-0.016254273570206205,0.07796439425909207,0.36786531892432434,2.074791179718919,6440003000.0,213459000.0,188074000.0,2866494000.0,360980000.0,320184000.0,0.45000000000000073,0.45000000000000073,2.1048209779376856,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2023-03-31,4857083000.0,2959586000.0,1356891000.0,2858680000.0,1998403000.0,674478000.0,711910000.0,-2873086000.0,-1367324000.0,-153117000.0,68256000.0,-181284000.0,0.15000000000000002,-936551000.0,-169310000.0,-89435000.0,-67364000.0,-258745000.0,674478000.0,2.1691,0.6773,10.6768,0.15000000000000002,-220481000.0,0.03415527298547891,0.014052879063421399,-0.02375703337804716,0.4759077869579957,0.05329356656918728,-0.03152447672811027,-0.057285378585877934,0.09005821614807215,0.07674013238726582,0.33750850053767933,2.181152354905442,5903636000.0,386769000.0,283811000.0,2649340000.0,-376580000.0,421431000.0,0.8400000000000007,0.8400000000000007,1.6004470482712472,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2023-06-30,4867160000.0,2984218000.0,1464206000.0,2861750000.0,2005410000.0,594107000.0,703591000.0,1317012000.0,607736000.0,20930000.0,8549000.0,3971000.0,0.02,454506000.0,1031000.0,39591000.0,36169000.0,-38560000.0,594107000.0,,0.5264,8.2336,0.02,57099000.0,0.00426296866974833,0.0017564657829206355,0.006491208887997983,0.46145061700273043,0.01589203439300477,0.004300249015853188,0.008051495720166477,-0.029278396855913234,0.04335495804138459,0.29625213796679983,2.0381134894953306,5871591000.0,387636000.0,270258000.0,2626879000.0,-466889000.0,409726000.0,0.8400000000000007,0.8400000000000007,1.4500104948184884,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2023-09-30,4746553000.0,2871760000.0,1283104000.0,2656811000.0,2089742000.0,594655000.0,655866000.0,2883722000.0,1359731000.0,166689000.0,118163000.0,33465000.0,0.26,454107000.0,64243000.0,84144000.0,71177000.0,-19901000.0,594655000.0,,0.491,7.2343,0.26,237866000.0,0.056544300684007884,0.024894486588477996,0.040975863831534384,0.47151944604923773,0.05780342210518212,0.03511790556220482,0.0620955097178249,-0.006901150665702172,0.08248575972302462,0.28455905083019817,2.238135022570267,5832371000.0,411192000.0,283054000.0,2642579000.0,-390427000.0,425692000.0,0.9000000000000008,0.9000000000000008,1.3969137310543773,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2023-12-31,5044506000.0,3122816000.0,1466182000.0,2871486000.0,2173020000.0,595124000.0,1040090000.0,4369817000.0,2030912000.0,236209000.0,232306000.0,38464000.0,0.52,452208000.0,493118000.0,132796000.0,106685000.0,360322000.0,595124000.0,,0.6513,9.4858,0.52,342894000.0,0.106904676441082,0.046051288272825924,0.05316149394814474,0.4647590505506295,0.054054666362458655,0.046825001298442304,0.0853311821928339,0.0824569999155571,0.07846873221464423,0.2738695456093363,2.129896561272748,5697465000.0,427274000.0,270711000.0,2631055000.0,43116000.0,417378000.0,0.9500000000000008,0.9500000000000008,1.42586336606146,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2024-03-31,4760734000.0,2863682000.0,1165461000.0,2607448000.0,2153286000.0,594873000.0,858691000.0,-2868672000.0,-1368126000.0,-194077000.0,-126976000.0,-45900000.0,-0.28,-909810000.0,-204422000.0,-106198000.0,-71441000.0,-310620000.0,594873000.0,2.4571,0.5473,13.4476,-0.28,-265518000.0,-0.05896847887368422,-0.026671517459282538,0.04426298998282132,0.4769196338933137,0.06765395276978337,-0.040766192776155945,-0.07062073191543866,0.10828006826852285,0.09255781072217388,0.2762628837971361,2.4571238334015466,5701879000.0,232042000.0,229751000.0,2630253000.0,-8759000.0,372341000.0,0.5200000000000008,0.5200000000000008,1.5976564493300496,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2024-06-30,4860511000.0,2967986000.0,1718291000.0,3043939000.0,1816572000.0,595384000.0,884552000.0,1183665000.0,562675000.0,-299728000.0,-305426000.0,5149000.0,-0.7,435693000.0,152975000.0,45681000.0,32830000.0,107294000.0,595384000.0,,0.5049,,-0.7,-266898000.0,-0.16813316510438342,-0.06283824890016708,-0.2580341566237069,0.4753667634001174,-0.25322029459348716,-0.06166594417747434,-0.12426760687176715,0.09064557961923349,-0.2254844064832533,0.3277513910816637,1.7272894986937604,5568532000.0,-81933000.0,-90907000.0,2585192000.0,137095000.0,48344000.0,-0.19999999999999918,-0.19999999999999918,12.31557173589277,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2024-09-30,4494593000.0,2569736000.0,1181129000.0,2509392000.0,1985201000.0,594592000.0,530701000.0,2582688000.0,1258807000.0,-126648000.0,-135044000.0,3013000.0,-0.31,433950000.0,-168409000.0,91503000.0,65565000.0,-259912000.0,594592000.0,,0.6916,,-0.31,-61083000.0,-0.06802535360399274,-0.030045879571298225,-0.05228815869357816,0.4874018851677012,-0.04903728208749954,-0.028177857260935527,-0.04909231089471132,-0.10063623635530114,-0.023650940415567038,0.2995122408259919,2.1756607449313328,5267498000.0,-335140000.0,-384244000.0,2484268000.0,-102916000.0,-250605000.0,-0.7699999999999991,-0.7699999999999991,-2.3726262444883384,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2024-12-31,4630965000.0,2690993000.0,1341016000.0,2646242000.0,1984723000.0,595188000.0,726877000.0,3983727000.0,1923962000.0,-113139000.0,-133810000.0,9308000.0,-0.31,433212000.0,142880000.0,139860000.0,96786000.0,3020000.0,595188000.0,,0.6412,,-0.31,-16353000.0,-0.06741998757509235,-0.028894625634182075,-0.03358914905564563,0.4829552828293706,-0.028400289477667522,-0.024430977128956925,-0.043853838368842955,0.0007580840755403169,-0.004104949962685696,0.2998846690444964,2.0066822468934,4881408000.0,-701256000.0,-733592000.0,2377318000.0,-460218000.0,-609852000.0,-1.5999999999999992,-1.5999999999999992,-0.9759548218256233,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2025-03-31,4300871000.0,2329097000.0,1109143000.0,2410593000.0,1890278000.0,595125000.0,501361000.0,-2585770000.0,-1270700000.0,354299000.0,373013000.0,-20370000.0,0.8500000000000001,-870610000.0,-186765000.0,-108360000.0,-59377000.0,-295125000.0,595125000.0,2.0999,0.5082,,0.8500000000000001,294922000.0,0.19733235005644673,0.08672964150749929,-0.14425606299090793,0.4914203506112299,-0.1370187603692517,0.08237842985758001,0.14255193222185697,0.11413428108455122,-0.11405577448883698,0.314834643369917,2.099906865030028,5164310000.0,-201267000.0,-185216000.0,2474744000.0,-444723000.0,-49412000.0,-0.4699999999999991,-0.4699999999999991,-12.044139075528213,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2025-06-30,4865191000.0,2902858000.0,1895375000.0,2990762000.0,1874429000.0,389457000.0,910985000.0,1134068000.0,546496000.0,3323000.0,-2612000.0,-2658000.0,-0.01,427116000.0,48852000.0,35362000.0,28981000.0,13490000.0,389457000.0,,0.5555,27.9815,-0.01,32304000.0,-0.0013934910311353484,-0.000536875119599621,-0.0023032128584882035,0.4818899748515962,0.002930159390794908,0.0006830153225227951,0.0014678300939181567,0.011895230268378968,0.0284850643876734,0.20777367400952504,1.5315481105322166,5114713000.0,101547000.0,117835000.0,2458565000.0,-538527000.0,249790000.0,0.22000000000000086,0.22000000000000086,1.559137675647544,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2025-09-30,4899478000.0,2943783000.0,1737150000.0,3043800000.0,1855678000.0,589783000.0,395991000.0,2467448000.0,1177080000.0,20369000.0,-21426000.0,23282000.0,-0.05,427736000.0,-20978000.0,55851000.0,56245000.0,-76829000.0,589783000.0,,0.4173,,-0.05,76614000.0,-0.011546184197905025,-0.004373118932261763,-0.008683465669793243,0.47704348784655237,0.008255087847849276,0.004157381663924198,0.008329308870597405,-0.03113702902756208,0.031049894465861084,0.3178261530287043,1.6946049563940937,4999473000.0,215165000.0,264852000.0,2376838000.0,-355444000.0,387487000.0,0.4800000000000009,0.4800000000000009,1.5220717082121464,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
2025-12-31,4629983000.0,2989031000.0,2089467000.0,3194924000.0,1435059000.0,390049000.0,464648000.0,3795209000.0,1766820000.0,-129411000.0,-452253000.0,293886000.0,-1.06,426769000.0,257079000.0,71968000.0,83535000.0,185111000.0,390049000.0,,0.4152,,-1.06,-45876000.0,-0.31514592779809053,-0.09767919234260687,-0.11916418832269843,0.4655395789797084,-0.034098517367554725,-0.0279506425833529,-0.07090594090870239,0.04877491595324526,-0.012087871840523144,0.2717999747745563,1.4305231908424494,4810955000.0,-103278000.0,248580000.0,2219696000.0,-173353000.0,357964000.0,-0.26999999999999913,-0.26999999999999913,1.0896319182934597,1.8222469,8.15,4.13,7.8571,2369.1892,1.3885,0.4761
