report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,gross_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,gross_profit_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-09-30,43161000000.0,7317000000.0,8819000000.0,,2779000000.0,25412000000.0,4775000000.0,1765000000.0,669629035.0,9700000000.0,2010000000.0,343000000.0,966000000.0,179000000.0,0.0,712000000.0,2309000000.0,5295000000.0,836000000.0,-2986000000.0,30187000000.0,,,0.7431,0.0,0.12342569269521411,0.007946989180046802,0.035360824742268045,0.20721649484536084,-0.30783505154639174,10.862540482187837,0.8296859054314548,19801000000.0,-142000000.0,4027000000.0,-7098000000.0,1928000000.0,-0.05999999999999994,-0.05999999999999994,1.0110312,17.65,9.46,13.82188,10189.594,11.1974,2.5134,0.833
2023-12-31,44799000000.0,6649000000.0,9731000000.0,,2488000000.0,,,1426000000.0,,12668000000.0,2504000000.0,249000000.0,1319000000.0,261000000.0,0.0,,3034000000.0,7724000000.0,1128000000.0,-4690000000.0,0.0,0.6833,51.7685,1.0176,0.0,0.10008038585209003,0.00555815978035224,0.019655825702557625,0.19766340385222608,-0.3702241869276918,0.0,0.6832802384133183,22912000000.0,-250000000.0,4546000000.0,-10726000000.0,2434000000.0,-0.05999999999999994,-0.05999999999999994,1.0110312,17.65,9.46,13.82188,10189.594,11.1974,2.5134,0.833
2024-03-31,47045000000.0,7170000000.0,9211000000.0,,2900000000.0,26987000000.0,4990000000.0,1994000000.0,710644647.0,3085000000.0,619000000.0,432000000.0,357000000.0,-16000000.0,0.0,712000000.0,287000000.0,2148000000.0,312000000.0,-1861000000.0,31977000000.0,,24.2345,1.0264,0.0,0.1489655172413793,0.009182697417366352,0.140032414910859,0.20064829821717992,-0.6032414910858995,11.026551724137931,0.7784171099772011,31719000000.0,1136000000.0,6225000000.0,-11746000000.0,3282000000.0,0.0,0.0,1.0110312,17.65,9.46,13.82188,10189.594,11.1974,2.5134,0.833
2024-06-30,47738000000.0,9555000000.0,9823000000.0,,3091000000.0,27575000000.0,3401000000.0,1773000000.0,710823239.0,6027000000.0,1172000000.0,617000000.0,746000000.0,-51000000.0,0.87,713000000.0,679000000.0,3833000000.0,620000000.0,-3154000000.0,30976000000.0,,16.4413,0.9974,0.87,0.19961177612423164,0.01292471406426746,0.10237265637962502,0.19445827111332337,-0.5233117637298822,10.02135231316726,0.9727170925379212,31480000000.0,1641000000.0,6305000000.0,-12691000000.0,3388000000.0,0.8700000000000001,0.8700000000000001,1.0110312,17.65,9.46,13.82188,10189.594,11.1974,2.5134,0.833
2024-09-30,50079000000.0,10526000000.0,12375000000.0,,3290000000.0,26453000000.0,5362000000.0,1919000000.0,711027043.0,9316000000.0,1894000000.0,1119000000.0,1125000000.0,52000000.0,1.0,713000000.0,1664000000.0,5665000000.0,926000000.0,-4001000000.0,31815000000.0,,13.9153,1.1611,1.0,0.34012158054711245,0.02234469538129755,0.12011592958351223,0.20330613997423788,-0.42947617003005584,9.670212765957446,0.8505858585858586,31096000000.0,2417000000.0,6189000000.0,-13706000000.0,3547000000.0,1.87,1.87,1.0110312,17.65,9.46,13.82188,10189.594,11.1974,2.5134,0.833
2024-12-31,47406000000.0,6831000000.0,8571000000.0,,3644000000.0,,,1524000000.0,,-6150000000.0,-1371000000.0,-489000000.0,-743000000.0,74000000.0,0.1299999999999999,,122000000.0,-4254000000.0,-594000000.0,-4132000000.0,0.0,0.797,5.4502,0.7453,0.1299999999999999,-0.13419319429198684,-0.010315149981015062,0.07951219512195122,0.2229268292682927,0.671869918699187,0.0,0.7969898494924746,12278000000.0,1679000000.0,2314000000.0,-13148000000.0,1485000000.0,2.0,2.0,1.0110312,17.65,9.46,13.82188,10189.594,11.1974,2.5134,0.833
2025-03-31,48615000000.0,7878000000.0,9344000000.0,,3468000000.0,26409000000.0,4167000000.0,1753000000.0,711908057.0,2926000000.0,441000000.0,46000000.0,342000000.0,17000000.0,0.0,713000000.0,545000000.0,1254000000.0,337000000.0,-709000000.0,30576000000.0,,6.8383,0.7296,0.0,0.0132641291810842,0.0009462100174843155,0.01572112098427888,0.1507177033492823,-0.24231032125768967,8.816608996539792,0.8431078767123288,12119000000.0,1293000000.0,2136000000.0,-11996000000.0,1470000000.0,2.0,2.0,1.0110312,17.65,9.46,13.82188,10189.594,11.1974,2.5134,0.833
2025-06-30,48542000000.0,6320000000.0,7679000000.0,,3369000000.0,26554000000.0,3717000000.0,1350000000.0,711922815.0,5781000000.0,894000000.0,-49000000.0,694000000.0,184000000.0,0.0,712000000.0,1521000000.0,2586000000.0,691000000.0,-1065000000.0,30271000000.0,,7.3933,0.6225,0.0,-0.014544375185514989,-0.0010094351283424664,-0.008476042207230583,0.15464452516865596,-0.1842241826673586,8.985158800831107,0.8230238312280245,11873000000.0,627000000.0,1858000000.0,-9907000000.0,1418000000.0,1.13,1.13,1.0110312,17.65,9.46,13.82188,10189.594,11.1974,2.5134,0.833
2025-09-30,50783000000.0,6820000000.0,9434000000.0,,3865000000.0,26463000000.0,4386000000.0,1758000000.0,712120944.0,9132000000.0,1629000000.0,590000000.0,1042000000.0,-42000000.0,0.0,714000000.0,2818000000.0,4394000000.0,1056000000.0,-1576000000.0,30849000000.0,,8.1491,0.7749,0.0,0.15265200517464425,0.011618061162199949,0.06460797196671046,0.1783837056504599,-0.17257993867717916,7.981630012936611,0.7229171083315666,11689000000.0,98000000.0,1593000000.0,-7482000000.0,1335000000.0,0.1299999999999999,0.1299999999999999,1.0110312,17.65,9.46,13.82188,10189.594,11.1974,2.5134,0.833
2025-12-31,51768000000.0,6502000000.0,8492000000.0,,4063000000.0,,,1382000000.0,,-5606000000.0,-753000000.0,323000000.0,-671000000.0,-340000000.0,1.0,,-578000000.0,-2305000000.0,-627000000.0,-2883000000.0,0.0,0.7657,11.2218,0.8348,1.0,0.0794979079497908,0.006239375676093339,-0.057616839100963255,0.13432037103103817,0.5142704245451302,0.0,0.7656617993405558,12233000000.0,910000000.0,2211000000.0,-6233000000.0,1407000000.0,1.0,1.0,1.0110312,17.65,9.46,13.82188,10189.594,11.1974,2.5134,0.833
