report_date,total_assets,current_assets,current_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-06-26,94689000000.0,29371000000.0,26848000000.0,17484000000.0,37729000000.0,,10037000000.0,15751000000.0,9367000000.0,4361000000.0,4554000000.0,467000000.0,653000000.0,1.0,4321000000.0,2786000000.0,536000000.0,748000000.0,2250000000.0,37729000000.0,,20.3643,5.4515,1.0,5109000000.0,0.2604667124227866,0.0480942876152457,0.289124500031744,0.594692400482509,0.2768713097581106,0.046056036075996155,0.07898502164345353,0.14284807313821346,0.32436035807250335,2.157915808739419,1.0939734803337307,34907000000.0,10286000000.0,9068000000.0,20809000000.0,11461000000.0,10671000000.0,893000000.0,2.0,2.0,3.5356573891856433,10.154535274356103,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2020-09-25,97184000000.0,30410000000.0,26891000000.0,18607000000.0,39502000000.0,,11385000000.0,24403000000.0,14548000000.0,6659000000.0,6291000000.0,1127000000.0,1094000000.0,1.0,4321000000.0,6220000000.0,759000000.0,1106000000.0,5461000000.0,39502000000.0,,25.1139,6.2524,1.0,7765000000.0,0.33809856505616165,0.06473287783997365,0.2577961726017293,0.596156210302012,0.27287628570257755,0.06851950938426078,0.11459498528627235,0.22378396098840306,0.31819858214153995,2.1229644757349386,1.1308616265665092,31112000000.0,9699000000.0,7805000000.0,18212000000.0,10357000000.0,9549000000.0,1309000000.0,2.0,2.0,4.136768247984082,5.962566844919786,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2020-12-31,87296000000.0,19240000000.0,14601000000.0,19299000000.0,40125000000.0,2183000000.0,6795000000.0,-15741000000.0,-9564000000.0,-4403000000.0,-5873000000.0,-350000000.0,19000000.0,-1.0,-8644000000.0,282000000.0,-445000000.0,-685000000.0,-163000000.0,42308000000.0,1.3177,30.4209,7.1385,-1.0,-5088000000.0,-0.30431628581791803,-0.06727685117302053,0.37310209008322215,0.6075852868305699,0.2797153929229401,-0.05043759164222874,-0.07146915123281446,0.010355123562670732,0.32323232323232326,2.1922379397896266,1.317717964522978,33014000000.0,7747000000.0,8997000000.0,19581000000.0,7777000000.0,10533000000.0,1437000000.0,1.0,1.0,4.016709389537644,6.260960334029227,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2021-04-02,89993000000.0,21932000000.0,16486000000.0,20355000000.0,40170000000.0,,8484000000.0,9020000000.0,5515000000.0,2722000000.0,2245000000.0,442000000.0,508000000.0,0.0,4330000000.0,1636000000.0,216000000.0,366000000.0,1420000000.0,40170000000.0,,31.5332,6.8069,0.0,3088000000.0,0.11029231147138295,0.024946384718811464,0.24889135254988914,0.6114190687361419,0.30177383592017737,0.030246796973097907,0.04497315159025196,0.1574279379157428,0.34235033259423503,1.9734708916728076,1.3303408953051075,33433000000.0,7217000000.0,9339000000.0,19866000000.0,8968000000.0,10874000000.0,1686000000.0,1.0,1.0,3.6941327938201214,5.539145907473309,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2021-07-02,90194000000.0,22481000000.0,15299000000.0,22249000000.0,39804000000.0,,9188000000.0,19149000000.0,11857000000.0,5738000000.0,4886000000.0,1222000000.0,1502000000.0,1.0,4334000000.0,5525000000.0,450000000.0,749000000.0,5075000000.0,39804000000.0,,28.9153,6.4157,1.0,6487000000.0,0.2196053755224954,0.054172117879238084,0.2551569272546869,0.6191968248994726,0.2996501122774035,0.06361842251147526,0.09246934072486424,0.2650268943547966,0.33876442634080106,1.7890242258079014,1.4694424472187724,36831000000.0,7549000000.0,10716000000.0,22356000000.0,11793000000.0,12252000000.0,2441000000.0,1.0,1.0,3.248775710088149,4.390004096681688,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2021-10-01,90606000000.0,24240000000.0,15990000000.0,22179000000.0,39394000000.0,,11301000000.0,29191000000.0,17922000000.0,8636000000.0,7357000000.0,1432000000.0,2111000000.0,1.0,4337000000.0,9231000000.0,728000000.0,1111000000.0,8503000000.0,39394000000.0,,25.9692,6.0544,1.0,9747000000.0,0.3317101762928897,0.08119771317572788,0.25202973519235383,0.6139563564112226,0.2958446096399575,0.09531377612961614,0.1402562811621977,0.2912884108115515,0.3339042855674694,1.776184679201046,1.5159474671669793,41619000000.0,8615000000.0,12693000000.0,25730000000.0,14835000000.0,14234000000.0,2746000000.0,1.0,1.0,2.7675987073205004,4.622359796067006,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2021-12-31,94354000000.0,22545000000.0,19950000000.0,22999000000.0,38116000000.0,3307000000.0,9684000000.0,-18705000000.0,-11996000000.0,-6788000000.0,-4717000000.0,-1499000000.0,-1500000000.0,0.0,-8661000000.0,-3767000000.0,-27000000.0,-774000000.0,-3794000000.0,41423000000.0,1.1301,26.1747,6.6163,0.0,-7562000000.0,-0.2050958737336406,-0.04999258113063569,0.2521785618818498,0.6413258487035552,0.3628976209569634,-0.07194183606418382,-0.1053677315202881,0.2028334669874365,0.404276931301791,1.801078307752511,1.130075187969925,38655000000.0,9771000000.0,10308000000.0,23298000000.0,11204000000.0,11760000000.0,1597000000.0,2.0,2.0,3.522363945578231,6.45460237946149,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2022-04-01,94064000000.0,22156000000.0,18787000000.0,24845000000.0,37052000000.0,,7681000000.0,10491000000.0,6400000000.0,3405000000.0,2781000000.0,182000000.0,665000000.0,0.0,4357000000.0,623000000.0,217000000.0,324000000.0,406000000.0,37052000000.0,,26.4423,6.7921,0.0,3729000000.0,0.11193399074260414,0.02956497703691104,0.265084358021161,0.6100467067009818,0.32456391192450673,0.03619875829222657,0.05501074365478133,0.03869983795634353,0.35544752645124394,1.491326222579996,1.1793261297705862,40126000000.0,10307000000.0,10991000000.0,24183000000.0,10190000000.0,12401000000.0,1337000000.0,2.0,2.0,2.987823562615918,8.220643231114435,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2022-07-01,93169000000.0,23141000000.0,20531000000.0,23005000000.0,36755000000.0,,8976000000.0,21816000000.0,12895000000.0,5746000000.0,4686000000.0,380000000.0,1049000000.0,1.0,4355000000.0,4546000000.0,487000000.0,646000000.0,4059000000.0,36755000000.0,,29.0991,6.7399,1.0,6392000000.0,0.20369484894588133,0.050295699213257626,0.2147964796479648,0.5910799413274661,0.2633846718005134,0.061672874024621925,0.09615127175368139,0.18605610561056105,0.292995966263293,1.5976961530102152,1.1271248356144368,42793000000.0,10107000000.0,10999000000.0,25221000000.0,9174000000.0,12306000000.0,495000000.0,2.0,2.0,2.986754428733951,22.22020202020202,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2022-09-30,92471000000.0,24139000000.0,21439000000.0,22805000000.0,35462000000.0,,10127000000.0,32879000000.0,19392000000.0,8834000000.0,7511000000.0,578000000.0,1671000000.0,1.0,4352000000.0,8068000000.0,776000000.0,953000000.0,7292000000.0,35462000000.0,,24.4061,5.7207,1.0,9787000000.0,0.3293575970181978,0.08122546528100702,0.2284436874600809,0.5897989598223791,0.2686821375345966,0.09553265348055066,0.15161240496335834,0.2217829009398096,0.297667203990389,1.5550098662573997,1.1259387098278837,46481000000.0,10261000000.0,11197000000.0,26691000000.0,7963000000.0,12346000000.0,-359000000.0,2.0,2.0,2.8723473189697066,31.18941504178273,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2022-12-31,92763000000.0,22591000000.0,19724000000.0,24105000000.0,36377000000.0,2373000000.0,9519000000.0,-22182000000.0,-13683000000.0,-7076000000.0,-5436000000.0,-258000000.0,-1270000000.0,0.0,-8714000000.0,-2219000000.0,4000000.0,-663000000.0,-2223000000.0,38750000000.0,1.1454,28.8285,6.3967,0.0,-7739000000.0,-0.22551337896701928,-0.05860095081012904,0.24506356505274546,0.6168515012172031,0.3189973852673339,-0.076280413526945,-0.1125765651101742,0.10021639166892074,0.348886484537012,1.6075503007674756,1.1453559115798013,43004000000.0,9542000000.0,10909000000.0,25004000000.0,9534000000.0,12169000000.0,882000000.0,2.0,2.0,3.184320815186129,12.368480725623582,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2023-03-31,97404000000.0,26880000000.0,23357000000.0,25217000000.0,36134000000.0,,12004000000.0,10980000000.0,6663000000.0,3367000000.0,3107000000.0,372000000.0,940000000.0,0.0,4345000000.0,160000000.0,276000000.0,286000000.0,-116000000.0,36134000000.0,,27.1868,6.1683,0.0,3653000000.0,0.12321053257722965,0.03189807400106772,0.28296903460837886,0.6068306010928962,0.30664845173041894,0.034567368896554554,0.05488093103616893,-0.010564663023679418,0.332695810564663,1.4329222350001982,1.1508327268056686,43493000000.0,9868000000.0,10871000000.0,25267000000.0,9012000000.0,12093000000.0,1072000000.0,2.0,2.0,2.988009592326139,10.140858208955224,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2023-06-30,98456000000.0,27591000000.0,24115000000.0,26013000000.0,35626000000.0,,12564000000.0,22952000000.0,13723000000.0,5768000000.0,5654000000.0,746000000.0,1299000000.0,1.0,4343000000.0,4629000000.0,615000000.0,567000000.0,4014000000.0,35626000000.0,,24.7756,5.8992,1.0,6335000000.0,0.2173528620305232,0.05742666775006094,0.2463401882188916,0.5978999651446497,0.25130707563611016,0.058584545380677665,0.09357711838284204,0.1748867201115371,0.27601080515859183,1.3695459962326528,1.1441426498030272,44629000000.0,10836000000.0,10893000000.0,26095000000.0,8967000000.0,12036000000.0,1438000000.0,2.0,2.0,2.9599534729145898,7.575104311543811,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2023-09-29,97578000000.0,27867000000.0,24409000000.0,26325000000.0,34176000000.0,,11883000000.0,34905000000.0,21019000000.0,9038000000.0,8741000000.0,1114000000.0,1753000000.0,2.0,4342000000.0,8929000000.0,1001000000.0,857000000.0,7928000000.0,34176000000.0,,22.4728,5.3759,2.0,9895000000.0,0.3320417853751187,0.08957961835659678,0.25042257556224035,0.6021773384901876,0.25893138518836845,0.09262333722765377,0.14938596056263534,0.22713078355536456,0.28348374158430023,1.2982336182336183,1.141669056495555,46655000000.0,12066000000.0,11097000000.0,27722000000.0,9603000000.0,12144000000.0,1974000000.0,3.0,3.0,2.814229249011858,5.621580547112462,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2023-12-31,97703000000.0,26732000000.0,23571000000.0,25941000000.0,35547000000.0,,9366000000.0,-23083000000.0,-14171000000.0,-6862000000.0,-6788000000.0,-705000000.0,-1743000000.0,-1.0,-8691000000.0,-2119000000.0,-40000000.0,-582000000.0,-2159000000.0,35547000000.0,1.1341,23.78,5.5684,-1.0,-7444000000.0,-0.2616707143132493,-0.06947586051605376,0.29406922843651173,0.6139150023827059,0.2972750509032621,-0.07023325793476147,-0.11159901118917512,0.09353203656370489,0.32248841138500195,1.370301838788019,1.1341054685842773,45754000000.0,10714000000.0,11311000000.0,27234000000.0,9667000000.0,12439000000.0,1527000000.0,2.0,2.0,2.8577056033443204,7.407334643091028,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2024-03-29,99392000000.0,29462000000.0,28356000000.0,26429000000.0,35104000000.0,,10443000000.0,11300000000.0,7065000000.0,2141000000.0,3177000000.0,382000000.0,687000000.0,0.0,4322000000.0,528000000.0,370000000.0,262000000.0,158000000.0,35104000000.0,,24.4655,5.7264,0.0,2403000000.0,0.12020886147792198,0.031964343206696715,0.28115044247787613,0.6252212389380531,0.18946902654867256,0.021540969092079844,0.03479433799749728,0.013982300884955752,0.21265486725663718,1.3282379204661545,1.0390040908449711,46074000000.0,10784000000.0,10085000000.0,27636000000.0,9941000000.0,11189000000.0,1537000000.0,2.0,2.0,3.1373670569309144,6.561483409238777,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2024-06-28,101202000000.0,31599000000.0,29263000000.0,25853000000.0,,,13708000000.0,23663000000.0,14616000000.0,4773000000.0,5588000000.0,,1314000000.0,1.0,4321000000.0,4113000000.0,792000000.0,531000000.0,3321000000.0,0.0,,25.7514,5.9012,1.0,5304000000.0,0.21614512822496423,0.05521630007312108,0.23614926256180535,0.6176731606305202,0.20170730676583695,0.04716309954348728,0.18462074033961243,0.14034568736001352,0.22414740311879305,0.0,1.0798277688548679,46785000000.0,10718000000.0,9090000000.0,28529000000.0,9248000000.0,10158000000.0,,2.0,2.0,0.0,,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2024-09-27,106266000000.0,30288000000.0,28569000000.0,26518000000.0,,,13938000000.0,35517000000.0,21806000000.0,7283000000.0,8436000000.0,,1844000000.0,1.0,4321000000.0,2854000000.0,1261000000.0,799000000.0,1593000000.0,0.0,,29.7257,6.6733,1.0,8082000000.0,0.31812353872841087,0.07938569250748123,0.2375200608159473,0.6139595123462004,0.2050567333952755,0.06853556170364933,0.27464363828343014,0.04485176112847369,0.2275530027873976,0.0,1.060170114459729,47397000000.0,10413000000.0,7335000000.0,29316000000.0,2913000000.0,8345000000.0,,1.0,1.0,0.0,,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2024-12-31,100549000000.0,25997000000.0,25249000000.0,24856000000.0,,,10828000000.0,-23419000000.0,-14750000000.0,-4205000000.0,-6570000000.0,,-1408000000.0,0.0,-8644000000.0,-690000000.0,-359000000.0,-517000000.0,-1049000000.0,0.0,1.0296,25.2284,5.6991,0.0,-4722000000.0,-0.26432249758609594,-0.0653412763926046,0.28054144071053416,0.6298304795251719,0.17955506212904052,-0.041820405971218014,-0.16917444480205987,0.04479268969640036,0.20163115419104147,0.0,1.0296249356410154,47061000000.0,10631000000.0,9992000000.0,28737000000.0,4023000000.0,11067000000.0,,2.0,2.0,0.0,,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2025-03-28,101716000000.0,26178000000.0,23808000000.0,26202000000.0,,,8417000000.0,11129000000.0,6966000000.0,3659000000.0,3330000000.0,,722000000.0,0.0,4313000000.0,-5202000000.0,309000000.0,267000000.0,-5511000000.0,0.0,,28.0854,6.4592,0.0,3926000000.0,0.12708953514998855,0.03273821227732117,0.29921825860364815,0.6259322490789828,0.32878066313235693,0.03597270832514059,0.13964582856270513,-0.49519273968910055,0.35277203702039717,0.0,1.099546370967742,46890000000.0,10784000000.0,11510000000.0,28638000000.0,-1646000000.0,12590000000.0,,2.0,2.0,0.0,,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2025-06-27,104333000000.0,26609000000.0,21944000000.0,28585000000.0,,,9590000000.0,23664000000.0,14787000000.0,7939000000.0,7140000000.0,,1715000000.0,1.0,4314000000.0,-1391000000.0,751000000.0,546000000.0,-2142000000.0,0.0,,24.8461,6.4319,1.0,8485000000.0,0.24978135385691796,0.0684347234336212,0.3017241379310345,0.6248732251521298,0.33548850574712646,0.07609289486547881,0.27773307678852543,-0.09051724137931035,0.35856152805949965,0.0,1.2125865840320817,46891000000.0,12336000000.0,14676000000.0,28809000000.0,-7109000000.0,15771000000.0,,2.0,2.0,0.0,,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2025-09-26,106045000000.0,27247000000.0,22499000000.0,31247000000.0,,,12732000000.0,36119000000.0,22445000000.0,11921000000.0,10836000000.0,,2215000000.0,2.0,4314000000.0,3652000000.0,1230000000.0,814000000.0,2422000000.0,0.0,,21.6884,5.9296,2.0,12735000000.0,0.34678529138797326,0.10218303550379555,0.30000830587779287,0.6214180902018328,0.33004789722860545,0.11241454099674666,0.3815086248279835,0.06705612004762036,0.35258451230654225,0.0,1.2110316014045068,47493000000.0,14736000000.0,19314000000.0,29448000000.0,-6280000000.0,20424000000.0,,3.0,3.0,0.0,,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
2025-12-31,104816000000.0,31044000000.0,21281000000.0,32169000000.0,,,10270000000.0,-22971000000.0,-14654000000.0,-9757000000.0,-8199000000.0,,-1791000000.0,0.0,-8628000000.0,10349000000.0,-178000000.0,-577000000.0,10171000000.0,0.0,1.4588,22.9439,6.2728,0.0,-10334000000.0,-0.2548727035344586,-0.0782227904136773,0.3569283009011362,0.6379347873405599,0.424752949370946,-0.09308693329262709,-0.30330442351332026,-0.4427756736755039,0.44987157720604243,0.0,1.4587660354306657,47941000000.0,13107000000.0,13762000000.0,29544000000.0,4940000000.0,14812000000.0,,3.0,3.0,0.0,,0.36566487,82.0,65.3538,15.46434,326786.16,24.9322,9.3483,6.8164
